assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,5,0,0.1,386,0.00,0.00,0.00,2.03,10,0,0,0.5,3.0,2023-08-14T19:00:00Z,45,20,0,0,0,0,1,0,14245,0,0,1,2.0,1,0,0,0,45,True,0
0,0,0,0,0.0,386,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2023-08-19T16:30:00Z,0,18,0,0,0,0,2,0,16412,0,0,2,0.0,0,-1042,762,1804,45,False,0
0,0,6,0,20.7,386,0.02,0.02,0.00,0.26,28,0,0,3.8,15.0,2023-08-26T14:00:00Z,45,16,0,0,0,0,3,0,15398,0,2,3,2.0,1,-1902,310,2212,45,True,0
0,0,9,0,0.6,386,0.00,0.00,0.00,1.53,31,1,0,1.2,11.0,2023-09-03T15:30:00Z,83,1,0,0,0,0,4,0,16173,1,1,3,0.0,1,-292,1067,1359,45,False,1
0,0,16,0,22.2,386,0.01,0.16,0.15,1.89,45,3,0,3.4,7.8,2023-09-16T14:00:00Z,90,5,0,0,0,0,5,0,18867,1,3,1,4.0,1,922,2490,1568,45,True,0
0,0,26,1,5.3,386,0.01,0.01,0.00,1.12,54,0,0,1.1,5.6,2023-09-23T19:00:00Z,90,6,0,0,0,0,6,0,19955,1,1,0,0.0,6,525,2082,1557,45,False,0
0,0,13,0,5.7,386,0.15,0.15,0.00,0.81,65,1,0,1.8,11.8,2023-09-30T14:00:00Z,87,8,0,0,0,0,7,0,25973,1,1,0,0.0,2,4847,6496,1649,45,True,0
0,0,13,0,16.1,386,0.03,0.03,0.00,0.70,78,1,0,2.7,7.2,2023-10-07T14:00:00Z,70,4,0,0,0,0,8,0,27614,1,1,2,4.0,2,1169,4360,3191,45,True,0
1,0,21,0,13.3,386,0.04,0.04,0.00,1.38,89,1,0,4.3,28.0,2023-10-21T19:00:00Z,90,17,0,0,0,0,9,0,31283,1,2,1,2.0,5,2752,4817,2065,45,False,0
0,0,11,0,1.3,386,0.01,0.01,0.00,2.78,98,2,0,1.3,9.8,2023-10-29T15:30:00Z,73,13,0,0,0,0,10,0,30816,1,3,0,2.0,1,-664,2423,3087,45,True,0
0,0,0,0,0.0,386,0.00,0.00,0.00,0.00,104,0,0,0.0,0.0,2023-11-04T12:30:00Z,0,10,0,0,0,0,11,0,30701,0,1,0,0.0,0,-603,3149,3752,45,False,0
0,3,43,1,7.7,386,0.03,0.10,0.07,0.42,118,0,1,8.2,56.8,2023-11-11T15:00:00Z,90,12,0,0,0,0,12,0,28766,1,0,1,17.0,15,-2039,1267,3306,45,True,0
0,0,26,1,0.0,386,0.00,0.00,0.00,2.73,123,0,0,3.9,39.4,2023-11-26T16:30:00Z,90,9,0,0,0,0,13,0,58701,1,3,0,0.0,6,24466,26734,2268,45,False,0
0,0,0,0,0.0,386,0.00,0.00,0.00,0.00,138,0,0,0.0,0.0,2023-12-02T20:00:00Z,0,15,0,0,0,0,14,0,69519,0,0,1,0.0,0,11896,16119,4223,45,False,0
0,0,12,0,0.7,386,0.00,0.03,0.03,0.43,150,1,0,1.2,4.0,2023-12-06T20:15:00Z,45,7,0,0,0,0,15,0,70152,1,1,2,7.0,1,264,6719,6455,45,True,0
0,0,0,0,0.0,386,0.00,0.00,0.00,0.00,157,0,0,0.0,0.0,2023-12-09T15:00:00Z,0,3,0,0,0,0,16,0,66396,0,3,0,0.0,0,-4624,7052,11676,45,True,0
