assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,139,0,0,0.0,0.0,2022-10-30T16:15:00Z,0,19,0,0,0,0,14,0,0,0,0,1,0.0,0,0,0,0,40,True,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,141,0,0,0.0,0.0,2022-11-06T14:00:00Z,0,2,0,0,0,0,15,0,110,0,1,3,0.0,0,53,63,10,40,False,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,153,0,0,0.0,0.0,2022-11-13T16:30:00Z,0,9,0,0,0,0,16,0,293,0,2,1,0.0,0,68,99,31,40,False,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,169,0,0,0.0,0.0,2022-12-27T20:00:00Z,0,16,0,0,0,0,17,0,661,0,0,3,0.0,0,162,325,163,40,True,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,180,0,0,0.0,0.0,2022-12-31T12:30:00Z,0,20,0,0,0,0,18,0,750,0,1,0,0.0,0,19,56,37,40,False,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,189,0,0,0.0,0.0,2023-01-03T20:00:00Z,0,3,0,0,0,0,19,0,753,0,0,3,0.0,0,-33,24,57,40,True,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,196,0,0,0.0,0.0,2023-01-14T12:30:00Z,0,13,0,0,0,0,20,0,834,0,1,2,0.0,0,12,82,70,40,True,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2023-01-18T20:00:00Z,0,7,0,0,0,0,20,0,834,0,1,1,0.0,0,12,82,70,40,False,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,201,0,0,0.0,0.0,2023-01-22T16:30:00Z,0,1,0,0,0,0,21,0,851,0,2,3,0.0,0,-42,34,76,40,False,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,216,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,7,0,0,0,0,22,0,911,0,1,2,0.0,0,-26,55,81,40,True,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,76,0,0,0.0,0.0,2023-02-08T20:00:00Z,0,11,0,0,0,0,22,0,911,0,2,2,0.0,0,-26,55,81,40,True,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,225,0,0,0.0,0.0,2023-02-12T14:00:00Z,0,11,0,0,0,0,23,0,956,0,2,0,0.0,0,-6,38,44,40,False,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,236,0,0,0.0,0.0,2023-02-19T14:00:00Z,0,10,0,0,0,0,24,0,998,0,0,3,0.0,0,9,45,36,40,True,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,256,0,0,0.0,0.0,2023-03-05T16:30:00Z,0,12,0,0,0,0,26,0,1061,0,0,7,0.0,0,-23,18,41,40,False,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,267,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,17,0,0,0,0,27,0,1120,0,0,0,0.0,0,9,35,26,40,True,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,288,0,0,0.0,0.0,2023-04-02T15:30:00Z,0,15,0,0,0,0,29,0,1187,0,0,2,0.0,0,-24,21,45,40,False,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,247,0,0,0.0,0.0,2023-04-05T19:00:00Z,0,4,0,0,0,0,29,0,1187,0,0,1,0.0,0,-24,21,45,40,True,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2023-04-08T11:30:00Z,0,8,0,0,0,0,30,0,1218,0,0,2,0.0,0,1,33,32,40,True,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,306,0,0,0.0,0.0,2023-04-16T15:30:00Z,0,16,0,0,0,0,31,0,1265,0,2,0,0.0,0,8,38,30,40,False,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,325,0,0,0.0,0.0,2023-04-27T19:15:00Z,0,18,0,0,0,0,33,0,1334,0,2,2,0.0,0,11,32,21,40,False,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,339,0,0,0.0,0.0,2023-04-30T13:00:00Z,0,2,0,0,0,0,34,0,1380,0,0,1,0.0,0,7,29,22,40,True,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,274,0,0,0.0,0.0,2023-05-04T19:00:00Z,0,5,0,0,0,0,34,0,1380,0,0,1,0.0,0,7,29,22,40,False,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,349,0,0,0.0,0.0,2023-05-07T18:00:00Z,0,19,0,0,0,0,35,0,1421,0,0,1,0.0,0,9,32,23,40,False,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,359,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,20,0,0,0,0,36,0,1458,0,0,2,0.0,0,3,23,20,40,True,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,361,0,0,0.0,0.0,2023-05-20T14:00:00Z,0,3,0,0,0,0,37,0,1536,0,1,0,0.0,0,35,73,38,40,False,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,319,0,0,0.0,0.0,2023-05-25T19:00:00Z,0,6,0,0,0,0,37,0,1536,0,1,4,0.0,0,35,73,38,40,True,0
0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,379,0,0,0.0,0.0,2023-05-28T15:30:00Z,0,9,0,0,0,0,38,0,1578,0,1,2,0.0,0,16,64,48,40,True,0
