h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.433489,1.95483,0.433489,1.95483,"{'att': 325, 'def': 20}","{'att': 72, 'def': 19}",4,13,1,0,0.2774,w,2024-08-17 14:00:00,1,0,0,3,-1.521341
a,1.89287,2.53513,1.89287,2.53513,"{'att': 127, 'def': 14}","{'att': 276, 'def': 30}",9,8,1,1,0.9144000000000001,d,2024-08-25 13:00:00,0,1,0,1,-0.64226
h,1.58694,1.63304,1.58694,1.63304,"{'att': 184, 'def': 21}","{'att': 125, 'def': 29}",5,9,2,1,1.3414,w,2024-09-01 12:30:00,1,0,0,3,-0.04610000000000003
a,1.48343,1.46969,1.48343,1.46969,"{'att': 235, 'def': 19}","{'att': 249, 'def': 26}",10,6,2,1,1.3887999999999998,w,2024-09-15 15:30:00,1,0,0,3,0.013740000000000085
a,1.09768,3.21141,1.09768,3.21141,"{'att': 149, 'def': 13}","{'att': 352, 'def': 27}",3,7,1,3,0.293,l,2024-09-21 14:00:00,0,0,1,0,-2.11373
h,1.34344,1.26516,0.582272,1.26516,"{'att': 254, 'def': 21}","{'att': 164, 'def': 26}",7,16,1,1,1.4546999999999999,d,2024-09-28 11:30:00,0,1,0,1,-0.682888
a,1.79048,0.692214,1.02931,0.692214,"{'att': 164, 'def': 28}","{'att': 410, 'def': 26}",11,3,0,0,2.2629,d,2024-10-05 16:30:00,0,1,0,1,0.33709599999999995
h,1.93657,1.6779,1.93657,1.6779,"{'att': 223, 'def': 38}","{'att': 281, 'def': 17}",14,6,0,1,1.5542,l,2024-10-19 14:00:00,0,0,1,0,0.25866999999999996
a,1.74225,1.61794,1.74225,1.61794,"{'att': 227, 'def': 25}","{'att': 265, 'def': 29}",11,5,1,2,1.4976,l,2024-10-27 14:00:00,0,0,1,0,0.12431000000000014
h,0.859715,0.911305,0.859715,0.911305,"{'att': 251, 'def': 19}","{'att': 131, 'def': 25}",9,9,1,0,1.2812,w,2024-11-02 12:30:00,1,0,0,3,-0.051590000000000025
a,1.86904,1.17852,1.86904,1.17852,"{'att': 166, 'def': 12}","{'att': 246, 'def': 23}",10,4,3,1,1.9041,w,2024-11-10 14:00:00,1,0,0,3,0.69052
h,1.49781,0.942824,1.49781,0.942824,"{'att': 274, 'def': 29}","{'att': 254, 'def': 18}",6,5,0,2,1.8360000000000003,l,2024-11-25 20:00:00,0,0,1,0,0.5549860000000001
a,0.020989,2.29595,0.020989,2.29595,"{'att': 228, 'def': 24}","{'att': 239, 'def': 27}",2,11,1,1,0.0605,d,2024-11-30 15:00:00,0,1,0,1,-2.274961
h,1.52057,2.22766,1.52057,2.22766,"{'att': 299, 'def': 22}","{'att': 212, 'def': 26}",3,9,3,3,0.9100999999999999,d,2024-12-04 19:30:00,0,1,0,1,-0.7070900000000002
a,1.95645,1.746,1.95645,1.746,"{'att': 182, 'def': 15}","{'att': 269, 'def': 25}",9,6,2,4,1.539,l,2024-12-07 15:00:00,0,0,1,0,0.21045000000000003
h,3.95461,0.186759,3.95461,0.186759,"{'att': 216, 'def': 19}","{'att': 341, 'def': 23}",21,3,4,0,2.9819,w,2024-12-14 15:00:00,1,0,0,3,3.7678510000000003
a,3.23386,1.06427,3.23386,1.06427,"{'att': 233, 'def': 19}","{'att': 409, 'def': 23}",14,0,4,0,2.6363,w,2024-12-21 15:00:00,1,0,0,3,2.16959
h,2.82867,0.225522,2.82867,0.225522,"{'att': 171, 'def': 28}","{'att': 304, 'def': 14}",20,2,3,0,2.8808000000000002,w,2024-12-26 15:00:00,1,0,0,3,2.603148
a,2.2424,1.00073,2.2424,1.00073,"{'att': 350, 'def': 18}","{'att': 295, 'def': 30}",5,6,2,0,2.2635,w,2024-12-30 20:00:00,1,0,0,3,1.24167
