h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,2.04268,0.418711,2.04268,0.418711,"{'att': 214, 'def': 29}","{'att': 260, 'def': 24}",7,3,1,0,2.5696,w,2024-08-16 19:00:00,1,0,0,3,1.6239689999999998
a,1.28556,2.14153,1.28556,2.14153,"{'att': 302, 'def': 18}","{'att': 350, 'def': 28}",8,10,1,2,0.7186,l,2024-08-24 11:30:00,0,0,1,0,-0.8559699999999999
h,1.50087,2.10397,1.50087,2.10397,"{'att': 275, 'def': 22}","{'att': 304, 'def': 26}",6,9,0,3,0.9689,l,2024-09-01 15:00:00,0,0,1,0,-0.6031
a,3.02693,1.35593,3.02693,0.545317,"{'att': 300, 'def': 29}","{'att': 380, 'def': 35}",17,3,3,0,2.5031999999999996,w,2024-09-14 11:30:00,1,0,0,3,2.4816130000000003
a,2.35056,1.66928,2.35056,1.66928,"{'att': 165, 'def': 27}","{'att': 385, 'def': 21}",12,5,0,0,1.8622,d,2024-09-21 16:30:00,0,1,0,1,0.6812800000000001
h,0.600721,5.4072,0.600721,5.4072,"{'att': 395, 'def': 27}","{'att': 207, 'def': 17}",6,15,0,3,0.0058,l,2024-09-29 15:30:00,0,0,1,0,-4.8064789999999995
a,0.448537,0.532809,0.448537,0.532809,"{'att': 236, 'def': 17}","{'att': 199, 'def': 14}",1,9,0,0,1.1911,d,2024-10-06 13:00:00,0,1,0,1,-0.08427199999999996
h,1.76555,0.892843,1.76555,0.892843,"{'att': 306, 'def': 19}","{'att': 276, 'def': 17}",12,3,2,1,2.023,w,2024-10-19 14:00:00,1,0,0,3,0.8727069999999999
a,2.62598,2.99312,2.62598,2.23195,"{'att': 216, 'def': 21}","{'att': 274, 'def': 13}",7,7,1,2,1.1108,l,2024-10-27 14:00:00,0,0,1,0,0.3940300000000003
h,2.1605,1.21071,1.39934,1.21071,"{'att': 269, 'def': 33}","{'att': 245, 'def': 24}",4,8,1,1,2.112,d,2024-11-03 16:30:00,0,1,0,1,0.18863000000000008
