h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,2.04268,0.418711,2.04268,0.418711,"{'att': 214, 'def': 29}","{'att': 260, 'def': 24}",7,3,1,0,2.5696,w,2024-08-16 19:00:00,1,0,0,3,1.6239689999999998
a,1.28556,2.14153,1.28556,2.14153,"{'att': 302, 'def': 18}","{'att': 350, 'def': 28}",8,10,1,2,0.7186,l,2024-08-24 11:30:00,0,0,1,0,-0.8559699999999999
h,1.50087,2.10397,1.50087,2.10397,"{'att': 275, 'def': 22}","{'att': 304, 'def': 26}",6,9,0,3,0.9689,l,2024-09-01 15:00:00,0,0,1,0,-0.6031
a,3.02693,1.35593,3.02693,0.545317,"{'att': 300, 'def': 29}","{'att': 380, 'def': 35}",17,3,3,0,2.5031999999999996,w,2024-09-14 11:30:00,1,0,0,3,2.4816130000000003
a,2.35056,1.66928,2.35056,1.66928,"{'att': 165, 'def': 27}","{'att': 385, 'def': 21}",12,5,0,0,1.8622,d,2024-09-21 16:30:00,0,1,0,1,0.6812800000000001
h,0.600721,5.4072,0.600721,5.4072,"{'att': 395, 'def': 27}","{'att': 207, 'def': 17}",6,15,0,3,0.0058,l,2024-09-29 15:30:00,0,0,1,0,-4.8064789999999995
a,0.448537,0.532809,0.448537,0.532809,"{'att': 236, 'def': 17}","{'att': 199, 'def': 14}",1,9,0,0,1.1911,d,2024-10-06 13:00:00,0,1,0,1,-0.08427199999999996
h,1.76555,0.892843,1.76555,0.892843,"{'att': 306, 'def': 19}","{'att': 276, 'def': 17}",12,3,2,1,2.023,w,2024-10-19 14:00:00,1,0,0,3,0.8727069999999999
a,2.62598,2.99312,2.62598,2.23195,"{'att': 216, 'def': 21}","{'att': 274, 'def': 13}",7,7,1,2,1.1108,l,2024-10-27 14:00:00,0,0,1,0,0.3940300000000003
h,2.1605,1.21071,1.39934,1.21071,"{'att': 269, 'def': 33}","{'att': 245, 'def': 24}",4,8,1,1,2.112,d,2024-11-03 16:30:00,0,1,0,1,0.18863000000000008
h,1.2369,0.417295,1.2369,0.417295,"{'att': 284, 'def': 28}","{'att': 292, 'def': 20}",2,5,3,0,2.0891,w,2024-11-10 14:00:00,1,0,0,3,0.8196050000000001
a,1.26912,1.98714,1.26912,1.98714,"{'att': 216, 'def': 18}","{'att': 465, 'def': 22}",5,4,1,1,0.7996,d,2024-11-24 16:30:00,0,1,0,1,-0.7180199999999999
h,1.76161,0.766749,1.76161,0.766749,"{'att': 275, 'def': 24}","{'att': 461, 'def': 27}",10,3,4,0,2.1703,w,2024-12-01 13:30:00,1,0,0,3,0.9948609999999999
a,0.256083,2.96684,0.256083,2.96684,"{'att': 291, 'def': 15}","{'att': 295, 'def': 25}",1,8,0,2,0.0343,l,2024-12-04 20:15:00,0,0,1,0,-2.710757
h,1.4697,0.651217,1.4697,0.651217,"{'att': 77, 'def': 24}","{'att': 343, 'def': 13}",7,4,2,3,2.0817,l,2024-12-07 17:30:00,0,0,1,0,0.818483
a,2.04662,0.638103,1.28545,0.638103,"{'att': 222, 'def': 28}","{'att': 305, 'def': 18}",5,4,2,1,2.4972,w,2024-12-15 16:30:00,1,0,0,3,0.647347
h,2.28533,1.82831,2.28533,1.06714,"{'att': 169, 'def': 23}","{'att': 240, 'def': 26}",14,3,0,3,1.6816999999999998,l,2024-12-22 14:00:00,0,0,1,0,1.21819
a,0.358876,0.826489,0.358876,0.826489,"{'att': 254, 'def': 34}","{'att': 221, 'def': 21}",2,4,0,2,0.722,l,2024-12-26 17:30:00,0,0,1,0,-0.46761300000000006
h,1.00073,2.2424,1.00073,2.2424,"{'att': 295, 'def': 30}","{'att': 350, 'def': 18}",6,5,0,2,0.5484,l,2024-12-30 20:00:00,0,0,1,0,-1.24167
a,1.67469,2.862,1.67469,2.10084,"{'att': 204, 'def': 27}","{'att': 204, 'def': 23}",7,7,2,2,0.6461,d,2025-01-05 16:30:00,0,1,0,1,-0.4261499999999998
