assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,567,140,0,0,0.0,0.0,2019-12-01T14:00:00Z,0,15,0,0,0,0,14,0,0,1,1,0.0,0,0,0,0,45,True,0
0,0,0,0,0.0,567,146,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,19,0,0,0,0,15,0,97,0,2,0.0,0,53,65,12,45,True,0
0,0,0,0,0.0,567,153,0,0,0.0,0.0,2019-12-08T16:30:00Z,0,4,0,0,0,0,16,0,233,2,2,0.0,0,69,98,29,45,False,0
0,0,0,0,0.0,567,170,0,0,0.0,0.0,2019-12-15T14:00:00Z,0,17,0,0,0,0,17,0,487,2,1,0.0,0,126,182,56,45,True,0
0,0,0,0,0.0,567,177,0,0,0.0,0.0,2019-12-21T15:00:00Z,0,14,0,0,0,0,18,0,704,2,1,0.0,0,78,174,96,45,False,0
0,0,0,0,0.0,567,190,0,0,0.0,0.0,2019-12-27T19:45:00Z,0,11,0,0,0,0,19,0,755,2,3,0.0,0,65,136,71,45,True,0
0,0,0,0,0.0,567,194,0,0,0.0,0.0,2019-12-29T16:30:00Z,0,10,0,0,0,0,20,0,853,0,1,0.0,0,62,128,66,45,False,0
0,0,0,0,0.0,567,209,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,18,0,0,0,0,21,0,969,1,2,0.0,0,50,182,132,45,False,0
0,0,0,0,0.0,567,220,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,13,0,0,0,0,22,0,1101,1,1,0.0,0,49,170,121,45,True,0
0,0,0,0,0.0,567,228,0,0,0.0,0.0,2020-01-18T15:00:00Z,0,16,0,0,0,0,23,0,1235,3,2,0.0,0,48,171,123,45,False,0
0,0,0,0,0.0,567,237,0,0,0.0,0.0,2020-01-23T20:00:00Z,0,10,0,0,0,0,24,0,1225,2,1,0.0,0,-40,56,96,45,True,0
0,0,0,0,0.0,567,246,0,0,0.0,0.0,2020-02-01T17:30:00Z,0,12,0,0,0,0,25,0,1226,0,0,0.0,0,-45,50,95,45,False,0
0,0,0,0,0.0,567,260,0,0,0.0,0.0,2020-02-14T20:00:00Z,0,9,0,0,0,0,26,0,1290,0,0,0.0,0,38,109,71,45,True,0
0,0,0,0,0.0,567,270,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,14,0,0,0,0,27,0,1307,0,3,0.0,0,-13,60,73,45,True,0
0,0,0,0,0.0,567,278,0,0,0.0,0.0,2020-03-01T14:00:00Z,0,17,0,0,0,0,28,0,1348,3,2,0.0,0,-11,47,58,45,False,0
0,0,0,0,0.0,567,290,0,0,0.0,0.0,2020-03-07T15:00:00Z,0,4,0,0,0,0,29,0,1309,0,0,0.0,0,-33,31,64,45,True,0
0,0,0,0,0.0,567,300,0,0,0.0,0.0,2020-06-20T16:30:00Z,0,19,0,0,0,0,39,0,1372,2,0,0.0,0,-8,129,137,45,False,0
0,0,0,0,0.0,567,310,0,0,0.0,0.0,2020-06-24T17:00:00Z,0,3,0,0,0,0,40,0,1402,0,1,0.0,0,-17,26,43,45,True,0
0,0,0,0,0.0,567,312,0,0,0.0,0.0,2020-06-27T11:30:00Z,0,2,0,0,0,0,41,0,1420,1,0,0.0,0,-4,35,39,45,False,0
0,0,0,0,0.0,567,330,0,0,0.0,0.0,2020-07-04T16:30:00Z,0,1,0,0,0,0,42,0,1429,2,0,0.0,0,-12,32,44,45,True,0
0,0,0,0,0.0,567,338,0,0,0.0,0.0,2020-07-08T17:00:00Z,0,15,0,0,0,0,43,0,1420,0,1,0.0,0,-25,17,42,45,False,0
0,0,0,0,0.0,567,350,0,0,0.0,0.0,2020-07-12T11:00:00Z,0,8,0,0,0,0,44,0,1424,0,3,0.0,0,-11,20,31,45,True,0
0,0,0,0,0.0,567,352,0,0,0.0,0.0,2020-07-15T17:00:00Z,0,5,0,0,0,0,45,0,1430,1,1,0.0,0,-2,31,33,45,False,0
0,0,0,0,0.0,567,370,0,0,0.0,0.0,2020-07-20T19:15:00Z,0,7,0,0,0,0,46,0,1443,0,2,0.0,0,4,26,22,45,True,0
0,0,0,0,0.0,567,373,0,0,0.0,0.0,2020-07-26T15:00:00Z,0,6,0,0,0,0,47,0,1499,0,2,0.0,0,6,52,46,45,False,0
