assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,170,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2024-08-18T15:30:00Z,0,False,13,0,0,0,0,1,0,10496,0,2,0,0.0,0,0,0,0,40,True,0
0,0,0,0,0.0,170,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,False,20,0,0,0,0,2,0,8337,0,6,2,0.0,0,-2062,0,2062,40,False,0
0,0,0,0,0.0,170,0.00,0.00,0.00,0.00,23,0,0,0.0,0.0,2024-09-01T12:30:00Z,0,False,7,0,0,0,0,3,0,7028,0,1,1,0.0,0,-1350,0,1350,40,True,0
0,0,0,0,0.0,170,0.00,0.00,0.00,0.00,32,0,0,0.0,0.0,2024-09-14T19:00:00Z,0,False,3,0,0,0,0,4,0,6036,0,1,0,0.0,0,-1019,0,1019,40,False,0
0,0,0,0,0.0,170,0.00,0.00,0.00,0.00,50,0,0,0.0,0.0,2024-09-21T11:30:00Z,0,False,19,0,0,0,0,5,0,5677,0,3,0,0.0,0,-404,0,404,40,False,0
0,0,0,0,0.0,170,0.00,0.00,0.00,0.00,54,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,5,0,0,0,0,6,0,5262,0,2,4,0.0,0,-410,0,410,40,True,0
0,0,0,0,0.0,170,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2024-10-06T13:00:00Z,0,False,16,0,0,0,0,7,0,4960,0,1,1,0.0,0,-309,0,309,40,True,0
0,0,0,0,0.0,170,0.00,0.00,0.00,0.00,74,0,0,0.0,0.0,2024-10-20T15:30:00Z,0,False,12,0,0,0,0,8,0,4713,0,1,2,0.0,0,-251,0,251,40,False,0
0,0,0,0,0.0,170,0.00,0.00,0.00,0.00,85,0,0,0.0,0.0,2024-10-27T14:00:00Z,0,False,15,0,0,0,0,9,0,4544,0,1,2,0.0,0,-170,0,170,40,True,0
0,0,0,0,0.0,170,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,False,14,0,0,0,0,10,0,4384,0,1,1,0.0,0,-163,0,163,40,False,0
0,0,0,0,0.0,170,0.00,0.00,0.00,0.00,103,0,0,0.0,0.0,2024-11-10T16:30:00Z,0,False,1,0,0,0,0,11,0,4252,0,1,1,0.0,0,-129,0,129,40,True,0
0,0,0,0,0.0,170,0.00,0.00,0.00,0.00,117,0,0,0.0,0.0,2024-11-23T12:30:00Z,0,False,11,0,0,0,0,12,0,4113,0,2,1,0.0,0,-147,0,147,40,False,0
0,0,0,0,0.0,170,0.00,0.00,0.00,0.00,123,0,0,0.0,0.0,2024-12-01T13:30:00Z,0,False,2,0,0,0,0,13,0,4011,0,0,3,0.0,0,-104,0,104,40,True,0
0,0,0,0,0.0,170,0.00,0.00,0.00,0.00,140,0,0,0.0,0.0,2024-12-04T19:30:00Z,0,False,17,0,0,0,0,14,0,3906,0,5,1,0.0,0,-100,0,100,40,False,0
0,0,0,0,0.0,170,0.00,0.00,0.00,0.00,149,0,0,0.0,0.0,2024-12-08T16:30:00Z,0,False,18,0,0,0,0,15,0,3836,0,4,3,0.0,0,-74,0,74,40,False,0
0,0,0,0,0.0,170,0.00,0.00,0.00,0.00,154,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,4,0,0,0,0,16,0,3714,0,1,2,0.0,0,-123,0,123,40,True,0
0,0,0,0,0.0,170,0.00,0.00,0.00,0.00,164,0,0,0.0,0.0,2024-12-22T14:00:00Z,0,False,8,0,0,0,0,17,0,3635,0,0,0,0.0,0,-81,0,81,40,False,0
0,0,0,0,0.0,170,0.00,0.00,0.00,0.00,174,0,0,0.0,0.0,2024-12-26T15:00:00Z,0,False,9,0,0,0,0,18,0,3508,0,2,1,0.0,0,-123,0,123,40,True,0
