assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,3,56,1,23.7,355,0.05,0.65,0.60,0.23,1,0,2,13.9,67.6,2023-08-11T19:00:00Z,79,6,0,0,0,0,1,0,7200159,1,3,0,48.0,13,0,0,0,140,False,0
0,0,1,1,11.8,355,0.02,0.45,0.43,0.29,16,0,0,6.3,3.2,2023-08-19T19:00:00Z,90,15,0,0,0,0,2,0,8231668,1,0,1,48.0,2,132944,161773,28829,140,True,0
0,0,14,0,12.9,355,0.01,1.94,1.93,0.73,30,1,1,14.4,34.2,2023-08-27T13:00:00Z,90,17,0,1,0,0,3,0,8571562,1,2,1,97.0,4,64397,91189,26792,140,False,0
1,3,90,0,23.4,355,0.10,1.68,1.58,1.45,39,1,3,19.8,119.4,2023-09-02T14:00:00Z,90,10,0,0,0,0,4,0,8787213,1,1,5,55.0,20,27163,53175,26012,140,True,0
0,0,15,0,14.5,355,0.03,2.59,2.56,0.94,49,1,1,17.4,41.2,2023-09-16T14:00:00Z,90,19,0,0,0,0,5,0,9070132,1,3,1,118.0,6,88573,102747,14174,141,False,0
0,0,24,1,3.3,355,0.01,0.70,0.69,1.03,59,0,1,5.9,32.4,2023-09-23T14:00:00Z,90,16,0,0,0,0,6,0,9176859,1,0,2,23.0,6,39924,50069,10145,141,True,0
0,0,7,0,12.6,355,0.03,0.09,0.06,0.44,70,2,0,4.6,6.0,2023-09-30T14:00:00Z,90,20,0,0,0,0,7,0,9241818,1,1,2,27.0,2,3265,28710,25445,141,False,0
0,0,11,0,21.8,355,0.17,0.17,0.00,0.41,71,1,0,3.8,7.8,2023-10-08T15:30:00Z,90,1,0,0,0,0,8,0,9008161,1,0,1,8.0,2,-236407,28394,264801,141,False,0
0,2,33,0,0.9,355,0.00,0.26,0.26,0.83,86,1,1,6.6,38.6,2023-10-21T14:00:00Z,90,5,0,0,0,0,9,0,8880074,1,1,2,26.0,8,-195755,40373,236128,140,True,0
1,3,63,1,12.8,355,0.47,2.51,2.04,1.03,98,0,2,20.8,89.2,2023-10-29T15:30:00Z,90,14,0,0,0,0,10,0,8540943,1,3,0,106.0,16,-351614,27851,379465,140,False,0
0,0,4,0,1.6,355,0.02,0.46,0.44,0.18,106,0,0,2.4,0.4,2023-11-04T15:00:00Z,45,3,0,0,0,0,11,0,8693052,1,1,6,22.0,1,86091,126514,40423,140,True,0
1,3,57,0,32.3,355,0.03,2.06,2.03,2.96,115,4,2,20.3,86.4,2023-11-12T16:30:00Z,90,7,0,0,0,0,12,0,8445429,1,4,4,84.0,16,-239590,44143,283733,140,False,0
0,1,25,0,1.0,355,0.01,0.74,0.73,0.56,126,1,1,10.8,36.4,2023-11-25T12:30:00Z,90,11,0,0,0,0,13,0,8444738,1,1,1,71.0,7,-32210,129906,162116,140,True,0
2,0,18,0,23.3,355,0.22,0.99,0.77,0.49,137,3,0,6.4,13.4,2023-12-03T16:30:00Z,90,18,0,0,0,0,14,0,8677883,1,3,3,27.0,7,178999,196809,17810,140,True,1
