assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,417,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2023-08-12T16:30:00Z,0,2,0,0,0,0,1,0,1621,0,1,5,0.0,0,0,0,0,45,True,0
0,0,0,0,0.0,417,0.00,0.00,0.00,0.00,16,0,0,0.0,0.0,2023-08-19T19:00:00Z,0,13,0,0,0,0,2,0,1239,0,0,1,0.0,0,-430,32,462,45,False,0
0,0,0,0,0.0,417,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2023-08-27T15:30:00Z,0,11,0,0,0,0,3,0,1100,0,2,1,0.0,0,-178,28,206,45,True,0
0,0,0,0,0.0,417,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2023-09-02T16:30:00Z,0,5,0,0,0,0,4,0,1031,0,1,3,0.0,0,-87,55,142,44,False,0
0,0,0,0,0.0,417,0.00,0.00,0.00,0.00,46,0,0,0.0,0.0,2023-09-16T16:30:00Z,0,4,0,0,0,0,5,0,979,0,0,1,0.0,0,-59,51,110,44,True,0
0,0,0,0,0.0,417,0.00,0.00,0.00,0.00,60,0,0,0.0,0.0,2023-09-24T15:30:00Z,0,17,0,0,0,0,6,0,955,0,8,0,0.0,0,-29,26,55,44,False,0
0,0,0,0,0.0,417,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,6,0,0,0,0,7,0,921,0,0,2,0.0,0,-34,20,54,44,True,0
0,0,0,0,0.0,417,0.00,0.00,0.00,0.00,79,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,19,0,0,0,0,8,0,904,0,2,2,0.0,0,-21,22,43,44,False,0
0,0,0,0,0.0,417,0.00,0.00,0.00,0.00,87,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,8,0,0,0,0,9,0,875,0,0,4,0.0,0,-29,24,53,44,True,0
0,0,0,0,0.0,417,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2023-10-28T16:30:00Z,0,20,0,0,0,0,10,0,868,0,2,2,0.0,0,-8,11,19,44,False,0
0,0,0,0,0.0,417,0.00,0.00,0.00,0.00,107,0,0,0.0,0.0,2023-11-04T17:30:00Z,0,1,0,0,0,0,11,0,989,0,0,1,0.0,0,63,88,25,44,True,0
0,0,3,0,0.0,417,0.00,0.00,0.00,0.17,113,0,0,0.0,0.2,2023-11-11T17:30:00Z,1,3,0,0,0,0,12,0,1216,0,0,2,0.0,1,169,224,55,44,False,0
0,0,0,0,0.0,417,0.00,0.00,0.00,0.00,127,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,7,0,0,0,0,13,0,1476,0,1,4,0.0,0,153,229,76,44,True,0
0,0,0,0,0.0,417,0.00,0.00,0.00,0.00,138,0,0,0.0,0.0,2023-12-02T20:00:00Z,0,14,0,0,0,0,14,0,1516,0,0,1,0.0,0,14,113,99,44,True,0
0,0,3,0,0.0,417,0.00,0.00,0.00,0.33,144,1,0,0.1,0.8,2023-12-07T19:30:00Z,1,9,0,0,0,0,15,0,1572,0,0,3,0.0,1,23,105,82,44,False,0
