assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,692,0.00,0.00,0.00,0.00,39,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,13,0,0,0,0,4,0,104,0,1,5,0.0,0,60,64,4,40,False,0
0,0,0,0,0.0,692,0.00,0.00,0.00,0.00,44,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,12,0,0,0,0,5,0,807,0,0,1,0.0,0,314,386,72,40,True,0
0,0,0,0,0.0,692,0.00,0.00,0.00,0.00,56,0,0,0.0,0.0,2023-09-23T14:00:00Z,0,8,0,0,0,0,6,0,937,0,0,0,0.0,0,79,169,90,40,False,0
0,0,0,0,0.0,692,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2023-10-02T19:00:00Z,0,7,0,0,0,0,7,0,1072,0,2,0,0.0,0,74,193,119,40,True,0
0,0,0,0,0.0,692,0.00,0.00,0.00,0.00,76,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,17,0,0,0,0,8,0,1314,0,1,3,0.0,0,136,239,103,40,True,0
0,0,0,0,0.0,692,0.00,0.00,0.00,0.00,90,0,0,0.0,0.0,2023-10-23T19:00:00Z,0,18,0,0,0,0,9,0,1434,0,0,2,0.0,0,48,146,98,40,False,0
0,0,0,0,0.0,692,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2023-10-29T14:00:00Z,0,5,0,0,0,0,10,0,1558,0,1,1,0.0,0,82,176,94,40,False,0
0,0,0,0,0.0,692,0.00,0.00,0.00,0.00,104,0,0,0.0,0.0,2023-11-04T12:30:00Z,0,14,0,0,0,0,11,0,1751,0,1,0,0.0,0,116,201,85,40,True,0
0,0,0,0,0.0,692,0.00,0.00,0.00,0.00,112,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,2,0,0,0,0,12,0,1791,0,1,3,0.0,0,21,101,80,40,False,0
0,0,0,0,0.0,692,0.00,0.00,0.00,0.00,124,0,0,0.0,0.0,2023-11-27T20:00:00Z,0,20,0,0,0,0,13,0,1968,0,2,3,0.0,0,77,182,105,40,True,0
