h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.126327,2.16287,0.126327,2.16287,"{'att': 425, 'def': 13}","{'att': 307, 'def': 14}",0,11,0,3,0.0587,l,2020-09-12 11:30:00,0,0,1,0,-2.036543
a,1.55503,1.45254,0.793862,0.691368,"{'att': 245, 'def': 26}","{'att': 259, 'def': 34}",4,5,3,4,1.4255,l,2020-09-19 14:00:00,0,0,1,0,0.10249399999999997
h,0.534675,2.03222,0.534675,2.03222,"{'att': 143, 'def': 24}","{'att': 307, 'def': 33}",5,10,0,3,0.36819999999999997,l,2020-09-28 17:00:00,0,0,1,0,-1.4975450000000001
a,0.969393,0.89359,0.969393,0.89359,"{'att': 297, 'def': 14}","{'att': 321, 'def': 22}",6,2,0,1,1.418,l,2020-10-04 13:00:00,0,0,1,0,0.07580299999999995
a,1.35611,1.66363,0.594945,0.902464,"{'att': 216, 'def': 17}","{'att': 349, 'def': 23}",1,1,1,1,1.0473,d,2020-10-18 11:00:00,0,1,0,1,-0.3075190000000001
h,1.05258,2.81049,1.05258,2.81049,"{'att': 181, 'def': 29}","{'att': 323, 'def': 15}",8,9,1,2,0.33120000000000005,l,2020-10-24 14:00:00,0,0,1,0,-1.75791
h,1.62247,0.482685,1.62247,0.482685,"{'att': 287, 'def': 23}","{'att': 187, 'def': 37}",4,3,2,0,2.3381,w,2020-11-02 17:30:00,1,0,0,3,1.139785
a,1.84922,1.42614,1.08806,1.42614,"{'att': 303, 'def': 8}","{'att': 222, 'def': 20}",5,6,0,1,1.7197,l,2020-11-07 20:00:00,0,0,1,0,-0.33807999999999994
h,1.87028,2.2508,1.10911,2.2508,"{'att': 286, 'def': 27}","{'att': 286, 'def': 21}",9,9,2,3,1.0824,l,2020-11-22 12:00:00,0,0,1,0,-1.1416899999999999
a,2.03719,1.27814,1.27602,1.27814,"{'att': 384, 'def': 22}","{'att': 136, 'def': 24}",7,9,2,1,1.9729,w,2020-11-30 17:30:00,1,0,0,3,-0.002120000000000122
