assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
0,23,0,0,0,14,0,1,16,0.0,0,0,2,0,0,110,0,3,0,1.9,5433,19.0,0,2017-11-05T14:15:00Z,05 Nov 14:15,0,0,90,0,0,11,0,0,0,0,6,0,11,3,287256,0,0,0,1,3,0.0,2,-12168,1152,13320,54,False,0,0
0,27,0,0,1,29,1,0,9,0.0,0,0,2,0,0,111,0,0,0,2.9,5999,29.4,0,2017-11-18T12:30:00Z,18 Nov 12:30,0,0,90,0,0,17,0,0,0,0,11,0,12,4,279687,0,0,0,0,2,0.0,8,-8972,1388,10360,54,True,0,0
0,20,0,0,0,26,1,2,14,0.0,0,0,2,0,0,130,0,0,0,1.1,6568,11.2,0,2017-11-26T14:00:00Z,26 Nov 14:00,0,0,90,0,0,4,0,0,0,0,10,0,13,2,282218,0,0,0,1,0,0.0,6,1099,4465,3366,54,False,0,0
0,28,0,0,0,25,1,2,26,0.0,0,0,2,0,0,135,0,0,0,1.7,7138,17.2,0,2017-11-29T19:45:00Z,29 Nov 19:45,0,0,90,0,0,8,0,0,0,0,8,0,14,2,285936,0,0,0,0,5,0.0,6,2433,5687,3254,54,True,0,0
0,16,0,0,0,13,0,1,13,0.0,0,0,2,0,0,141,0,3,0,1.9,7709,19.2,0,2017-12-02T17:30:00Z,02 Dec 17:30,0,0,90,0,0,12,0,0,0,0,11,0,15,2,285346,0,0,0,3,1,0.0,1,-2189,3400,5589,54,True,0,0
0,22,0,0,0,16,0,5,17,0.0,0,0,2,0,0,160,0,1,0,1.7,8283,17.4,0,2017-12-10T12:00:00Z,10 Dec 12:00,0,0,90,0,0,14,0,0,0,0,13,0,16,2,289513,0,0,0,1,1,0.0,2,1643,7814,6171,54,False,0,0
0,17,0,0,0,22,1,2,12,0.0,0,0,2,0,0,170,0,0,0,0.2,8860,1.6,0,2017-12-13T20:00:00Z,13 Dec 20:00,0,0,90,0,0,20,0,0,0,0,9,0,17,0,286816,0,0,0,0,0,0.0,6,-3549,1878,5427,54,False,0,0
0,24,0,0,0,26,1,0,19,0.0,0,0,2,0,0,171,0,0,0,1.8,9438,18.4,0,2017-12-16T15:00:00Z,16 Dec 15:00,0,0,90,0,0,13,0,0,0,0,12,0,18,2,289847,0,0,0,0,1,0.0,6,1922,5952,4030,54,True,0,0
0,29,0,0,0,21,0,1,14,0.0,0,0,2,1,0,181,0,3,0,4.1,10018,41.0,0,2017-12-22T19:45:00Z,22 Dec 19:45,0,0,90,0,0,10,0,0,0,0,19,0,19,6,286269,0,0,0,3,3,0.0,3,-5150,2368,7518,54,True,0,0
0,25,0,0,0,8,0,1,14,0.0,0,0,2,0,0,193,0,2,0,0.1,10603,1.0,0,2017-12-28T20:00:00Z,28 Dec 20:00,0,0,90,0,0,6,0,0,0,0,6,0,20,0,286234,0,0,0,3,2,0.0,1,-1103,2689,3792,54,False,0,0
0,24,0,0,0,10,0,2,18,0.0,0,0,2,0,1,210,0,1,0,1.2,11189,11.8,0,2017-12-31T16:30:00Z,31 Dec 16:30,0,0,90,0,0,19,0,0,0,0,9,0,21,2,284610,0,0,0,1,1,0.0,1,-2657,3685,6342,54,False,0,1
0,23,0,0,0,17,0,1,21,0.0,0,0,2,0,0,211,0,2,0,3.4,11715,34.4,0,2018-01-03T19:45:00Z,03 Jan 19:45,0,0,90,0,0,5,0,0,0,0,9,0,22,4,278241,0,0,0,2,2,0.0,2,-6680,1226,7906,54,True,0,0
0,28,0,0,0,13,0,0,9,0.0,0,0,2,1,0,221,0,2,0,1.7,12367,16.6,0,2018-01-14T13:30:00Z,14 Jan 13:30,0,0,90,0,0,2,0,0,0,0,12,0,23,3,278447,0,0,0,1,2,0.0,2,-1457,7523,8980,54,False,0,0
0,24,0,0,0,18,0,1,20,0.0,0,0,2,0,0,231,0,1,0,3.2,12965,32.2,0,2018-01-20T15:00:00Z,20 Jan 15:00,0,0,90,0,0,6,0,0,0,0,12,0,24,4,275975,0,0,0,1,4,0.0,3,-3251,4218,7469,54,True,0,0
0,17,0,0,0,8,0,1,14,0.0,0,0,2,1,0,242,0,3,0,1.0,13568,9.8,0,2018-01-30T19:45:00Z,30 Jan 19:45,0,0,90,0,0,16,0,0,0,0,10,0,25,1,285384,0,0,0,1,3,0.0,1,7817,13973,6156,54,False,0,0
0,17,0,0,0,8,0,2,6,0.0,0,0,2,0,0,251,0,1,0,0.0,14181,0.4,0,2018-02-03T17:30:00Z,03 Feb 17:30,0,0,69,0,0,7,0,0,0,0,5,0,26,0,276847,0,0,0,1,5,0.0,2,-8870,755,9625,54,True,0,0
0,39,0,0,0,24,0,1,20,0.0,1,0,2,0,0,269,0,1,0,4.3,14806,43.4,0,2018-02-10T12:30:00Z,10 Feb 12:30,0,0,90,0,0,17,0,0,0,0,17,0,27,6,257265,0,0,0,0,1,0.0,4,-19845,173,20018,54,False,0,0
0,34,0,0,0,12,0,0,21,0.0,0,0,2,0,0,271,0,3,0,2.0,15433,20.0,0,2018-03-01T19:45:00Z,01 Mar 19:45,0,0,90,0,0,11,0,0,0,0,8,0,28,2,255105,0,0,0,3,0,0.0,1,-3051,1057,4108,53,True,0,0
0,32,0,0,0,11,0,1,17,0.0,0,0,2,2,0,281,0,2,0,2.3,16063,22.6,0,2018-03-04T13:30:00Z,04 Mar 13:30,0,0,90,0,0,3,0,0,0,0,10,0,29,4,254897,0,0,0,1,2,0.0,2,-581,1506,2087,53,False,0,0
0,21,0,0,3,44,1,1,12,0.0,0,0,2,0,0,291,0,0,0,5.0,16696,50.2,0,2018-03-11T13:30:00Z,11 Mar 13:30,0,0,90,0,0,18,0,0,0,1,9,0,30,4,251105,0,0,0,0,3,0.0,15,-1005,1634,2639,53,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,2,0,0,311,0,0,0,0.0,17597,0.0,0,2018-04-01T12:30:00Z,01 Apr 13:30,0,0,0,0,0,15,0,0,0,0,0,0,32,0,264728,0,0,0,0,3,0.0,0,10839,14421,3582,53,True,0,0
0,14,0,0,0,20,0,2,9,0.0,0,0,2,0,0,321,0,2,0,3.3,18234,33.4,0,2018-04-08T13:15:00Z,08 Apr 14:15,0,0,90,0,0,14,0,0,0,0,10,0,33,5,267715,0,0,0,2,3,0.0,2,1949,7466,5517,53,True,0,0
0,28,0,0,0,12,0,0,22,0.0,0,0,2,0,0,336,0,2,0,1.6,18875,16.2,0,2018-04-15T12:30:00Z,15 Apr 13:30,0,0,90,0,0,13,0,0,0,0,8,0,34,2,260963,0,0,0,1,2,0.0,1,-5394,1400,6794,53,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,2,0,0,341,0,0,0,0.0,19752,0.0,0,2018-04-22T12:30:00Z,22 Apr 13:30,0,0,0,0,0,20,0,0,0,0,0,0,35,0,286064,0,0,0,1,4,0.0,0,12209,14569,2360,53,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,2,0,0,355,0,0,0,0.0,20159,0.0,0,2018-04-29T15:30:00Z,29 Apr 16:30,0,0,0,0,0,12,0,0,0,0,0,0,36,0,264754,0,0,0,1,2,0.0,0,-9827,519,10346,53,False,0,0
0,25,0,0,0,26,1,2,18,0.0,0,0,2,0,0,361,0,0,0,1.7,20805,17.2,0,2018-05-06T15:30:00Z,06 May 16:30,0,0,90,0,0,4,0,0,0,0,11,0,37,2,262253,0,0,0,0,5,0.0,6,-2673,2037,4710,53,True,0,0
0,30,0,0,0,25,0,0,21,0.0,0,0,2,0,0,304,0,3,0,4.8,20804,48.2,0,2018-05-09T18:45:00Z,09 May 19:45,0,0,90,0,0,9,0,0,0,0,10,0,37,7,262253,0,0,0,1,3,0.0,3,-2673,2037,4710,53,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,2,0,0,373,0,0,0,0.0,21823,0.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,0,0,0,8,0,0,0,0,0,0,38,0,263510,0,0,0,1,0,0.0,0,845,2534,1689,53,False,0,0
