assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,578,35,0,0,0.0,0.0,2021-09-13T19:00:00Z,0,8,0,0,0,0,4,0,1228,1,3,0.0,0,818,1492,674,60,False,0
0,0,6,0,15.3,578,43,0,0,4.5,10.8,2021-09-18T14:00:00Z,33,1,0,0,0,0,5,0,1374,1,0,19.0,1,46,377,331,60,True,0
0,0,17,0,0.9,578,57,1,1,5.6,32.0,2021-09-25T14:00:00Z,45,9,0,0,0,0,6,0,2214,2,2,23.0,5,532,911,379,60,False,1
0,0,0,0,0.0,578,62,0,0,0.0,0.0,2021-10-02T14:00:00Z,0,15,0,0,0,0,7,0,2917,0,0,0.0,0,625,1593,968,60,True,0
0,0,-2,0,1.1,578,76,1,0,3.2,7.4,2021-10-16T14:00:00Z,55,12,0,0,0,0,8,0,2952,0,2,23.0,1,-10,566,576,60,False,0
0,3,42,0,15.0,578,89,2,2,11.1,69.8,2021-10-23T14:00:00Z,77,16,0,0,0,0,9,0,4196,2,2,26.0,15,979,1360,381,60,False,0
0,2,29,1,16.0,578,92,0,1,6.1,37.8,2021-10-30T14:00:00Z,67,3,0,0,0,0,10,0,41651,1,3,7.0,10,33290,36827,3537,60,True,0
0,0,3,0,11.7,578,104,1,0,4.1,6.4,2021-11-06T15:00:00Z,87,6,0,0,0,0,11,0,90137,1,1,23.0,1,45674,54134,8460,60,False,1
0,0,26,0,16.2,578,112,3,1,7.9,44.2,2021-11-20T15:00:00Z,83,7,0,0,0,0,12,0,158709,3,3,19.0,7,63121,75802,12681,61,True,0
0,0,2,1,10.2,578,137,0,0,1.3,0.0,2021-12-01T19:30:00Z,84,20,0,0,0,0,14,0,252284,0,0,4.0,3,22129,34388,12259,61,False,0
0,0,2,0,4.3,578,145,0,0,3.0,0.0,2021-12-04T15:00:00Z,31,14,0,0,0,0,15,0,276838,0,1,26.0,1,23334,42699,19365,61,False,0
0,0,0,0,0.0,578,154,0,0,0.0,0.0,2021-12-12T14:00:00Z,0,19,0,0,0,0,16,0,161925,0,0,0.0,0,-109017,1368,110385,61,True,0
0,0,0,0,0.0,578,198,0,0,0.0,0.0,2021-12-30T20:15:00Z,0,13,0,0,0,0,20,0,60614,1,3,0.0,0,-7208,173,7381,59,False,0
0,0,17,0,1.5,578,206,2,1,5.7,31.0,2022-01-02T14:00:00Z,45,10,0,0,0,0,21,0,53135,1,3,24.0,6,-8211,580,8791,59,False,0
