assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,14,0,0.0,170,4,1,0,2.0,19.6,2021-08-14T14:00:00Z,90,16,0,0,0,0,1,2,446969,1,3,0.0,2,0,0,0,50,True,0
0,0,12,0,0.0,170,14,2,0,1.0,10.0,2021-08-21T14:00:00Z,90,10,0,0,0,0,2,2,502827,2,2,0.0,1,-11798,20466,32264,50,False,0
0,0,23,1,10.0,170,22,0,0,2.9,18.6,2021-08-28T14:00:00Z,90,4,0,0,0,0,3,3,493892,2,0,0.0,6,-26621,16745,43366,50,False,1
0,0,19,0,0.0,170,35,1,0,2.9,29.4,2021-09-13T19:00:00Z,90,5,0,0,0,0,4,5,603366,1,3,0.0,3,73210,143497,70287,50,True,0
0,0,0,0,0.0,170,41,0,0,0.0,0.0,2021-09-18T16:30:00Z,0,2,0,0,0,0,5,0,577123,0,3,0.0,0,-30010,22838,52848,50,False,0
0,0,23,1,3.0,170,55,0,0,1.4,11.2,2021-09-25T14:00:00Z,90,15,0,0,0,0,6,2,443057,0,2,0.0,6,-134885,10950,145835,50,True,0
0,0,18,0,0.0,170,67,1,0,2.9,29.4,2021-10-02T11:30:00Z,90,13,0,0,0,0,7,5,432261,1,1,0.0,3,-19047,7239,26286,50,False,0
0,0,17,0,0.0,170,74,1,0,2.9,29.4,2021-10-17T13:00:00Z,90,19,0,0,0,0,8,3,433202,1,0,0.0,3,-5449,11219,16668,50,True,0
0,0,13,0,0.0,170,86,5,0,2.3,23.0,2021-10-23T14:00:00Z,90,18,0,0,0,0,9,3,447989,5,2,0.0,1,8864,21365,12501,50,True,0
0,0,13,0,0.0,170,100,2,0,1.5,14.8,2021-11-01T20:00:00Z,90,20,0,0,0,0,10,2,426436,1,2,0.0,1,-21302,5465,26767,50,False,0
0,0,20,1,0.0,170,106,0,0,0.2,2.2,2021-11-07T14:00:00Z,90,17,0,0,0,0,11,0,411471,0,0,0.0,6,-17360,2009,19369,50,True,0
0,0,16,0,0.0,170,115,3,0,2.6,25.8,2021-11-21T14:00:00Z,90,12,0,0,0,0,12,4,399112,0,3,0.0,2,-15166,3131,18297,50,False,0
0,0,16,0,0.0,170,122,1,0,2.3,22.6,2021-11-28T14:00:00Z,90,3,0,0,0,0,13,3,394101,0,1,0.0,3,-6759,2268,9027,50,False,0
0,0,15,0,0.0,170,132,4,0,1.9,18.8,2021-12-01T20:15:00Z,90,11,0,0,0,0,14,3,384835,4,1,0.0,1,-10098,878,10976,50,True,0
0,0,12,0,0.0,170,142,1,0,1.5,15.4,2021-12-06T20:00:00Z,90,1,0,0,0,0,15,2,376571,1,2,0.0,2,-9081,1362,10443,49,True,0
0,0,15,0,0.0,170,156,3,0,3.1,31.2,2021-12-12T16:30:00Z,90,7,0,0,0,0,16,3,374809,1,3,0.0,2,-3025,4917,7942,49,False,0
0,3,28,0,0.0,170,168,1,0,6.6,66.0,2021-12-16T19:45:00Z,90,6,0,0,0,0,17,9,367782,1,1,0.0,8,-7492,1341,8833,49,False,0
0,0,15,0,0.0,170,205,3,0,1.8,17.8,2022-01-02T14:00:00Z,90,4,0,0,0,0,21,2,499596,3,2,0.0,1,50811,64197,13386,49,True,0
