h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.321701,1.18709,0.321701,1.18709,"{'att': 355, 'def': 5}","{'att': 277, 'def': 42}",3,14,0,3,0.5141,l,2021-08-14 14:00:00,0,0,1,0,-0.865389
h,0.606313,0.712439,0.606313,0.712439,"{'att': 184, 'def': 20}","{'att': 237, 'def': 29}",5,6,0,0,1.2139,d,2021-08-21 14:00:00,0,1,0,1,-0.10612600000000005
a,1.67658,1.44748,1.67658,1.44748,"{'att': 169, 'def': 19}","{'att': 302, 'def': 27}",6,11,2,2,1.5829,d,2021-08-28 14:00:00,0,1,0,1,0.22909999999999986
h,2.89372,0.0775646,2.13255,0.0775646,"{'att': 169, 'def': 28}","{'att': 268, 'def': 21}",7,1,3,0,2.9736,w,2021-09-11 11:30:00,1,0,0,3,2.0549854
a,0.644168,2.76793,0.644168,2.76793,"{'att': 244, 'def': 12}","{'att': 155, 'def': 30}",8,8,0,3,0.1891,l,2021-09-18 14:00:00,0,0,1,0,-2.1237619999999997
h,1.36836,0.649566,0.607196,0.649566,"{'att': 365, 'def': 21}","{'att': 254, 'def': 23}",4,5,1,1,2.0753,d,2021-09-27 19:00:00,0,1,0,1,-0.04237000000000002
h,1.1703,1.04322,1.1703,1.04322,"{'att': 204, 'def': 30}","{'att': 317, 'def': 34}",13,1,2,2,1.4123999999999999,d,2021-10-03 13:00:00,0,1,0,1,0.12707999999999986
a,0.492239,1.7436,0.492239,1.7436,"{'att': 278, 'def': 13}","{'att': 321, 'def': 19}",3,10,2,2,0.40990000000000004,d,2021-10-18 19:00:00,0,1,0,1,-1.2513610000000002
h,2.25588,0.721813,2.25588,0.721813,"{'att': 87, 'def': 17}","{'att': 385, 'def': 15}",9,4,1,1,2.4970999999999997,d,2021-10-23 14:00:00,0,1,0,1,1.5340669999999998
a,1.05029,0.65739,1.05029,0.65739,"{'att': 317, 'def': 19}","{'att': 180, 'def': 25}",5,12,2,0,1.7303,w,2021-10-30 14:00:00,1,0,0,3,0.3928999999999999
h,2.65161,0.25416,2.65161,0.25416,"{'att': 199, 'def': 31}","{'att': 337, 'def': 21}",10,2,2,0,2.8632,w,2021-11-06 15:00:00,1,0,0,3,2.3974499999999996
a,1.74839,1.04224,1.74839,1.04224,"{'att': 143, 'def': 8}","{'att': 271, 'def': 23}",9,5,3,3,1.8903,d,2021-11-20 15:00:00,0,1,0,1,0.70615
h,0.962129,0.454305,0.962129,0.454305,"{'att': 181, 'def': 20}","{'att': 342, 'def': 13}",5,6,1,2,1.8546999999999998,l,2021-11-27 15:00:00,0,0,1,0,0.507824
a,0.707328,1.9818,0.707328,1.22063,"{'att': 278, 'def': 22}","{'att': 146, 'def': 38}",4,5,0,1,0.3847,l,2021-11-30 20:15:00,0,0,1,0,-0.5133020000000001
a,0.520593,0.870376,0.520593,0.870376,"{'att': 223, 'def': 15}","{'att': 189, 'def': 27}",3,13,0,1,0.9988,l,2021-12-05 14:00:00,0,0,1,0,-0.34978300000000007
h,2.09864,1.27556,2.09864,1.27556,"{'att': 130, 'def': 16}","{'att': 298, 'def': 31}",8,5,3,1,1.996,w,2021-12-12 16:30:00,1,0,0,3,0.82308
h,1.49244,0.625183,1.49244,0.625183,"{'att': 128, 'def': 24}","{'att': 248, 'def': 39}",4,2,2,2,2.1068,d,2021-12-15 19:30:00,0,1,0,1,0.867257
a,0.178324,2.82148,0.178324,2.82148,"{'att': 350, 'def': 25}","{'att': 238, 'def': 42}",2,15,0,3,0.0596,l,2021-12-26 15:00:00,0,0,1,0,-2.6431560000000003
h,2.38978,0.594134,1.62862,0.594134,"{'att': 207, 'def': 19}","{'att': 234, 'def': 21}",8,5,3,0,2.6129,w,2021-12-28 15:00:00,1,0,0,3,1.0344859999999998
h,2.69204,2.23146,2.69204,1.47029,"{'att': 153, 'def': 15}","{'att': 334, 'def': 34}",11,4,2,3,1.6874,l,2022-01-01 17:30:00,0,0,1,0,1.22175
a,0.509681,2.18053,0.509681,1.41937,"{'att': 295, 'def': 12}","{'att': 149, 'def': 28}",4,11,1,1,0.23170000000000002,d,2022-01-14 20:00:00,0,1,0,1,-0.909689
h,1.62615,1.49697,1.62615,0.735802,"{'att': 294, 'def': 27}","{'att': 285, 'def': 21}",5,11,1,3,1.4757,l,2022-01-23 14:00:00,0,0,1,0,0.890348
a,1.22883,0.296411,0.467662,0.296411,"{'att': 125, 'def': 27}","{'att': 403, 'def': 23}",3,2,1,1,2.3404000000000003,d,2022-02-09 19:45:00,0,1,0,1,0.17125100000000004
a,0.49802,1.97576,0.49802,1.97576,"{'att': 171, 'def': 30}","{'att': 227, 'def': 25}",5,7,0,0,0.2835,d,2022-02-12 15:00:00,0,1,0,1,-1.4777399999999998
h,0.624023,1.12339,0.624023,1.12339,"{'att': 290, 'def': 20}","{'att': 188, 'def': 33}",3,7,0,1,0.8432,l,2022-02-19 15:00:00,0,0,1,0,-0.4993670000000001
a,0.818403,1.71917,0.818403,1.71917,"{'att': 273, 'def': 25}","{'att': 348, 'def': 13}",2,4,4,1,0.5962999999999999,w,2022-02-23 19:30:00,1,0,0,3,-0.9007670000000001
h,1.03765,0.255988,1.03765,0.255988,"{'att': 173, 'def': 8}","{'att': 275, 'def': 33}",7,2,1,1,2.1414,d,2022-02-26 15:00:00,0,1,0,1,0.781662
a,2.53759,0.710865,1.77642,0.710865,"{'att': 296, 'def': 20}","{'att': 159, 'def': 33}",9,8,2,0,2.7151,w,2022-03-05 15:00:00,1,0,0,3,1.0655550000000003
h,0.474002,2.04021,0.474002,2.04021,"{'att': 356, 'def': 11}","{'att': 133, 'def': 31}",6,14,0,0,0.2973,d,2022-03-14 20:00:00,0,1,0,1,-1.566208
h,1.39707,1.05199,0.635906,1.05199,"{'att': 358, 'def': 16}","{'att': 150, 'def': 27}",1,8,3,0,1.6827,w,2022-04-04 19:00:00,1,0,0,3,-0.416084
