h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.931067,0.455695,0.931067,0.455695,"{'att': 311, 'def': 14}","{'att': 301, 'def': 17}",3,5,2,2,1.8173,d,2022-08-07 13:00:00,0,1,0,1,0.47537199999999996
h,1.38785,0.896038,1.38785,0.896038,"{'att': 204, 'def': 10}","{'att': 87, 'def': 13}",3,11,4,0,1.7733999999999999,w,2022-08-13 16:30:00,1,0,0,3,0.491812
a,1.59352,2.89934,1.59352,2.89934,"{'att': 145, 'def': 13}","{'att': 231, 'def': 24}",8,7,2,3,0.5215,l,2022-08-20 14:00:00,0,0,1,0,-1.30582
h,2.28391,1.65465,2.28391,1.65465,"{'att': 207, 'def': 18}","{'att': 261, 'def': 15}",9,7,1,1,1.8569,d,2022-08-27 14:00:00,0,1,0,1,0.6292600000000002
a,1.61808,0.777363,1.61808,0.777363,"{'att': 275, 'def': 19}","{'att': 273, 'def': 21}",8,1,1,1,2.0356,d,2022-08-30 18:30:00,0,1,0,1,0.8407169999999999
h,2.7485,1.796,1.98734,1.796,"{'att': 201, 'def': 30}","{'att': 104, 'def': 31}",5,9,5,2,2.0549,w,2022-09-03 14:00:00,1,0,0,3,0.19134000000000007
h,0.54011,1.32021,0.54011,1.32021,"{'att': 277, 'def': 24}","{'att': 181, 'def': 18}",3,9,0,3,0.7047,l,2022-09-18 11:00:00,0,0,1,0,-0.7801000000000001
a,1.046,0.758128,1.046,0.758128,"{'att': 191, 'def': 25}","{'att': 305, 'def': 16}",9,6,0,0,1.6037,d,2022-10-01 14:00:00,0,1,0,1,0.287872
a,1.13466,2.44631,0.373493,2.44631,"{'att': 183, 'def': 20}","{'att': 170, 'def': 22}",4,9,1,5,0.4125,l,2022-10-08 14:00:00,0,0,1,0,-2.072817
h,1.90636,2.15668,1.1452,2.15668,"{'att': 260, 'def': 20}","{'att': 99, 'def': 25}",8,14,2,0,1.194,w,2022-10-14 19:00:00,1,0,0,3,-1.0114800000000002
h,1.45228,0.557405,1.45228,0.557405,"{'att': 284, 'def': 17}","{'att': 147, 'def': 14}",7,14,0,0,2.201,d,2022-10-19 18:30:00,0,1,0,1,0.894875
a,1.00462,3.45617,1.00462,2.695,"{'att': 162, 'def': 22}","{'att': 208, 'def': 29}",3,9,0,4,0.1311,l,2022-10-23 13:00:00,0,0,1,0,-1.6903799999999998
h,1.29257,0.557605,1.29257,0.557605,"{'att': 146, 'def': 25}","{'att': 229, 'def': 18}",6,2,1,1,2.0292,d,2022-10-29 14:00:00,0,1,0,1,0.734965
a,1.2204,1.29696,0.459234,1.29696,"{'att': 187, 'def': 14}","{'att': 276, 'def': 17}",6,10,2,2,1.3210000000000002,d,2022-11-05 15:00:00,0,1,0,1,-0.837726
a,3.29012,1.605,3.29012,1.605,"{'att': 214, 'def': 13}","{'att': 63, 'def': 15}",6,26,2,1,2.4331,w,2022-11-12 12:30:00,1,0,0,3,1.68512
h,2.25263,0.883787,2.25263,0.883787,"{'att': 278, 'def': 24}","{'att': 141, 'def': 16}",7,5,2,2,2.4435,d,2022-12-26 12:30:00,0,1,0,1,1.368843
a,1.51436,1.13979,1.51436,1.13979,"{'att': 274, 'def': 9}","{'att': 200, 'def': 20}",7,5,2,0,1.723,w,2022-12-30 19:45:00,1,0,0,3,0.37456999999999985
h,2.0991,2.10461,2.0991,2.10461,"{'att': 274, 'def': 17}","{'att': 86, 'def': 18}",0,19,3,1,1.3942,w,2023-01-02 17:30:00,1,0,0,3,-0.005510000000000126
h,1.29815,0.269283,0.536983,0.269283,"{'att': 221, 'def': 17}","{'att': 213, 'def': 21}",3,2,2,0,2.4158999999999997,w,2023-01-14 17:30:00,1,0,0,3,0.2677
