assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,544,27,0,0,0.0,0.0,2020-09-26T16:30:00Z,0,5,0,0,0,0,3,0,329,3,3,0.0,0,211,287,76,55,True,0
0,0,0,0,0.0,544,37,0,0,0.0,0.0,2020-10-04T11:00:00Z,0,16,0,0,0,0,4,0,646,0,2,0.0,0,157,268,111,55,False,0
0,0,10,1,22.5,544,48,0,0,3.9,13.8,2020-10-19T16:30:00Z,90,4,0,0,0,0,5,0,793,0,0,3.0,3,-43,143,186,55,True,0
0,0,9,0,2.9,544,51,1,0,2.8,17.2,2020-10-26T17:30:00Z,90,3,0,0,0,0,6,0,916,1,1,8.0,2,8,116,108,55,False,0
0,0,2,0,15.3,544,61,2,0,3.7,22.0,2020-11-02T17:30:00Z,90,8,0,0,0,0,7,0,1103,0,2,0.0,1,93,181,88,55,False,1
0,0,6,0,1.8,544,77,1,0,3.0,7.6,2020-11-08T12:00:00Z,90,17,0,0,0,0,8,0,1102,1,0,21.0,2,-75,88,163,55,True,0
0,0,16,0,48.9,544,84,1,0,7.4,23.2,2020-11-21T20:00:00Z,90,13,0,0,0,0,9,0,1349,0,1,2.0,1,81,238,157,55,False,1
0,2,32,1,2.8,544,97,0,1,7.5,38.0,2020-11-28T20:00:00Z,90,15,0,0,0,0,10,0,1871,0,1,34.0,10,389,557,168,55,True,0
0,1,32,0,8.8,544,107,5,1,7.0,42.4,2020-12-06T12:00:00Z,90,6,0,0,0,0,11,0,4015,5,1,19.0,7,1694,2137,443,55,True,1
0,0,13,0,5.6,544,116,1,0,4.8,3.2,2020-12-12T15:00:00Z,79,14,0,0,0,0,12,0,8649,1,2,39.0,2,4336,5285,949,55,False,0
0,0,3,0,1.1,544,128,1,0,0.4,2.0,2020-12-15T20:00:00Z,90,12,0,0,0,0,13,0,10195,1,1,1.0,1,1455,3020,1565,55,False,1
0,0,9,0,2.0,544,138,3,0,1.4,11.8,2020-12-20T19:15:00Z,90,2,0,0,0,0,14,0,10434,3,0,0.0,2,100,2044,1944,55,True,0
0,0,10,0,1.7,544,144,1,0,1.9,17.4,2020-12-27T16:30:00Z,90,11,0,0,0,0,15,0,9783,1,1,0.0,2,-900,1059,1959,55,False,0
