assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2023-08-11T19:00:00Z,0,13,0,0,0,0,1,0,16245,0,3,0,0.0,0,0,0,0,45,True,0
0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,25,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,2,0,0,0,0,3,0,14677,0,3,1,0.0,0,-2094,481,2575,45,True,0
0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,34,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,18,0,0,0,0,4,0,13473,0,5,2,0.0,0,-1480,469,1949,44,True,0
0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,47,0,0,0.0,0.0,2023-09-18T18:45:00Z,0,16,0,0,0,0,5,0,13053,0,1,1,0.0,0,-762,714,1476,44,False,0
0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,54,0,0,0.0,0.0,2023-09-23T19:00:00Z,0,14,0,0,0,0,6,0,12686,0,1,0,0.0,0,-457,363,820,44,True,0
0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,15,0,0,0,0,7,0,12157,0,0,2,0.0,0,-599,468,1067,44,False,0
0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,15,0,0,0.0,0.0,2023-10-03T18:30:00Z,0,12,0,0,0,0,7,0,12157,0,2,1,0.0,0,-599,468,1067,44,False,0
0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,7,0,0,0,0,8,0,11769,0,4,1,0.0,0,-479,343,822,44,True,0
0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,83,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,4,0,0,0,0,9,0,11555,0,0,3,0.0,0,-281,369,650,44,False,0
0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2023-10-28T14:00:00Z,0,3,0,0,0,0,10,0,11263,0,1,2,0.0,0,-310,314,624,44,False,0
0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,102,0,0,0.0,0.0,2023-11-04T15:00:00Z,0,8,0,0,0,0,11,0,25144,0,2,0,0.0,0,10850,12813,1963,43,True,0
0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,111,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,1,0,0,0,0,12,0,25967,0,1,3,0.0,0,1731,5221,3490,43,False,0
0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,122,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,19,0,0,0,0,13,0,27532,0,2,1,0.0,0,1687,4703,3016,43,True,0
0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,134,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,17,0,0,0,0,14,0,27206,0,0,5,0.0,0,-277,1661,1938,43,True,0
0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,149,0,0,0.0,0.0,2023-12-05T19:30:00Z,0,20,0,0,0,0,15,0,27375,0,0,1,0.0,0,52,1407,1355,43,False,0
0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,152,0,0,0.0,0.0,2023-12-09T15:00:00Z,0,5,0,0,0,0,16,0,26785,0,1,1,0.0,0,-661,1041,1702,43,False,0
0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,164,0,0,0.0,0.0,2023-12-16T17:30:00Z,0,9,0,0,0,0,17,0,24920,0,2,0,0.0,0,-1802,633,2435,43,True,0
0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,173,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,10,0,0,0,0,18,0,23227,0,2,0,0.0,0,-1727,189,1916,43,False,0
0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,185,0,0,0.0,0.0,2023-12-26T17:30:00Z,0,11,0,0,0,0,19,0,22799,0,2,0,0.0,0,-673,256,929,43,True,0
0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,191,0,0,0.0,0.0,2023-12-30T15:00:00Z,0,2,0,0,0,0,20,0,21750,0,2,3,0.0,0,-1060,201,1261,43,False,0
0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,205,0,0,0.0,0.0,2024-01-12T19:45:00Z,0,12,0,0,0,0,21,0,19615,0,1,1,0.0,0,-2085,223,2308,43,True,0
0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,220,0,0,0.0,0.0,2024-01-31T19:30:00Z,0,13,0,0,0,0,22,0,20708,0,1,3,0.0,0,642,2076,1434,42,False,0
0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,225,0,0,0.0,0.0,2024-02-03T15:00:00Z,0,10,0,0,0,0,23,0,22037,0,2,2,0.0,0,1251,1916,665,42,True,0
0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,234,0,0,0.0,0.0,2024-02-10T15:00:00Z,0,11,0,0,0,0,24,0,25231,0,1,3,0.0,0,2871,4351,1480,42,False,0
