assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,3,0,6.0,441,2,0,0,1.0,4.0,2019-08-10T14:00:00Z,12,3,0,0,0,0,1,0,8298,1,1,0.0,1,0,0,0,55,False,0
0,0,2,1,13.4,441,18,0,0,3.0,6.4,2019-08-18T13:00:00Z,61,7,0,0,0,0,2,0,8156,0,1,10.0,2,-973,172,1145,55,True,1
0,0,12,0,20.1,441,27,2,0,3.5,11.0,2019-08-24T14:00:00Z,90,9,0,0,0,0,3,0,7986,2,1,4.0,2,-603,638,1241,55,True,0
0,0,3,0,14.1,441,33,2,0,2.8,11.2,2019-08-31T14:00:00Z,78,6,0,0,0,0,4,0,7463,2,2,3.0,2,-780,248,1028,54,False,0
0,0,0,0,0.0,441,47,0,0,0.0,0.0,2019-09-14T14:00:00Z,0,16,0,0,0,0,5,0,7389,1,0,0.0,0,-321,489,810,54,True,0
0,0,0,0,0.0,441,55,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,8,0,0,0,0,6,0,6707,2,0,0.0,0,-730,77,807,54,False,0
0,0,0,0,0.0,441,68,0,0,0.0,0.0,2019-09-28T11:30:00Z,0,10,0,0,0,0,7,0,6135,1,0,0.0,0,-664,94,758,53,True,0
0,0,0,0,0.0,441,79,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,18,0,0,0,0,8,0,5709,0,0,0.0,0,-482,90,572,53,False,0
0,0,4,0,0.3,441,88,0,0,0.4,3.2,2019-10-21T19:00:00Z,12,1,0,0,0,0,9,0,5435,0,1,0.0,1,-322,50,372,52,True,0
0,0,0,0,0.0,441,100,0,0,0.0,0.0,2019-10-26T14:00:00Z,0,19,0,0,0,0,10,0,5332,1,1,0.0,0,-144,59,203,52,False,0
0,0,0,0,0.0,441,108,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,5,0,0,0,0,11,0,5120,0,3,0.0,0,-244,52,296,52,True,0
0,0,2,0,0.0,441,119,0,0,0.1,1.0,2019-11-09T15:00:00Z,1,17,0,0,0,0,12,0,5025,1,1,0.0,1,-144,72,216,52,False,0
0,0,0,0,0.0,441,128,0,0,0.0,0.0,2019-11-24T16:30:00Z,0,12,0,0,0,0,13,0,5000,3,3,0.0,0,-87,111,198,52,True,0
0,0,2,0,0.0,441,140,0,0,0.1,1.0,2019-12-01T14:00:00Z,1,20,0,0,0,0,14,0,4972,1,1,0.0,1,-72,99,171,52,False,0
0,0,0,0,15.3,441,145,0,0,1.9,3.6,2019-12-05T19:30:00Z,15,13,0,0,0,0,15,0,4956,2,0,0.0,0,-36,84,120,52,True,1
0,0,0,0,0.0,441,157,0,0,0.0,0.0,2019-12-08T14:00:00Z,0,14,0,0,0,0,16,0,4895,2,1,0.0,0,-85,67,152,51,False,0
0,0,0,0,0.0,441,168,0,0,0.0,0.0,2019-12-14T15:00:00Z,0,2,0,0,0,0,17,0,4906,0,2,0.0,0,-36,98,134,51,True,0
0,0,4,0,5.9,441,173,0,0,0.8,2.2,2019-12-21T15:00:00Z,52,4,0,0,0,0,18,0,4976,1,0,0.0,1,-3,190,193,51,False,0
0,0,0,0,0.0,441,188,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,18,0,0,0,0,19,0,5023,1,1,0.0,0,19,156,137,51,True,0
0,0,0,0,0.0,441,195,0,0,0.0,0.0,2019-12-29T18:00:00Z,0,11,0,0,0,0,20,0,4968,0,2,0.0,0,-72,69,141,51,False,0
0,0,0,0,0.0,441,204,0,0,0.0,0.0,2020-01-02T20:00:00Z,0,10,0,0,0,0,21,0,4954,0,2,0.0,0,-64,103,167,51,False,0
0,0,0,0,0.0,441,218,0,0,0.0,0.0,2020-01-10T20:00:00Z,0,19,0,0,0,0,22,0,4949,0,1,0.0,0,-50,119,169,51,True,0
0,0,0,0,0.0,441,221,0,0,0.0,0.0,2020-01-18T15:00:00Z,0,1,0,0,0,0,23,0,4953,1,1,0.0,0,-42,130,172,51,False,0
0,0,0,0,0.0,441,236,0,0,0.0,0.0,2020-01-21T19:30:00Z,0,11,0,0,0,0,24,0,4949,1,0,0.0,0,-27,74,101,51,True,0
0,0,0,0,0.0,441,243,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,7,0,0,0,0,25,0,4940,1,0,0.0,0,-45,110,155,51,False,0
