assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,15,0,0.0,572,46,1,0,2.3,14.6,2020-10-18T11:00:00Z,90,15,0,0,0,0,5,0,304,1,1,8.0,2,140,180,40,45,False,0
0,0,11,0,1.1,572,53,2,0,1.7,15.6,2020-10-24T14:00:00Z,90,6,0,0,0,0,6,0,1024,2,1,0.0,1,484,647,163,45,True,0
0,0,21,1,0.4,572,61,0,0,1.7,12.2,2020-11-02T17:30:00Z,90,18,0,0,0,0,7,0,1324,0,2,4.0,6,188,329,141,45,True,0
0,0,12,0,0.3,572,78,1,0,3.5,16.4,2020-11-07T20:00:00Z,90,19,0,0,0,0,8,0,1586,0,1,18.0,2,150,331,181,45,False,0
0,0,15,0,1.3,572,81,3,0,2.1,20.0,2020-11-22T12:00:00Z,90,7,0,0,0,0,9,0,1745,3,2,0.0,1,-4,233,237,45,True,0
0,0,11,0,0.0,572,94,1,0,3.2,32.0,2020-11-30T17:30:00Z,90,9,0,0,0,0,10,0,1801,2,1,0.0,1,-35,126,161,45,False,1
0,0,13,0,0.3,572,104,2,0,2.5,17.4,2020-12-05T15:00:00Z,90,12,0,0,0,0,11,0,1920,0,2,7.0,1,33,185,152,45,False,0
0,0,12,0,10.3,572,112,1,0,4.6,27.6,2020-12-13T16:30:00Z,90,11,0,0,0,0,12,0,1985,1,1,8.0,2,-29,142,171,45,True,0
0,3,31,1,0.7,572,121,0,0,2.3,11.0,2020-12-16T20:00:00Z,90,3,0,0,0,0,13,0,2372,0,0,11.0,9,264,374,110,45,True,0
1,2,27,0,11.1,572,135,1,0,4.7,26.0,2020-12-19T20:00:00Z,90,14,0,0,0,0,14,0,4943,1,1,10.0,7,2294,2674,380,45,False,0
0,0,20,1,0.6,572,141,0,0,1.0,9.4,2020-12-26T15:00:00Z,90,16,0,0,0,0,15,0,11187,0,0,0.0,6,5404,6783,1379,45,True,0
0,0,17,0,0.8,572,157,1,0,3.5,27.8,2021-01-13T20:15:00Z,90,17,0,0,0,0,18,0,36211,1,1,6.0,2,7725,14791,7066,45,False,0
0,0,15,0,0.3,572,181,1,0,3.7,36.6,2021-01-16T17:30:00Z,90,5,0,0,0,0,19,0,37469,1,0,0.0,2,6894,11420,4526,45,True,0
0,0,16,0,0.5,572,171,2,0,5.0,32.2,2021-01-20T20:15:00Z,90,13,0,0,0,0,19,0,37469,2,1,17.0,1,6894,11420,4526,45,True,0
0,0,23,1,0.5,572,189,0,0,1.3,12.0,2021-01-27T19:30:00Z,90,3,0,0,0,0,20,0,32626,0,0,0.0,6,-2568,2029,4597,45,False,0
0,0,13,0,0.8,572,207,2,0,1.6,13.2,2021-01-30T15:00:00Z,90,18,0,0,0,0,21,0,33583,2,2,2.0,1,642,2887,2245,45,False,0
0,0,16,0,1.8,572,211,2,0,7.0,33.6,2021-02-03T18:00:00Z,90,9,0,0,0,0,22,0,30642,2,0,35.0,1,-2926,429,3355,45,True,0
0,0,21,1,0.8,572,221,0,0,2.2,15.0,2021-02-06T17:30:00Z,90,19,0,0,0,0,23,0,28889,0,0,6.0,6,-1895,976,2871,45,True,0
0,1,28,1,0.7,572,233,0,0,2.4,23.2,2021-02-14T19:00:00Z,90,7,0,0,0,0,24,0,50677,2,0,0.0,7,12851,15990,3139,45,False,0
0,0,16,0,0.1,572,160,1,0,3.6,19.0,2021-02-17T18:00:00Z,90,4,0,0,0,0,24,0,50677,1,1,17.0,2,12851,15990,3139,45,False,0
0,0,24,1,0.8,572,243,0,0,1.3,12.2,2021-02-20T20:00:00Z,90,15,0,0,0,0,25,0,44557,0,1,0.0,6,2029,5651,3622,45,True,0
0,2,27,1,10.8,572,250,0,0,5.1,17.2,2021-02-28T12:00:00Z,90,6,0,0,0,0,26,0,45278,0,0,23.0,8,209,5416,5207,45,False,0
0,0,8,0,0.8,572,321,1,0,3.4,14.2,2021-03-04T18:00:00Z,90,17,1,0,0,0,26,0,45278,1,0,19.0,0,209,5416,5207,45,True,0
0,3,36,1,10.0,572,263,0,0,5.2,41.8,2021-03-07T14:00:00Z,90,11,0,0,0,0,27,0,45373,1,0,0.0,9,-76,2690,2766,45,False,0
0,0,9,0,0.6,572,272,3,0,0.4,1.4,2021-03-13T20:00:00Z,90,12,0,0,0,0,28,0,51183,3,0,2.0,1,5241,6918,1677,45,True,0
0,0,16,0,0.8,572,282,2,0,2.8,24.8,2021-03-19T20:00:00Z,90,10,0,0,0,0,29,0,83068,2,1,2.0,1,16892,19143,2251,45,True,0
0,0,10,0,0.0,572,290,3,0,2.3,20.6,2021-04-04T15:30:00Z,90,2,0,0,0,0,30,0,63718,1,3,2.0,1,-4935,3522,8457,45,False,0
