assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
1,3,44,1,33.4,450,8,0,1,18.3,62.2,2021-08-14T14:00:00Z,65,2,0,0,0,0,1,0,25528,2,3,87.0,12,0,0,0,50,True,0
0,0,6,0,16.1,450,12,2,0,5.0,11.6,2021-08-21T16:30:00Z,90,4,0,0,0,0,2,0,312447,0,2,22.0,2,202165,242587,40422,51,False,0
0,0,-2,0,2.0,450,27,1,0,2.5,0.4,2021-08-29T13:00:00Z,90,17,0,0,0,0,3,0,530746,0,1,23.0,1,187719,269879,82160,51,False,1
0,0,1,0,4.2,450,40,2,0,1.3,1.4,2021-09-11T14:00:00Z,90,20,0,0,0,0,4,0,754977,2,0,7.0,1,191749,429994,238245,52,True,1
0,0,26,0,3.2,450,47,1,1,7.4,35.2,2021-09-18T14:00:00Z,72,15,0,0,0,0,5,0,895354,3,1,36.0,6,129029,261189,132160,52,False,0
0,0,0,0,11.3,450,60,1,0,8.2,7.8,2021-09-25T14:00:00Z,74,14,0,0,0,0,6,0,1021793,1,1,63.0,1,113123,177496,64373,53,True,1
0,0,3,0,21.2,450,65,1,0,6.3,6.8,2021-10-02T14:00:00Z,90,10,0,0,0,0,7,0,926744,0,1,35.0,1,-89253,47918,137171,53,False,1
0,0,5,0,5.5,450,80,4,0,0.7,1.6,2021-10-16T11:30:00Z,68,11,0,0,0,0,8,0,831870,5,0,0.0,2,-102564,37440,140004,52,True,0
2,2,51,0,40.8,450,86,0,1,15.4,73.4,2021-10-23T14:00:00Z,26,8,0,0,0,0,9,0,793987,5,2,40.0,12,-40985,35919,76904,52,False,1
0,0,0,0,0.0,450,99,0,0,0.0,0.0,2021-10-30T14:00:00Z,0,16,0,0,0,0,10,0,656143,1,0,0.0,0,-134167,15799,149966,52,True,0
0,0,2,0,1.0,450,101,1,0,2.0,6.8,2021-11-07T14:00:00Z,73,1,0,0,0,0,11,0,679237,0,1,12.0,2,9111,40203,31092,52,False,0
2,3,48,0,23.6,450,119,1,1,13.2,66.8,2021-11-20T15:00:00Z,90,13,0,0,0,0,12,0,710784,1,4,42.0,14,26007,59383,33376,52,True,1
1,1,37,0,22.3,450,127,4,1,12.5,42.6,2021-11-28T14:00:00Z,70,9,0,0,0,0,13,0,932344,2,4,60.0,10,206611,220309,13698,53,False,0
0,3,36,0,27.5,450,135,2,1,9.6,45.0,2021-12-01T19:30:00Z,90,6,0,0,0,0,14,0,993333,2,1,23.0,9,66224,106882,40658,53,True,0
0,0,1,0,11.8,450,148,3,0,5.6,8.6,2021-12-04T17:30:00Z,90,12,0,0,0,0,15,0,1695268,3,1,36.0,2,683344,700003,16659,55,True,0
0,3,28,0,15.4,450,152,1,1,8.4,39.8,2021-12-10T20:00:00Z,90,3,0,0,0,0,16,0,2596104,1,2,29.0,9,864319,887341,23022,57,False,0
0,1,28,0,7.2,450,200,4,1,9.7,43.4,2021-12-28T15:00:00Z,90,19,0,0,0,0,20,0,3355371,4,1,46.0,7,144226,173056,28830,60,True,0
0,0,-1,0,0.6,450,210,0,0,2.3,3.4,2022-01-01T15:00:00Z,45,17,0,0,0,0,21,0,3314786,1,0,19.0,1,88301,211638,123337,61,True,0
