assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
0,0,0,0,0,0,0,0,0,0.0,0,0,579,0,0,176,0,0,0,0.0,10015,0.0,0,2017-12-16T12:30:00Z,16 Dec 12:30,0,0,0,0,0,9,0,0,0,0,0,0,18,0,0,0,0,0,3,0,0.0,0,0,0,0,45,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,579,0,0,189,0,0,0,0.0,10595,0.0,0,2017-12-23T15:00:00Z,23 Dec 15:00,0,0,0,0,0,16,0,0,0,0,0,0,19,0,42,0,0,0,1,1,0.0,0,17,28,11,45,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,579,0,0,193,0,0,0,0.0,11180,0.0,0,2017-12-28T20:00:00Z,28 Dec 20:00,0,0,0,0,0,1,0,0,0,0,0,0,20,0,55,0,0,0,3,2,0.0,0,2,20,18,45,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,579,0,0,203,0,0,0,0.0,11706,0.0,0,2017-12-31T12:00:00Z,31 Dec 12:00,0,0,0,0,0,11,0,0,0,0,0,0,21,0,67,0,0,0,0,0,0.0,0,6,12,6,45,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,579,0,0,217,0,0,0,0.0,12352,0.0,0,2018-01-02T19:45:00Z,02 Jan 19:45,0,0,0,0,0,14,0,0,0,0,0,0,22,0,75,0,0,0,2,1,0.0,0,4,14,10,45,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,579,0,0,223,0,0,0,0.0,12944,0.0,0,2018-01-13T15:00:00Z,13 Jan 15:00,0,0,0,0,0,4,0,0,0,0,0,0,23,0,82,0,0,0,0,1,0.0,0,-5,12,17,45,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,579,0,0,231,0,0,0,0.0,13542,0.0,0,2018-01-20T15:00:00Z,20 Jan 15:00,0,0,0,0,0,1,0,0,0,0,0,0,24,0,87,0,0,0,1,4,0.0,0,3,13,10,45,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,579,0,0,243,0,0,0,0.0,14145,0.0,0,2018-01-30T19:45:00Z,30 Jan 19:45,0,0,0,0,0,20,0,0,0,0,0,0,25,0,105,0,0,0,1,1,0.0,0,10,21,11,45,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,579,0,0,255,0,0,0,0.0,14758,0.0,0,2018-02-04T14:15:00Z,04 Feb 14:15,0,0,0,0,0,13,0,0,0,0,0,0,26,0,114,0,0,0,1,1,0.0,0,1,11,10,45,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,579,0,0,262,0,0,0,0.0,15383,0.0,0,2018-02-10T15:00:00Z,10 Feb 15:00,0,0,0,0,0,7,0,0,0,0,0,0,27,0,123,0,0,0,1,3,0.0,0,-4,10,14,45,False,0,0
0,16,0,0,0,12,0,8,6,0.1,0,0,579,0,0,275,0,1,0,2.6,16010,26.0,0,2018-02-25T12:00:00Z,25 Feb 12:00,0,0,90,0,0,17,0,0,0,0,8,0,28,0,142,2,1,0,1,0,0.0,2,0,14,14,45,True,0,0
0,19,0,0,0,14,0,11,16,15.3,0,0,579,0,0,283,0,3,0,4.6,16640,30.8,1,2018-03-05T20:00:00Z,05 Mar 20:00,0,0,90,0,1,12,0,0,0,0,5,0,29,0,159,0,0,0,3,2,0.0,2,9,23,14,45,True,0,0
0,33,0,0,0,20,0,10,25,6.3,2,0,579,0,0,293,0,2,0,4.8,17273,41.8,0,2018-03-10T17:30:00Z,10 Mar 17:30,0,0,90,0,1,5,0,0,0,0,5,0,30,0,338,1,2,0,1,2,0.0,2,153,166,13,45,False,0,0
0,39,0,0,0,16,1,7,22,15.3,4,0,579,0,0,303,2,0,0,5.1,17568,33.8,1,2018-03-17T15:00:00Z,17 Mar 15:00,0,0,90,0,1,8,0,0,0,0,12,0,31,0,593,2,2,0,2,0,2.0,2,142,184,42,45,False,0,1
0,13,0,0,0,15,0,8,4,0.0,1,0,579,0,0,314,0,2,0,1.9,18174,19.4,0,2018-03-31T11:30:00Z,31 Mar 12:30,0,0,87,0,0,10,0,0,0,0,0,0,32,0,558,0,2,0,2,1,0.0,2,44,119,75,45,True,0,0
0,29,0,0,0,14,0,6,24,7.3,0,0,579,0,0,322,0,2,0,2.9,18811,22.0,0,2018-04-07T14:00:00Z,07 Apr 15:00,0,0,90,0,1,2,0,0,0,0,4,0,33,0,719,1,2,0,2,2,0.0,2,132,196,64,45,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,579,0,0,332,0,0,0,0.0,19668,0.0,0,2018-04-14T14:00:00Z,14 Apr 15:00,0,0,0,0,0,3,0,0,0,0,0,0,34,0,789,0,0,0,2,3,0.0,0,51,132,81,45,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,579,0,0,349,0,0,0,0.0,20112,0.0,0,2018-04-21T14:00:00Z,21 Apr 15:00,0,0,0,0,0,18,0,0,0,0,0,0,35,0,754,0,0,0,0,0,0.0,0,-32,34,66,45,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,579,0,0,352,0,0,0,0.0,20736,0.0,0,2018-04-28T14:00:00Z,28 Apr 15:00,0,0,0,0,0,9,0,0,0,0,0,0,36,0,707,0,0,0,0,5,0.0,0,-44,21,65,45,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,579,0,0,368,0,0,0,0.0,21720,0.0,0,2018-05-05T11:30:00Z,05 May 12:30,0,0,0,0,0,15,0,0,0,0,0,0,37,0,646,0,0,0,2,1,0.0,0,-64,15,79,45,False,0,0
0,53,0,0,0,25,1,3,50,15.7,4,0,579,0,0,372,0,0,0,4.9,22400,33.4,1,2018-05-13T14:00:00Z,13 May 15:00,0,0,90,0,0,19,0,0,0,0,5,0,38,0,622,2,4,0,0,2,0.0,3,-23,21,44,45,True,0,0
