goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,1,0.0590512678027153,79,DMR,Burnley,Brentford,3,1,2021-10-30,16467,2021,492310,0.09811120480298996,0,1,0,0.0590512678027153,0.212912917137146,0.055750444531440735
0,0,0,90,DMR,Brentford,Leicester,1,2,2021-10-24,16457,2021,490448,0.05468132719397545,0,2,0,0,0.22739015519618988,0.20484256744384766
0,0,0,75,DMR,Brentford,Chelsea,0,1,2021-10-16,16448,2021,488339,0,0,0,0,0,0,0
0,2,0.1442509889602661,90,DMR,West Ham,Brentford,1,2,2021-10-03,16444,2021,487061,0,0,0,0,0.1442509889602661,0.1908973604440689,0.0466463640332222
0,0,0,90,DMR,Brentford,Liverpool,3,3,2021-09-25,16432,2021,484972,0,0,0,0,0,0.40493103861808777,0.40493103861808777
0,0,0,71,DMR,Wolverhampton Wanderers,Brentford,0,2,2021-09-18,16417,2021,481832,0,0,0,0,0,0,0
0,0,0,66,DMR,Brentford,Brighton,0,1,2021-09-11,16408,2021,480404,0,0,0,0,0,0,0
0,2,0.09533028304576874,90,MR,Aston Villa,Brentford,1,1,2021-08-28,16399,2021,478956,0,0,0,0,0.09533028304576874,0.17207704484462738,0.07674675434827805
0,0,0,90,DMR,Crystal Palace,Brentford,0,0,2021-08-21,16389,2021,476974,0.11126385629177094,0,2,0,0,0.1017376258969307,0
1,3,0.19043469429016113,90,DMR,Brentford,Arsenal,2,0,2021-08-13,16376,2021,475176,0.5586957931518555,0,1,1,0.19043469429016113,0.19043469429016113,0
0,0,0,7,Sub,West Bromwich Albion,Liverpool,1,1,2016-05-15,459,2015,57907,0,0,0,0,0,0,0
