h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,3.00939,1.67926,2.09241,1.67926,"{'att': 244, 'def': 21}","{'att': 245, 'def': 10}",10,5,4,2,2.2684,w,2021-08-15 13:00:00,1,0,0,3,0.41315000000000013
h,2.28613,0.62676,2.28613,0.62676,"{'att': 327, 'def': 14}","{'att': 284, 'def': 22}",5,5,4,1,2.4983,w,2021-08-23 19:00:00,1,0,0,3,1.65937
h,1.44748,1.67658,1.44748,1.67658,"{'att': 302, 'def': 27}","{'att': 169, 'def': 19}",11,6,2,2,1.1347,d,2021-08-28 14:00:00,0,1,0,1,-0.22909999999999986
a,0.725407,0.692135,0.725407,0.692135,"{'att': 231, 'def': 30}","{'att': 287, 'def': 12}",1,4,0,0,1.3385999999999998,d,2021-09-11 14:00:00,0,1,0,1,0.03327200000000008
h,1.6671,1.8954,0.905935,1.8954,"{'att': 336, 'def': 20}","{'att': 226, 'def': 18}",7,7,1,2,1.1842000000000001,l,2021-09-19 13:00:00,0,0,1,0,-0.9894649999999999
a,1.98962,1.1967,1.98962,1.1967,"{'att': 244, 'def': 12}","{'att': 191, 'def': 14}",5,8,2,1,1.9499,w,2021-09-25 14:00:00,1,0,0,3,0.7929199999999998
h,1.37258,1.30098,1.37258,1.30098,"{'att': 132, 'def': 22}","{'att': 188, 'def': 14}",8,1,1,2,1.3847999999999998,l,2021-10-03 13:00:00,0,0,1,0,0.07159999999999989
a,2.03034,0.854165,2.03034,0.854165,"{'att': 147, 'def': 13}","{'att': 313, 'def': 17}",9,8,1,0,2.2800000000000002,w,2021-10-17 13:00:00,1,0,0,3,1.1761749999999997
h,1.73468,0.672198,1.73468,0.672198,"{'att': 367, 'def': 17}","{'att': 226, 'def': 20}",6,2,1,0,2.2542,w,2021-10-24 13:00:00,1,0,0,3,1.0624820000000001
a,2.66391,0.687551,2.66391,0.687551,"{'att': 158, 'def': 23}","{'att': 273, 'def': 12}",4,3,4,1,2.7567000000000004,w,2021-10-31 16:30:00,1,0,0,3,1.976359
h,1.25298,1.45641,1.25298,1.45641,"{'att': 309, 'def': 15}","{'att': 146, 'def': 22}",3,16,3,2,1.2139,w,2021-11-07 16:30:00,1,0,0,3,-0.20343
a,0.436331,1.31903,0.436331,1.31903,"{'att': 328, 'def': 28}","{'att': 282, 'def': 13}",7,5,0,1,0.6138,l,2021-11-20 15:00:00,0,0,1,0,-0.8826989999999999
a,0.171763,2.72187,0.171763,2.72187,"{'att': 406, 'def': 17}","{'att': 154, 'def': 21}",5,9,1,2,0.0579,l,2021-11-28 14:00:00,0,0,1,0,-2.550107
h,1.14679,1.2607,1.14679,1.2607,"{'att': 321, 'def': 24}","{'att': 99, 'def': 28}",5,10,1,1,1.2522000000000002,d,2021-12-01 19:30:00,0,1,0,1,-0.11390999999999996
h,2.0174,1.37049,1.25623,1.37049,"{'att': 252, 'def': 20}","{'att': 189, 'def': 20}",4,13,3,2,1.8787000000000003,w,2021-12-04 12:30:00,1,0,0,3,-0.11426000000000003
a,0.998813,0.54801,0.998813,0.54801,"{'att': 122, 'def': 17}","{'att': 194, 'def': 17}",8,3,0,0,1.7400000000000002,d,2021-12-12 14:00:00,0,1,0,1,0.45080299999999995
a,0.338855,2.81482,0.338855,2.05365,"{'att': 242, 'def': 18}","{'att': 200, 'def': 22}",0,13,0,2,0.09430000000000001,l,2021-12-15 20:00:00,0,0,1,0,-1.714795
h,1.53745,1.35643,1.53745,0.595257,"{'att': 172, 'def': 18}","{'att': 206, 'def': 22}",10,2,2,3,1.5153,l,2021-12-26 15:00:00,0,0,1,0,0.942193
a,2.84084,1.0143,2.07967,1.0143,"{'att': 137, 'def': 29}","{'att': 208, 'def': 23}",6,3,4,1,2.5771,w,2021-12-28 15:00:00,1,0,0,3,1.0653700000000002
a,2.23146,2.69204,1.47029,2.69204,"{'att': 334, 'def': 34}","{'att': 153, 'def': 15}",4,11,3,2,1.0835000000000001,w,2022-01-01 17:30:00,1,0,0,3,-1.22175
h,2.89217,0.343347,2.89217,0.343347,"{'att': 191, 'def': 20}","{'att': 285, 'def': 10}",12,4,2,0,2.8644,w,2022-01-12 21:45:00,1,0,0,3,2.548823
h,2.3549,2.26884,2.3549,2.26884,"{'att': 234, 'def': 25}","{'att': 169, 'def': 20}",9,6,2,3,1.4292999999999998,l,2022-01-16 14:00:00,0,0,1,0,0.08606000000000025
