h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,3.00939,1.67926,2.09241,1.67926,"{'att': 244, 'def': 21}","{'att': 245, 'def': 10}",10,5,4,2,2.2684,w,2021-08-15 13:00:00,1,0,0,3,0.41315000000000013
h,2.28613,0.62676,2.28613,0.62676,"{'att': 327, 'def': 14}","{'att': 284, 'def': 22}",5,5,4,1,2.4983,w,2021-08-23 19:00:00,1,0,0,3,1.65937
h,1.44748,1.67658,1.44748,1.67658,"{'att': 302, 'def': 27}","{'att': 169, 'def': 19}",11,6,2,2,1.1347,d,2021-08-28 14:00:00,0,1,0,1,-0.22909999999999986
a,0.725407,0.692135,0.725407,0.692135,"{'att': 231, 'def': 30}","{'att': 287, 'def': 12}",1,4,0,0,1.3385999999999998,d,2021-09-11 14:00:00,0,1,0,1,0.03327200000000008
h,1.6671,1.8954,0.905935,1.8954,"{'att': 336, 'def': 20}","{'att': 226, 'def': 18}",7,7,1,2,1.1842000000000001,l,2021-09-19 13:00:00,0,0,1,0,-0.9894649999999999
a,1.98962,1.1967,1.98962,1.1967,"{'att': 244, 'def': 12}","{'att': 191, 'def': 14}",5,8,2,1,1.9499,w,2021-09-25 14:00:00,1,0,0,3,0.7929199999999998
h,1.37258,1.30098,1.37258,1.30098,"{'att': 132, 'def': 22}","{'att': 188, 'def': 14}",8,1,1,2,1.3847999999999998,l,2021-10-03 13:00:00,0,0,1,0,0.07159999999999989
a,2.03034,0.854165,2.03034,0.854165,"{'att': 147, 'def': 13}","{'att': 313, 'def': 17}",9,8,1,0,2.2800000000000002,w,2021-10-17 13:00:00,1,0,0,3,1.1761749999999997
h,1.73468,0.672198,1.73468,0.672198,"{'att': 367, 'def': 17}","{'att': 226, 'def': 20}",6,2,1,0,2.2542,w,2021-10-24 13:00:00,1,0,0,3,1.0624820000000001
a,2.66391,0.687551,2.66391,0.687551,"{'att': 158, 'def': 23}","{'att': 273, 'def': 12}",4,3,4,1,2.7567000000000004,w,2021-10-31 16:30:00,1,0,0,3,1.976359
