goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
1,4,0.6222152709960938,90,FW,Sheffield United,Tottenham,1,3,2021-01-17,14622,2020,442751,0.043720487505197525,0,1,1,0.6222152709960938,0.8184587955474854,0.1525229960680008
0,2,0.19153878092765808,90,FW,Sheffield United,Newcastle United,1,0,2021-01-12,14610,2020,441797,0,0,0,0,0.19153878092765808,0.39939501881599426,0.2508784234523773
0,2,0.04993110150098801,90,FW,Crystal Palace,Sheffield United,2,0,2021-01-02,14604,2020,439129,0,0,0,0,0.04993110150098801,0.16056406497955322,0.15217773616313934
0,3,0.28809475898742676,90,FWR,Burnley,Sheffield United,1,0,2020-12-29,14587,2020,438424,0,0,0,0,0.28809475898742676,0.2708115577697754,0.2117536962032318
0,1,0.8064729571342468,63,AMC,Sheffield United,Everton,0,1,2020-12-26,14582,2020,438164,0,0,0,0,0.8064729571342468,0.8064729571342468,0
0,1,0.07011353969573975,73,FW,Brighton,Sheffield United,1,1,2020-12-20,14565,2020,436439,0.09403901547193527,1,1,0,0.07011353969573975,0.5306947231292725,0.4366557002067566
2,5,0.7486428022384644,90,FW,Sheffield United,Manchester United,2,3,2020-12-17,14560,2020,435628,0.1636667549610138,0,2,2,0.7486428022384644,0.852932333946228,0.3040073812007904
0,0,0,40,Sub,Southampton,Sheffield United,3,0,2020-12-13,14551,2020,433457,0.04552070423960686,0,1,0,0,0.04552070423960686,0
0,2,0.05038410797715187,90,FW,Sheffield United,West Ham,0,1,2020-11-22,14522,2020,428531,0,0,0,0,0.05038410797715187,0.05038410797715187,0
1,1,0.5657672882080078,90,FW,Chelsea,Sheffield United,4,1,2020-11-07,14507,2020,426508,0,0,0,1,0.5657672882080078,0,0
0,0,0,9,Sub,Sheffield United,Manchester City,0,1,2020-10-31,14502,2020,424232,0,0,0,0,0,0,0
0,1,0.0442403145134449,11,Sub,Liverpool,Sheffield United,2,1,2020-10-24,14490,2020,423235,0.03069392777979374,0,1,0,0.0442403145134449,0.07493424415588379,0
0,1,0.017373101785779,67,FW,Sheffield United,Fulham,1,1,2020-10-18,14482,2020,421670,0,0,0,0,0.017373101785779,0.10145504027605057,0.08408194035291672
1,3,0.11577194184064865,90,FW,Arsenal,Sheffield United,2,1,2020-10-04,14465,2020,420307,0,0,0,1,0.11577194184064865,0.12518665194511414,0.009414717555046082
0,1,0.037758372724056244,75,FW,Sheffield United,Leeds,0,1,2020-09-27,14110,2020,417860,0.410293847322464,0,1,0,0.037758372724056244,0.6716266870498657,0.2235744595527649
0,0,0,30,FW,Aston Villa,Sheffield United,1,0,2020-09-21,14104,2020,416912,0,0,0,0,0,0,0
0,1,0.026381056755781174,18,Sub,Sheffield United,Wolverhampton Wanderers,0,2,2020-09-14,14094,2020,415311,0,0,0,0,0.026381056755781174,0.6571121215820312,0.6307310461997986
0,2,0.12356016784906387,90,FW,Sheffield United,Everton,0,1,2020-07-20,12009,2019,410372,0,0,0,0,0.12356016784906387,0.2968880236148834,0.17332786321640015
0,1,0.08267119526863098,47,FW,Leicester,Sheffield United,2,0,2020-07-16,11998,2019,409135,0,0,0,0,0.08267119526863098,0.08267119526863098,0
2,3,1.1708542108535767,90,FW,Sheffield United,Chelsea,3,0,2020-07-11,11989,2019,407512,0.45071691274642944,0,1,2,1.1708542108535767,1.6215710639953613,0.057496920228004456
0,1,0.015348242595791817,90,FW,Burnley,Sheffield United,1,1,2020-07-05,11963,2019,405566,0.13859613239765167,0,3,0,0.015348242595791817,0.21575123071670532,0.09322100132703781
0,2,0.10334015637636185,66,FW,Sheffield United,Tottenham,3,1,2020-07-02,11960,2019,404819,0,0,0,0,0.10334015637636185,0.10334015637636185,0
0,1,0.02943248488008976,67,FW,Manchester United,Sheffield United,3,0,2020-06-24,11950,2019,402329,0.01527807954698801,0,1,0,0.02943248488008976,0.09775198251008987,0.06831949949264526
0,0,0,20,Sub,Aston Villa,Sheffield United,0,0,2020-06-17,11913,2019,400349,0,0,0,0,0,0.02248748205602169,0.02248748205602169
0,0,0,18,Sub,Sheffield United,Norwich,1,0,2020-03-07,11929,2019,387681,0,0,0,0,0,0,0
0,0,0,14,Sub,Sheffield United,Brighton,1,1,2020-02-22,11909,2019,387163,0.4169483482837677,0,1,0,0,0.7272444367408752,0.31029608845710754
0,1,0.04052169993519783,62,FW,Sheffield United,West Ham,1,0,2020-01-10,11855,2019,385749,0,0,0,0,0.04052169993519783,0.04052169993519783,0
0,1,0.03300135210156441,67,FW,Liverpool,Sheffield United,2,0,2020-01-02,11847,2019,385736,0,0,0,0,0.03300135210156441,0.03300135210156441,0
0,0,0,30,Sub,Manchester City,Sheffield United,2,0,2019-12-29,11837,2019,372944,0,0,0,0,0,0.2940512001514435,0.2940512001514435
0,0,0,90,FW,Sheffield United,Watford,1,1,2019-12-26,11830,2019,372570,0.0959496945142746,0,2,0,0,0.640078604221344,0.640078604221344
0,3,1.1023091077804565,90,FW,Brighton,Sheffield United,0,1,2019-12-21,11815,2019,371475,0,0,0,0,1.1023091077804565,1.1023091077804565,0.12005231529474258
0,3,1.129225730895996,90,FW,Sheffield United,Aston Villa,2,0,2019-12-14,11810,2019,369832,0.3068074882030487,1,1,0,1.129225730895996,1.4360332489013672,0
0,3,0.4849900007247925,85,FW,Norwich,Sheffield United,1,2,2019-12-08,11799,2019,369018,0.044866662472486496,0,2,0,0.4849900007247925,0.5298566818237305,0
0,1,0.07612130790948868,16,Sub,Sheffield United,Newcastle United,0,2,2019-12-05,11786,2019,367814,0,0,0,0,0.07612130790948868,0.07612130790948868,0
0,4,0.520494818687439,75,FW,Wolverhampton Wanderers,Sheffield United,1,1,2019-12-01,11780,2019,366779,0,0,0,0,0.520494818687439,0.464848130941391,0
0,3,0.4758942723274231,79,FW,Sheffield United,Manchester United,3,3,2019-11-24,11770,2019,365579,0,0,0,0,0.4758942723274231,0.4758942723274231,0
0,1,0.016108719632029533,90,FW,Tottenham,Sheffield United,1,1,2019-11-09,11759,2019,363158,0.20958305895328522,1,4,0,0.016108719632029533,0.26298803091049194,0.1174638494849205
0,2,0.10022366791963577,78,FW,Sheffield United,Burnley,3,0,2019-11-02,11750,2019,361646,0.3367941081523895,0,1,0,0.10022366791963577,1.2188481092453003,0.781830370426178
0,3,0.8023269772529602,82,FW,West Ham,Sheffield United,1,1,2019-10-26,11742,2019,359414,0.07958772778511047,0,1,0,0.8023269772529602,0.21245725452899933,0.13286952674388885
0,0,0,80,FW,Sheffield United,Arsenal,1,0,2019-10-21,11730,2019,358958,0,0,0,0,0,0.028560256585478783,0.028560256585478783
0,6,1.196298360824585,90,FW,Sheffield United,Southampton,0,1,2019-09-14,11686,2019,349073,0,0,0,0,1.196298360824585,0.9367380142211914,0.14074084162712097
0,0,0,26,Sub,Chelsea,Sheffield United,2,2,2019-08-31,11675,2019,347452,0,0,0,0,0,0.02543010003864765,0.02543010003864765
0,0,0,55,FW,Sheffield United,Leicester,1,2,2019-08-24,11665,2019,344017,0,0,0,0,0,0,0
0,2,0.6491917371749878,90,FW,Sheffield United,Crystal Palace,1,0,2019-08-18,11660,2019,342461,0,0,0,0,0.6491917371749878,0.6491917371749878,0
0,2,0.5640422105789185,64,FW,Bournemouth,Sheffield United,1,1,2019-08-10,11645,2019,341229,0,0,0,0,0.5640422105789185,0.6441766619682312,0.08013443648815155
