h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.79548,1.6853,1.79548,1.6853,"{'att': 322, 'def': 18}","{'att': 119, 'def': 15}",3,7,1,2,1.4559000000000002,l,2021-08-14 14:00:00,0,0,1,0,0.11017999999999994
a,0.690464,2.63945,0.690464,2.63945,"{'att': 280, 'def': 22}","{'att': 91, 'def': 13}",3,8,0,2,0.29879999999999995,l,2021-08-21 11:30:00,0,0,1,0,-1.948986
h,1.71102,1.52078,1.71102,1.52078,"{'att': 346, 'def': 24}","{'att': 122, 'def': 15}",2,9,1,1,1.5185,d,2021-08-29 13:00:00,0,1,0,1,0.19023999999999996
a,1.82061,1.80386,1.82061,1.80386,"{'att': 217, 'def': 20}","{'att': 191, 'def': 16}",4,7,1,3,1.404,l,2021-09-13 19:00:00,0,0,1,0,0.016750000000000043
h,0.775574,1.09928,0.775574,1.09928,"{'att': 292, 'def': 23}","{'att': 184, 'def': 17}",9,7,0,1,1.0198,l,2021-09-18 14:00:00,0,0,1,0,-0.32370600000000005
a,0.428866,2.16233,0.428866,2.16233,"{'att': 324, 'def': 23}","{'att': 118, 'def': 13}",9,17,2,2,0.2818,d,2021-09-25 14:00:00,0,1,0,1,-1.733464
h,0.584725,0.673617,0.584725,0.673617,"{'att': 200, 'def': 26}","{'att': 194, 'def': 12}",6,9,0,0,1.1850999999999998,d,2021-10-02 14:00:00,0,1,0,1,-0.08889199999999997
a,1.07719,2.15712,1.07719,2.15712,"{'att': 352, 'def': 15}","{'att': 145, 'def': 17}",6,18,0,2,0.5535,l,2021-10-16 14:00:00,0,0,1,0,-1.0799299999999998
a,0.673195,1.42567,0.673195,1.42567,"{'att': 214, 'def': 22}","{'att': 95, 'def': 15}",4,6,2,2,0.7062999999999999,d,2021-10-23 14:00:00,0,1,0,1,-0.752475
h,2.72901,0.834312,2.72901,0.834312,"{'att': 309, 'def': 19}","{'att': 175, 'def': 19}",2,2,3,1,2.609,w,2021-10-30 14:00:00,1,0,0,3,1.894698
a,0.674072,3.00585,0.674072,3.00585,"{'att': 334, 'def': 21}","{'att': 136, 'def': 10}",5,16,1,1,0.1748,d,2021-11-06 15:00:00,0,1,0,1,-2.331778
