goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,90,DC,Leeds,West Bromwich Albion,3,1,2021-05-23,14808,2020,473326,0,0,0,0,0,0.08936041593551636,0.08936041593551636
0,2,0.6377935409545898,90,DC,West Bromwich Albion,West Ham,1,3,2021-05-19,14804,2020,472570,0.020731212571263313,0,1,0,0.6377935409545898,0.658524751663208,0
0,2,0.0580257847905159,90,DC,West Bromwich Albion,Liverpool,1,2,2021-05-16,14789,2020,471473,0.2957018315792084,0,1,0,0.0580257847905159,0.5339675545692444,0.23826570808887482
0,0,0,90,DC,Arsenal,West Bromwich Albion,3,1,2021-05-09,14775,2020,469647,0.04749976098537445,0,1,0,0,0.04749976098537445,0
0,1,0.018519625067710876,90,DC,West Bromwich Albion,Wolverhampton Wanderers,1,1,2021-05-03,14774,2020,467967,0.010914131999015808,0,1,0,0.018519625067710876,0.840750515460968,0.8298364281654358
0,0,0,90,DC,Aston Villa,West Bromwich Albion,2,2,2021-04-25,14756,2020,466356,0,0,0,0,0,0,0
0,1,0.16771647334098816,42,Sub,Leicester,West Bromwich Albion,3,0,2021-04-22,14750,2020,464879,0,0,0,0,0.16771647334098816,0,0
0,0,0,2,Sub,West Bromwich Albion,Southampton,3,0,2021-04-12,14743,2020,462363,0,0,0,0,0,0,0
0,0,0,90,DC,Chelsea,West Bromwich Albion,2,5,2021-04-03,14727,2020,459173,0,0,0,0,0,0.16896924376487732,0.16896924376487732
0,0,0,29,DC,Burnley,West Bromwich Albion,0,0,2021-02-20,14678,2020,450716,0,0,0,0,0,0,0
0,0,0,90,DC,West Bromwich Albion,Manchester United,1,1,2021-02-14,14673,2020,449639,0,0,0,0,0,0.33204561471939087,0.33204561471939087
0,1,0.05897687375545502,90,DC,Tottenham,West Bromwich Albion,2,0,2021-02-07,14663,2020,448059,0,0,0,0,0.05897687375545502,0.41563016176223755,0.41563016176223755
0,0,0,90,DC,Sheffield United,West Bromwich Albion,2,1,2021-02-02,14649,2020,446728,0,0,0,0,0,0,0
0,0,0,90,DC,West Bromwich Albion,Fulham,2,2,2021-01-30,14640,2020,445652,0.07957683503627777,0,1,0,0,0.09764733165502548,0.01807050034403801
0,1,0.3511928915977478,90,DC,West Bromwich Albion,Manchester City,0,5,2021-01-26,14629,2020,445037,0,0,0,0,0.3511928915977478,0.43974605202674866,0.08855319023132324
0,0,0,90,DC,West Ham,West Bromwich Albion,2,1,2021-01-19,14611,2020,443172,0,0,0,0,0,0.37365901470184326,0.37365901470184326
1,1,0.05776527151465416,90,DC,Wolverhampton Wanderers,West Bromwich Albion,2,3,2021-01-16,14624,2020,442089,0.04027369245886803,0,1,1,0.05776527151465416,0.05776527151465416,0
0,1,0.03418254852294922,90,DC,West Bromwich Albion,Arsenal,0,4,2021-01-02,14600,2020,439282,0,0,0,0,0.03418254852294922,0.008616110309958458,0.008616110309958458
0,0,0,90,DC,West Bromwich Albion,Leeds,0,5,2020-12-29,14590,2020,438460,0,0,0,0,0,0,0
1,1,0.18391166627407074,90,DC,Liverpool,West Bromwich Albion,1,1,2020-12-27,14580,2020,438283,0,0,0,1,0.18391166627407074,0,0
0,0,0,90,DC,West Bromwich Albion,Aston Villa,0,3,2020-12-20,14574,2020,436966,0,0,0,0,0,0,0
0,1,0.07023976743221283,90,DC,Manchester City,West Bromwich Albion,1,1,2020-12-15,14564,2020,434455,0,0,0,0,0.07023976743221283,0,0
0,1,0.09547106921672821,90,DC,Newcastle United,West Bromwich Albion,2,1,2020-12-12,14550,2020,433038,0.015768803656101227,0,1,0,0.09547106921672821,0.015768803656101227,0
0,0,0,90,DC,West Bromwich Albion,Crystal Palace,1,5,2020-12-06,14543,2020,431723,0,0,0,0,0,0.018534081056714058,0.018534081056714058
0,0,0,90,DC,West Bromwich Albion,Sheffield United,1,0,2020-11-28,14527,2020,429940,0,0,0,0,0,0.1697549968957901,0.1697549968957901
0,0,0,90,DC,Manchester United,West Bromwich Albion,1,0,2020-11-21,14520,2020,428283,0,0,0,0,0,0.10601833462715149,0.10601833462715149
0,0,0,90,DC,West Bromwich Albion,Tottenham,0,1,2020-11-08,14513,2020,426724,0,0,0,0,0,0.10626676678657532,0.10626676678657532
0,0,0,90,DC,Fulham,West Bromwich Albion,2,0,2020-11-02,14497,2020,425645,0,0,0,0,0,0.048929497599601746,0.048929497599601746
0,0,0,90,DC,Brighton,West Bromwich Albion,1,1,2020-10-26,14487,2020,423975,0,0,0,0,0,0.09982243180274963,0.09982243180274963
0,0,0,90,DC,Southampton,West Bromwich Albion,2,0,2020-10-04,14473,2020,419969,0,0,0,0,0,0,0
0,0,0,90,DC,West Bromwich Albion,Chelsea,3,3,2020-09-26,14108,2020,417588,0,0,0,0,0,0,0
0,0,0,90,DC,Everton,West Bromwich Albion,5,2,2020-09-19,14096,2020,415586,0,0,0,0,0,0,0
0,0,0,90,DC,West Bromwich Albion,Leicester,0,3,2020-09-13,14092,2020,414980,0,0,0,0,0,0,0
