h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,2.07651,0.727677,1.31535,0.727677,"{'att': 228, 'def': 30}","{'att': 430, 'def': 14}",9,3,3,1,2.4074,w,2020-09-21 19:15:00,1,0,0,3,0.587673
h,1.44633,2.86721,1.44633,0.583704,"{'att': 144, 'def': 27}","{'att': 301, 'def': 12}",5,3,2,5,0.4174,l,2020-09-27 15:30:00,0,0,1,0,0.8626259999999999
a,1.41533,2.56662,1.41533,2.56662,"{'att': 273, 'def': 24}","{'att': 188, 'def': 24}",10,5,1,1,0.6604,d,2020-10-03 16:30:00,0,1,0,1,-1.15129
h,1.43023,0.838322,1.43023,0.838322,"{'att': 311, 'def': 23}","{'att': 346, 'def': 17}",7,3,1,0,1.8735,w,2020-10-17 16:30:00,1,0,0,3,0.5919079999999999
a,0.892456,0.263739,0.892456,0.263739,"{'att': 157, 'def': 12}","{'att': 406, 'def': 20}",13,2,1,1,1.9364,d,2020-10-24 11:30:00,0,1,0,1,0.628717
a,1.89643,0.687544,1.89643,0.687544,"{'att': 188, 'def': 12}","{'att': 449, 'def': 24}",9,3,1,0,2.3649,w,2020-10-31 12:30:00,1,0,0,3,1.2088860000000001
h,1.58487,1.18789,0.823706,0.426723,"{'att': 289, 'def': 26}","{'att': 363, 'def': 12}",4,8,1,1,1.7367,d,2020-11-08 16:30:00,0,1,0,1,0.39698300000000003
a,1.66325,0.761142,1.66325,0.761142,"{'att': 164, 'def': 25}","{'att': 295, 'def': 20}",9,2,0,2,2.0777,l,2020-11-21 17:30:00,0,0,1,0,0.9021079999999999
h,2.26129,0.419877,2.26129,0.419877,"{'att': 135, 'def': 16}","{'att': 448, 'def': 14}",13,4,5,0,2.6159,w,2020-11-28 15:00:00,1,0,0,3,1.8414129999999997
h,3.26328,0.287444,2.50211,0.287444,"{'att': 192, 'def': 30}","{'att': 501, 'def': 20}",14,0,2,0,2.9275,w,2020-12-05 15:00:00,1,0,0,3,2.2146660000000002
a,1.28434,0.591617,1.28434,0.591617,"{'att': 352, 'def': 19}","{'att': 353, 'def': 22}",11,5,0,0,1.9816,d,2020-12-12 17:30:00,0,1,0,1,0.6927230000000001
h,2.58593,0.210243,2.58593,0.210243,"{'att': 97, 'def': 14}","{'att': 315, 'def': 9}",16,0,1,1,2.8155999999999994,d,2020-12-15 20:00:00,0,1,0,1,2.3756869999999997
a,1.15599,0.586972,1.15599,0.586972,"{'att': 314, 'def': 24}","{'att': 340, 'def': 28}",8,7,1,0,1.8958,w,2020-12-19 15:00:00,1,0,0,3,0.569018
