assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,636,0.00,0.00,0.00,0.00,188,0,0,0.0,0.0,2023-01-03T19:45:00Z,0,10,0,0,0,0,19,0,3658,0,1,0,0.0,0,72,211,139,40,False,0
0,0,0,0,0.0,636,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2023-01-12T20:00:00Z,0,6,0,0,0,0,19,0,3658,0,1,2,0.0,0,72,211,139,40,True,0
0,0,0,0,0.0,636,0.00,0.00,0.00,0.00,197,0,0,0.0,0.0,2023-01-15T14:00:00Z,0,15,0,0,0,0,20,0,3784,0,0,1,0.0,0,-60,183,243,40,False,0
0,0,0,0,0.0,636,0.00,0.00,0.00,0.00,204,0,0,0.0,0.0,2023-01-23T20:15:00Z,0,18,0,0,0,0,21,0,3915,0,1,0,0.0,0,-16,103,119,40,True,0
0,0,0,0,0.0,636,0.00,0.00,0.00,0.00,214,0,0,0.0,0.0,2023-02-03T20:00:00Z,0,6,0,0,0,0,22,0,4207,0,0,0,0.0,0,61,243,182,40,False,0
0,0,0,0,0.0,636,0.00,0.00,0.00,0.00,224,0,0,0.0,0.0,2023-02-11T15:00:00Z,0,16,0,0,0,0,23,0,4255,0,0,2,0.0,0,-66,137,203,40,True,0
0,0,0,0,0.0,636,0.00,0.00,0.00,0.00,233,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,5,0,0,0,0,24,0,4357,0,1,0,0.0,0,-14,118,132,40,False,0
0,0,0,0,0.0,636,0.00,0.00,0.00,0.00,244,0,0,0.0,0.0,2023-02-24T20:00:00Z,0,20,0,0,0,0,25,0,4564,0,1,1,0.0,0,-43,165,208,40,True,0
0,0,0,0,0.0,636,0.00,0.00,0.00,0.00,253,0,0,0.0,0.0,2023-03-06T20:00:00Z,0,4,0,0,0,0,26,0,4432,0,2,3,0.0,0,-95,57,152,40,False,0
0,0,0,0,0.0,636,0.00,0.00,0.00,0.00,264,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,1,0,0,0,0,27,0,4487,0,3,0,0.0,0,-51,62,113,40,True,0
0,0,0,0,0.0,636,0.00,0.00,0.00,0.00,282,0,0,0.0,0.0,2023-04-01T14:00:00Z,0,3,0,0,0,0,29,0,4666,0,1,2,0.0,0,26,129,103,40,False,0
0,0,0,0,0.0,636,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2023-04-08T14:00:00Z,0,19,0,0,0,0,30,0,4682,0,1,0,0.0,0,-50,62,112,40,True,0
0,0,0,0,0.0,636,0.00,0.00,0.00,0.00,303,0,0,0.0,0.0,2023-04-15T14:00:00Z,0,8,0,0,0,0,31,0,4765,0,3,1,0.0,0,16,98,82,40,False,0
0,0,0,0,0.0,636,0.00,0.00,0.00,0.00,316,0,0,0.0,0.0,2023-04-22T11:30:00Z,0,11,0,0,0,0,32,0,4825,0,1,2,0.0,0,-30,60,90,40,True,0
0,0,0,0,0.0,636,0.00,0.00,0.00,0.00,321,0,0,0.0,0.0,2023-04-25T18:45:00Z,0,2,0,0,0,0,33,0,4849,0,0,1,0.0,0,22,92,70,40,False,0
0,0,0,0,0.0,636,0.00,0.00,0.00,0.00,336,0,0,0.0,0.0,2023-04-30T13:00:00Z,0,13,0,0,0,0,34,0,4960,0,2,1,0.0,0,8,118,110,40,True,0
0,0,0,0,0.0,636,0.00,0.00,0.00,0.00,276,0,0,0.0,0.0,2023-05-03T19:00:00Z,0,12,0,0,0,0,34,0,4960,0,0,1,0.0,0,8,118,110,40,False,0
0,0,0,0,0.0,636,0.00,0.00,0.00,0.00,343,0,0,0.0,0.0,2023-05-08T14:00:00Z,0,10,0,0,0,0,35,0,4947,0,3,5,0.0,0,-25,64,89,40,True,0
0,0,0,0,0.0,636,0.00,0.00,0.00,0.00,360,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,17,0,0,0,0,36,0,5003,0,2,0,0.0,0,-7,44,51,40,False,0
0,0,0,0,0.0,636,0.00,0.00,0.00,0.00,363,0,0,0.0,0.0,2023-05-20T14:00:00Z,0,7,0,0,0,0,37,0,5230,0,2,2,0.0,0,140,230,90,40,True,0
0,0,0,0,0.0,636,0.00,0.00,0.00,0.00,379,0,0,0.0,0.0,2023-05-28T15:30:00Z,0,14,0,0,0,0,38,0,5180,0,1,2,0.0,0,-115,66,181,40,False,0
