assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,3,0,0.0,714,0.00,0.00,0.00,0.37,47,0,0,0.4,0.2,2023-09-18T18:45:00Z,19,6,0,0,0,0,5,0,8108,0,1,1,4.0,1,6189,6982,793,50,True,0
0,0,-3,0,0.6,714,0.00,0.06,0.06,0.55,59,0,0,0.1,0.0,2023-09-23T14:00:00Z,15,13,0,0,0,0,6,0,10421,0,0,2,2.0,0,1664,3473,1809,50,False,1
0,0,8,0,14.0,714,0.16,0.16,0.00,0.83,67,0,0,1.8,4.0,2023-10-01T13:00:00Z,10,4,0,0,0,0,7,0,13232,0,1,1,0.0,1,1923,4344,2421,50,True,0
0,0,2,0,0.3,714,0.00,0.00,0.00,0.03,74,0,0,0.2,0.0,2023-10-07T16:30:00Z,14,8,0,0,0,0,8,0,13786,0,0,0,2.0,1,81,2604,2523,50,False,0
0,0,0,0,0.0,714,0.00,0.00,0.00,0.00,88,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,12,0,0,0,0,9,0,17262,0,2,2,0.0,0,2592,4817,2225,50,True,0
0,0,0,0,0.0,714,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2023-10-29T14:00:00Z,0,11,0,0,0,0,10,0,12519,0,0,3,0.0,0,-4478,320,4798,50,False,0
0,0,0,0,0.0,714,0.00,0.00,0.00,0.00,108,0,0,0.0,0.0,2023-11-05T14:00:00Z,0,2,0,0,0,0,11,0,10217,0,0,2,0.0,0,-2428,212,2640,50,True,0
0,0,2,0,0.0,714,0.00,0.08,0.08,0.09,119,0,0,1.2,3.0,2023-11-12T14:00:00Z,1,19,0,0,0,0,12,0,9052,0,2,3,9.0,1,-1207,122,1329,50,False,0
0,0,3,0,0.1,714,0.00,0.00,0.00,0.06,128,0,0,0.6,0.0,2023-11-25T15:00:00Z,27,5,0,0,0,0,13,0,10334,0,3,2,6.0,1,779,1550,771,50,True,0
0,0,3,0,0.3,714,0.00,0.00,0.00,0.00,139,0,0,0.0,0.0,2023-12-02T17:30:00Z,8,9,0,0,0,0,14,0,11686,0,1,0,0.0,1,1126,1902,776,50,True,0
0,0,-2,0,0.7,714,0.00,0.02,0.02,2.02,145,3,0,0.0,0.0,2023-12-06T19:30:00Z,57,10,0,0,0,0,15,0,11914,1,0,5,1.0,1,73,1019,946,50,False,0
