assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,539,0.00000,0.00000,0.00000,0.00000,2,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,2,0,0,0,0,1,0,2032,0,0,2,0.0,0,0,0,0,45,True,0
0,0,0,0,0.0,539,0.00000,0.00000,0.00000,0.00000,17,0,0,0.0,0.0,2022-08-13T14:00:00Z,0,13,0,0,0,0,2,0,3012,0,0,4,0.0,0,-247,176,423,45,False,0
0,0,0,0,0.0,539,0.00000,0.00000,0.00000,0.00000,21,0,0,0.0,0.0,2022-08-20T16:30:00Z,0,1,0,0,0,0,3,0,3186,0,3,0,0.0,0,-390,94,484,45,True,0
0,0,0,0,0.0,539,0.00000,0.00000,0.00000,0.00000,36,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,12,0,0,0,0,4,0,3412,0,0,9,0.0,0,-281,102,383,45,False,0
0,0,0,0,0.0,539,0.00000,0.00000,0.00000,0.00000,42,0,0,0.0,0.0,2022-08-31T18:30:00Z,0,20,0,0,0,0,5,0,3716,0,0,0,0.0,0,-169,141,310,45,True,0
0,0,0,0,0.0,539,0.00000,0.00000,0.00000,0.00000,58,0,0,0.0,0.0,2022-09-03T14:00:00Z,0,16,0,0,0,0,6,0,4077,0,3,2,0.0,0,-173,194,367,45,False,0
0,0,0,0,0.0,539,0.00000,0.00000,0.00000,0.00000,77,0,0,0.0,0.0,2022-09-17T14:00:00Z,0,15,0,0,0,0,8,0,4121,0,1,1,0.0,0,-46,41,87,44,False,0
0,0,0,0,0.0,539,0.00000,0.00000,0.00000,0.00000,82,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,4,0,0,0,0,9,0,4193,0,0,0,0.0,0,-52,108,160,44,True,0
0,0,0,0,0.0,539,0.00000,0.00000,0.00000,0.00000,92,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,10,0,0,0,0,10,0,4197,0,1,2,0.0,0,-103,108,211,44,True,0
0,0,0,0,0.0,539,0.00000,0.00000,0.00000,0.00000,103,0,0,0.0,0.0,2022-10-15T14:00:00Z,0,9,0,0,0,0,11,0,4198,0,2,2,0.0,0,-69,90,159,44,False,0
0,0,0,0,0.0,539,0.00000,0.00000,0.00000,0.00000,112,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,17,0,0,0,0,12,0,4207,0,1,0,0.0,0,-60,52,112,44,True,0
0,0,0,0,0.0,539,0.00000,0.00000,0.00000,0.00000,129,0,0,0.0,0.0,2022-10-24T19:00:00Z,0,19,0,0,0,0,13,0,4185,0,0,2,0.0,0,-49,40,89,44,False,0
0,0,0,0,0.0,539,0.00000,0.00000,0.00000,0.00000,132,0,0,0.0,0.0,2022-10-29T14:00:00Z,0,18,0,0,0,0,14,0,4239,0,3,2,0.0,0,-12,88,100,44,True,0
0,0,0,0,0.0,539,0.00000,0.00000,0.00000,0.00000,144,0,0,0.0,0.0,2022-11-05T15:00:00Z,0,11,0,0,0,0,15,0,4243,0,3,4,0.0,0,-38,78,116,44,False,0
0,0,0,0,0.0,539,0.00000,0.00000,0.00000,0.00000,151,0,0,0.0,0.0,2022-11-12T15:00:00Z,0,8,0,0,0,0,16,0,4248,0,0,3,0.0,0,-44,70,114,44,True,0
0,0,0,0,0.0,539,0.00000,0.00000,0.00000,0.00000,164,0,0,0.0,0.0,2022-12-27T17:30:00Z,0,6,0,0,0,0,17,0,4308,0,0,2,0.0,0,-36,165,201,44,False,0
0,0,0,0,0.0,539,0.00000,0.00000,0.00000,0.00000,171,0,0,0.0,0.0,2022-12-31T15:00:00Z,0,7,0,0,0,0,18,0,4326,0,2,0,0.0,0,-15,51,66,44,True,0
0,0,0,0,0.0,539,0.00000,0.00000,0.00000,0.00000,189,0,0,0.0,0.0,2023-01-03T20:00:00Z,0,14,0,0,0,0,19,0,4308,0,0,3,0.0,0,-34,17,51,44,False,0
0,0,0,0,0.0,539,0.00000,0.00000,0.00000,0.00000,192,0,0,0.0,0.0,2023-01-14T17:30:00Z,0,4,0,0,0,0,20,0,4262,0,0,2,0.0,0,-76,19,95,44,False,0
