assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,581,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2024-08-18T15:30:00Z,0,13,0,0,0,0,1,0,30077,0,2,0,0.0,0,0,0,0,45,True,0
0,0,0,0,0.0,581,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,20,0,0,0,0,2,0,32295,0,6,2,0.0,0,-2597,1509,4106,45,False,0
0,0,0,0,0.0,581,0.00,0.00,0.00,0.00,23,0,0,0.0,0.0,2024-09-01T12:30:00Z,0,7,0,0,0,0,3,0,29224,0,1,1,0.0,0,-4709,1067,5776,44,True,0
0,0,0,0,0.0,581,0.00,0.00,0.00,0.00,32,0,0,0.0,0.0,2024-09-14T19:00:00Z,0,3,0,0,0,0,4,0,26993,0,1,0,0.0,0,-3179,981,4160,44,False,0
0,0,0,0,0.0,581,0.00,0.00,0.00,0.00,50,0,0,0.0,0.0,2024-09-21T11:30:00Z,0,19,0,0,0,0,5,0,25090,0,3,0,0.0,0,-2206,284,2490,44,False,0
0,0,0,0,0.0,581,0.00,0.00,0.00,0.00,54,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,5,0,0,0,0,6,0,23275,0,2,4,0.0,0,-2065,910,2975,43,True,0
0,0,0,0,0.0,581,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2024-10-06T13:00:00Z,0,16,0,0,0,0,7,0,22574,0,1,1,0.0,0,-1013,685,1698,43,True,0
0,0,0,0,0.0,581,0.00,0.00,0.00,0.00,74,0,0,0.0,0.0,2024-10-20T15:30:00Z,0,12,0,0,0,0,8,0,22346,0,1,2,0.0,0,-517,692,1209,43,False,0
0,0,0,0,0.0,581,0.00,0.00,0.00,0.00,85,0,0,0.0,0.0,2024-10-27T14:00:00Z,0,15,0,0,0,0,9,0,21976,0,1,2,0.0,0,-487,197,684,43,True,0
0,0,0,0,0.0,581,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,14,0,0,0,0,10,0,21439,0,1,1,0.0,0,-669,146,815,43,False,0
0,0,0,0,0.0,581,0.00,0.00,0.00,0.00,103,0,0,0.0,0.0,2024-11-10T16:30:00Z,0,1,0,0,0,0,11,0,21249,0,1,1,0.0,0,-355,320,675,42,True,0
0,0,0,0,0.0,581,0.00,0.00,0.00,0.00,117,0,0,0.0,0.0,2024-11-23T12:30:00Z,0,11,0,0,0,0,12,0,20943,0,2,1,0.0,0,-449,414,863,42,False,0
0,0,0,0,0.0,581,0.00,0.00,0.00,0.00,123,0,0,0.0,0.0,2024-12-01T13:30:00Z,0,2,0,0,0,0,13,0,20856,0,0,3,0.0,0,-208,263,471,42,True,0
