assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,653,216,0,0,0.0,0.0,2021-02-03T20:15:00Z,0,3,0,0,0,0,22,0,1280,1,0,0.0,0,1219,1280,61,50,True,0
0,0,0,0,0.0,653,223,0,0,0.0,0.0,2021-02-07T16:30:00Z,0,12,0,0,0,0,23,0,2496,4,1,0.0,0,1004,1472,468,50,True,0
0,0,0,0,0.0,653,234,0,0,0.0,0.0,2021-02-13T12:30:00Z,0,9,0,0,0,0,24,0,2393,1,3,0.0,0,-255,442,697,50,False,0
0,0,0,0,0.0,653,244,0,0,0.0,0.0,2021-02-20T17:30:00Z,0,7,0,0,0,0,25,0,1929,2,0,0.0,0,-532,110,642,50,True,0
0,0,0,0,0.0,653,256,0,0,0.0,0.0,2021-02-28T19:15:00Z,0,15,0,0,0,0,26,0,1893,2,0,0.0,0,-196,228,424,49,False,0
0,0,0,0,0.0,653,283,0,0,0.0,0.0,2021-03-04T20:15:00Z,0,5,0,0,0,0,26,0,1893,1,0,0.0,0,-196,228,424,49,True,0
0,0,0,0,0.0,653,263,0,0,0.0,0.0,2021-03-07T14:00:00Z,0,8,0,0,0,0,27,0,2002,1,0,0.0,0,-34,233,267,49,True,0
0,0,0,0,0.0,653,278,0,0,0.0,0.0,2021-03-15T20:00:00Z,0,20,0,0,0,0,28,0,1901,1,0,0.0,0,-192,94,286,49,False,0
0,0,0,0,0.0,653,289,0,0,0.0,0.0,2021-04-03T19:00:00Z,0,1,0,0,0,0,30,0,1900,3,0,0.0,0,-41,56,97,48,False,0
0,0,0,0,0.0,653,303,0,0,0.0,0.0,2021-04-10T14:00:00Z,0,2,0,0,0,0,31,0,1897,1,2,0.0,0,-58,68,126,48,True,0
0,0,0,0,0.0,653,313,0,0,0.0,0.0,2021-04-19T19:00:00Z,0,10,0,0,0,0,32,0,1927,1,1,0.0,0,-36,62,98,48,False,0
0,0,0,0,0.0,653,324,0,0,0.0,0.0,2021-04-24T11:30:00Z,0,14,0,0,0,0,33,0,1972,1,1,0.0,0,-4,71,75,48,True,0
0,0,0,0,0.0,653,344,0,0,0.0,0.0,2021-05-08T19:15:00Z,0,16,0,0,0,0,35,0,2029,0,2,0.0,0,7,72,65,47,True,0
0,0,0,0,0.0,653,334,0,0,0.0,0.0,2021-05-13T19:15:00Z,0,13,0,0,0,0,35,0,2029,4,2,0.0,0,7,72,65,47,False,0
0,0,0,0,0.0,653,353,0,0,0.0,0.0,2021-05-16T15:30:00Z,0,18,0,0,0,0,36,0,1987,2,1,0.0,0,-50,32,82,47,False,0
0,0,0,0,0.0,653,360,0,0,0.0,0.0,2021-05-19T19:15:00Z,0,4,0,0,0,0,37,0,1962,3,0,0.0,0,-37,19,56,47,False,0
0,0,0,0,0.0,653,374,0,0,0.0,0.0,2021-05-23T15:00:00Z,0,6,0,0,0,0,38,0,2013,0,2,0.0,0,50,173,123,47,True,0
