h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.2003,3.18377,1.2003,2.42264,"{'att': 328, 'def': 20}","{'att': 215, 'def': 31}",1,9,0,5,0.2522,l,2019-08-10 12:30:00,0,0,1,0,-1.22234
a,1.00856,2.40461,1.00856,2.40461,"{'att': 275, 'def': 31}","{'att': 192, 'def': 35}",4,8,1,1,0.4871,d,2019-08-17 15:00:00,0,1,0,1,-1.39605
a,3.45768,2.29348,2.69651,2.29348,"{'att': 246, 'def': 19}","{'att': 195, 'def': 21}",10,20,3,1,2.1833,w,2019-08-24 15:00:00,1,0,0,3,0.4030299999999998
h,2.20657,1.1674,2.20657,1.1674,"{'att': 298, 'def': 38}","{'att': 236, 'def': 27}",12,5,2,0,2.1159000000000003,w,2019-08-31 15:00:00,1,0,0,3,1.0391700000000001
a,0.535279,1.40502,0.535279,1.40502,"{'att': 222, 'def': 22}","{'att': 213, 'def': 22}",9,4,0,0,0.5889,d,2019-09-16 19:00:00,0,1,0,1,-0.869741
h,0.51376,1.27826,0.51376,1.27826,"{'att': 284, 'def': 19}","{'att': 189, 'def': 11}",4,5,2,0,0.6305,w,2019-09-22 13:00:00,1,0,0,3,-0.7645
a,1.29546,2.31957,1.29546,2.31957,"{'att': 262, 'def': 20}","{'att': 225, 'def': 20}",17,8,2,2,0.7235,d,2019-09-28 14:00:00,0,1,0,1,-1.02411
h,1.23577,2.0682,1.23577,1.30703,"{'att': 281, 'def': 19}","{'att': 281, 'def': 14}",7,7,1,2,0.6572,l,2019-10-05 17:30:00,0,0,1,0,-0.07125999999999988
a,0.459112,2.23324,0.459112,2.23324,"{'att': 191, 'def': 19}","{'att': 183, 'def': 32}",3,11,0,2,0.25370000000000004,l,2019-10-19 12:30:00,0,0,1,0,-1.774128
h,2.33891,1.16171,2.33891,1.16171,"{'att': 162, 'def': 16}","{'att': 303, 'def': 21}",9,7,1,1,2.3030000000000004,d,2019-10-26 15:00:00,0,1,0,1,1.1771999999999998
h,1.53597,1.93192,1.53597,1.93192,"{'att': 100, 'def': 24}","{'att': 246, 'def': 17}",17,5,2,3,1.0710000000000002,l,2019-11-02 15:00:00,0,0,1,0,-0.39595
a,0.474281,2.4158,0.474281,2.4158,"{'att': 137, 'def': 24}","{'att': 218, 'def': 24}",5,5,0,3,0.214,l,2019-11-09 15:00:00,0,0,1,0,-1.941519
h,0.661449,2.20681,0.661449,2.20681,"{'att': 272, 'def': 24}","{'att': 209, 'def': 23}",6,3,2,3,0.3375,l,2019-11-23 12:30:00,0,0,1,0,-1.545361
a,1.12034,2.73185,1.12034,2.73185,"{'att': 381, 'def': 34}","{'att': 159, 'def': 14}",3,6,1,0,0.39330000000000004,w,2019-11-30 15:00:00,1,0,0,3,-1.6115100000000002
a,0.501977,1.82237,0.501977,1.82237,"{'att': 256, 'def': 26}","{'att': 287, 'def': 31}",4,5,0,2,0.4048,l,2019-12-04 19:30:00,0,0,1,0,-1.3203930000000001
h,0.521847,1.79181,0.521847,1.79181,"{'att': 449, 'def': 37}","{'att': 139, 'def': 6}",4,7,1,3,0.40509999999999996,l,2019-12-09 20:00:00,0,0,1,0,-1.269963
a,0.90324,0.805884,0.90324,0.805884,"{'att': 239, 'def': 20}","{'att': 139, 'def': 18}",8,7,1,0,1.3766,w,2019-12-14 17:30:00,1,0,0,3,0.097356
a,0.796338,2.14195,0.796338,2.14195,"{'att': 327, 'def': 33}","{'att': 169, 'def': 17}",8,12,1,2,0.44730000000000003,l,2019-12-26 15:00:00,0,0,1,0,-1.345612
h,0.782104,2.62349,0.782104,1.86232,"{'att': 304, 'def': 34}","{'att': 167, 'def': 22}",7,8,1,2,0.2692,l,2019-12-28 17:30:00,0,0,1,0,-1.080216
h,2.09757,0.717237,1.33641,0.717237,"{'att': 422, 'def': 17}","{'att': 237, 'def': 14}",8,4,4,0,2.4756,w,2020-01-01 17:30:00,1,0,0,3,0.6191730000000001
a,0.861865,2.14258,0.861865,2.14258,"{'att': 205, 'def': 19}","{'att': 274, 'def': 28}",3,4,0,1,0.49539999999999995,l,2020-01-10 20:00:00,0,0,1,0,-1.2807150000000003
h,1.61437,1.33679,1.61437,1.33679,"{'att': 242, 'def': 27}","{'att': 218, 'def': 25}",2,4,1,1,1.5719,d,2020-01-18 15:00:00,0,1,0,1,0.27758000000000016
a,1.16254,2.94091,0.401371,2.17975,"{'att': 317, 'def': 21}","{'att': 129, 'def': 24}",3,18,1,4,0.22619999999999998,l,2020-01-22 19:30:00,0,0,1,0,-1.778379
h,0.875396,2.59921,0.875396,1.83804,"{'att': 536, 'def': 14}","{'att': 203, 'def': 28}",2,11,0,2,0.2863,l,2020-01-29 19:45:00,0,0,1,0,-0.9626439999999999
h,1.30773,1.95164,1.30773,1.95164,"{'att': 347, 'def': 22}","{'att': 146, 'def': 23}",5,8,3,3,0.9208000000000001,d,2020-02-01 15:00:00,0,1,0,1,-0.64391
