h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.59864,1.34099,1.59864,1.34099,"{'att': 274, 'def': 30}","{'att': 204, 'def': 15}",6,4,1,1,1.5905,d,2019-08-10 15:00:00,0,1,0,1,0.25765000000000016
h,1.84778,0.241912,1.84778,0.241912,"{'att': 278, 'def': 25}","{'att': 174, 'def': 15}",2,5,1,0,2.6386,w,2019-08-18 14:00:00,1,0,0,3,1.605868
h,0.654318,0.704879,0.654318,0.704879,"{'att': 262, 'def': 23}","{'att': 152, 'def': 17}",4,9,1,2,1.2765,l,2019-08-24 15:00:00,0,0,1,0,-0.05056100000000008
a,1.04649,2.30579,1.04649,2.30579,"{'att': 502, 'def': 24}","{'att': 253, 'def': 17}",5,4,2,2,0.527,d,2019-08-31 15:00:00,0,1,0,1,-1.2593
h,1.88034,1.57659,1.88034,1.57659,"{'att': 263, 'def': 21}","{'att': 218, 'def': 17}",8,7,0,1,1.5811,l,2019-09-14 14:00:00,0,0,1,0,0.30374999999999996
a,0.508011,1.26041,0.508011,1.26041,"{'att': 263, 'def': 20}","{'att': 96, 'def': 17}",2,9,2,0,0.7021999999999999,w,2019-09-21 14:00:00,1,0,0,3,-0.752399
h,1.17022,1.97079,1.17022,1.97079,"{'att': 412, 'def': 17}","{'att': 124, 'def': 11}",1,11,0,1,0.7802,l,2019-09-28 11:30:00,0,0,1,0,-0.80057
a,0.353724,1.44318,0.353724,1.44318,"{'att': 148, 'def': 22}","{'att': 310, 'def': 16}",5,2,0,0,0.4004,d,2019-10-05 15:00:00,0,1,0,1,-1.089456
h,0.895722,0.949735,0.895722,0.949735,"{'att': 342, 'def': 28}","{'att': 107, 'def': 18}",6,8,1,0,1.2742,w,2019-10-21 20:00:00,1,0,0,3,-0.05401299999999998
a,1.16171,2.33891,1.16171,2.33891,"{'att': 303, 'def': 21}","{'att': 162, 'def': 16}",7,9,1,1,0.4991,d,2019-10-26 15:00:00,0,1,0,1,-1.1771999999999998
h,2.58392,0.716613,2.58392,0.716613,"{'att': 248, 'def': 14}","{'att': 170, 'def': 20}",6,3,3,0,2.6151,w,2019-11-02 15:00:00,1,0,0,3,1.8673069999999998
a,0.923443,1.5104,0.923443,1.5104,"{'att': 334, 'def': 29}","{'att': 162, 'def': 17}",6,4,1,1,0.8906000000000001,d,2019-11-09 15:00:00,0,1,0,1,-0.586957
h,1.56025,1.33065,1.56025,1.33065,"{'att': 325, 'def': 31}","{'att': 164, 'def': 19}",3,6,3,3,1.5623,d,2019-11-24 16:30:00,0,1,0,1,0.2295999999999998
a,1.47296,1.27422,1.47296,1.27422,"{'att': 292, 'def': 37}","{'att': 159, 'def': 21}",8,4,1,1,1.5085000000000002,d,2019-12-01 14:00:00,0,1,0,1,0.19874000000000014
h,1.09175,0.533775,1.09175,0.533775,"{'att': 117, 'def': 16}","{'att': 360, 'def': 6}",13,3,0,2,1.846,l,2019-12-05 19:30:00,0,0,1,0,0.557975
a,0.712899,0.585805,0.712899,0.585805,"{'att': 278, 'def': 25}","{'att': 198, 'def': 16}",2,7,2,1,1.4471999999999998,w,2019-12-08 14:00:00,1,0,0,3,0.12709399999999993
h,1.888,0.97258,1.888,0.211411,"{'att': 192, 'def': 24}","{'att': 217, 'def': 20}",13,1,2,0,2.1525,w,2019-12-14 15:00:00,1,0,0,3,1.6765889999999999
a,1.65933,0.428371,1.65933,0.428371,"{'att': 364, 'def': 18}","{'att': 128, 'def': 15}",1,9,1,0,2.4205,w,2019-12-21 15:00:00,1,0,0,3,1.230959
h,2.04481,0.596611,1.28364,0.596611,"{'att': 198, 'def': 15}","{'att': 286, 'def': 14}",6,6,1,1,2.5145,d,2019-12-26 15:00:00,0,1,0,1,0.6870289999999999
a,1.23346,1.08628,1.23346,1.08628,"{'att': 484, 'def': 14}","{'att': 142, 'def': 13}",2,9,0,2,1.4862,l,2019-12-29 18:00:00,0,0,1,0,0.1471800000000001
a,0.634607,3.26791,0.634607,3.26791,"{'att': 619, 'def': 19}","{'att': 178, 'def': 12}",7,16,0,2,0.0582,l,2020-01-02 20:00:00,0,0,1,0,-2.633303
h,2.14258,0.861865,2.14258,0.861865,"{'att': 274, 'def': 28}","{'att': 205, 'def': 19}",4,3,1,0,2.3128,w,2020-01-10 20:00:00,1,0,0,3,1.2807150000000003
a,0.920314,1.22902,0.920314,1.22902,"{'att': 321, 'def': 36}","{'att': 168, 'def': 18}",1,6,1,1,1.0446,d,2020-01-18 15:00:00,0,1,0,1,-0.30870600000000004
