assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
0,0,0,0,0,0,0,0,0,0.0,0,0,519,0,0,10,0,0,0,0.0,519,0.0,0,2018-08-11T16:30:00Z,11 Aug 17:30,0,0,0,0,0,8,0,0,0,0,0,0,1,0,23562,0,0,0,2,2,0.0,0,0,0,0,45,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,519,0,0,17,0,0,0,0.0,1044,0.0,0,2018-08-18T14:00:00Z,18 Aug 15:00,0,0,0,0,0,11,0,0,0,0,0,0,2,0,26426,0,0,0,0,2,0.0,0,-1706,1819,3525,45,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,519,0,0,30,0,0,0,0.0,1571,0.0,0,2018-08-25T11:30:00Z,25 Aug 12:30,0,0,0,0,0,13,0,0,0,0,0,0,3,0,23638,0,0,0,1,1,0.0,0,-3172,1027,4199,45,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,519,0,0,40,0,0,0,0.0,2102,0.0,0,2018-09-01T14:00:00Z,01 Sep 15:00,0,0,0,0,0,19,0,0,0,0,0,0,4,0,20940,0,0,0,1,0,0.0,0,-2832,282,3114,45,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,519,0,0,50,0,0,0,0.0,2639,0.0,0,2018-09-16T12:30:00Z,16 Sep 13:30,0,0,0,0,0,4,0,0,0,0,0,0,5,0,21867,0,0,0,0,1,0.0,0,-379,2460,2839,44,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,519,0,0,59,0,0,0,0.0,3176,0.0,0,2018-09-22T14:00:00Z,22 Sep 15:00,0,0,0,0,0,14,0,0,0,0,0,0,6,0,21419,0,0,0,1,1,0.0,0,-643,1473,2116,44,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,519,0,0,70,0,0,0,0.0,3714,0.0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,16,0,0,0,0,0,0,7,0,20885,0,0,0,0,2,0.0,0,-702,651,1353,44,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,519,0,0,73,0,0,0,0.0,4253,0.0,0,2018-10-06T14:00:00Z,06 Oct 15:00,0,0,0,0,0,7,0,0,0,0,0,0,8,0,20797,0,0,0,1,0,0.0,0,-307,592,899,44,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,519,0,0,90,0,0,0,0.0,4795,0.0,0,2018-10-20T14:00:00Z,20 Oct 15:00,0,0,0,0,0,18,0,0,0,0,0,0,9,0,20165,0,0,0,2,0,0.0,0,-659,609,1268,44,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,519,0,0,91,0,0,0,0.0,5341,0.0,0,2018-10-27T14:00:00Z,27 Oct 15:00,0,0,0,0,0,3,0,0,0,0,0,0,10,0,19702,0,0,0,0,1,0.0,0,-493,302,795,44,False,0,0
