assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,101,7,0,0,0.0,0.0,2020-09-14T19:15:00Z,0,3,0,0,0,0,1,0,20402,3,1,0.0,0,0,0,0,50,False,0
0,0,0,0,0.0,101,11,0,0,0.0,0.0,2020-09-20T15:30:00Z,0,11,0,0,0,0,2,0,21606,2,0,0.0,0,-3419,654,4073,50,True,0
0,0,7,0,0.0,101,27,3,0,0.4,4.2,2020-09-26T16:30:00Z,90,18,0,0,0,0,3,0,21775,3,3,0.0,1,-1955,1763,3718,49,False,0
0,0,0,0,0.0,101,31,0,0,0.0,0.0,2020-10-03T11:30:00Z,0,6,0,0,0,0,4,0,20955,0,4,0.0,0,-1607,753,2360,49,True,0
0,0,0,0,0.0,101,39,0,0,0.0,0.0,2020-10-17T14:00:00Z,0,16,0,0,0,0,5,0,20127,3,3,0.0,0,-1660,780,2440,49,True,0
0,0,0,0,0.0,101,55,0,0,0.0,0.0,2020-10-24T16:30:00Z,0,13,0,0,0,0,6,0,19249,0,0,0.0,0,-1185,262,1447,48,False,0
0,0,0,0,0.0,101,60,0,0,0.0,0.0,2020-10-31T15:00:00Z,0,4,0,0,0,0,7,0,18627,3,0,0.0,0,-967,233,1200,48,False,0
0,0,0,0,0.0,101,71,0,0,0.0,0.0,2020-11-07T17:30:00Z,0,15,0,0,0,0,8,0,17945,1,4,0.0,0,-808,145,953,48,True,0
0,0,0,0,0.0,101,85,0,0,0.0,0.0,2020-11-21T12:30:00Z,0,14,0,0,0,0,9,0,17297,2,0,0.0,0,-874,71,945,48,False,0
0,0,0,0,0.0,101,91,0,0,0.0,0.0,2020-11-29T16:30:00Z,0,17,0,0,0,0,10,0,16997,0,0,0.0,0,-466,48,514,47,True,0
0,0,0,0,0.0,101,102,0,0,0.0,0.0,2020-12-05T20:00:00Z,0,10,0,0,0,0,11,0,16611,1,3,0.0,0,-506,81,587,47,True,0
0,0,0,0,0.0,101,111,0,0,0.0,0.0,2020-12-12T20:00:00Z,0,7,0,0,0,0,12,0,16435,0,1,0.0,0,-331,55,386,47,False,0
