assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,83,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,6,0,0,0,0,9,0,0,0,2,1,0.0,0,0,0,0,45,True,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2022-10-09T13:00:00Z,0,11,0,0,0,0,10,0,5656,0,1,2,0.0,0,4196,4837,641,45,True,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,105,0,0,0.0,0.0,2022-10-15T11:30:00Z,0,10,0,0,0,0,11,0,8356,0,0,0,0.0,0,1776,3155,1379,45,False,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,115,0,0,0.0,0.0,2022-10-18T19:15:00Z,0,20,0,0,0,0,12,0,9639,0,1,2,0.0,0,160,1801,1641,45,True,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,123,0,0,0.0,0.0,2022-10-22T14:00:00Z,0,8,0,0,0,0,13,0,11359,0,0,3,0.0,0,1671,3228,1557,45,False,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,135,0,0,0.0,0.0,2022-10-29T14:00:00Z,0,17,0,0,0,0,14,0,11273,0,0,1,0.0,0,-690,2095,2785,45,True,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,149,0,0,0.0,0.0,2022-11-06T14:00:00Z,0,19,0,0,0,0,15,0,12500,0,2,1,0.0,0,494,2571,2077,45,False,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,157,0,0,0.0,0.0,2022-11-12T15:00:00Z,0,16,0,0,0,0,16,0,15511,0,0,1,0.0,0,2335,4283,1948,45,False,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,165,0,0,0.0,0.0,2022-12-26T15:00:00Z,0,9,0,0,0,0,17,0,17792,0,3,0,0.0,0,1516,6164,4648,45,True,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,171,0,0,0.0,0.0,2022-12-31T15:00:00Z,0,3,0,0,0,0,18,0,17994,0,2,0,0.0,0,-103,1445,1548,45,False,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,185,0,0,0.0,0.0,2023-01-04T20:00:00Z,0,18,0,0,0,0,19,0,17505,0,4,0,0.0,0,-660,788,1448,45,True,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,194,0,0,0.0,0.0,2023-01-15T14:00:00Z,0,6,0,0,0,0,20,0,17473,0,0,1,0.0,0,-527,1321,1848,45,False,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2023-01-18T20:00:00Z,0,14,0,0,0,0,20,0,17473,0,1,1,0.0,0,-527,1321,1848,45,True,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,203,0,0,0.0,0.0,2023-01-21T17:30:00Z,0,15,0,0,0,0,21,0,15111,0,0,0,0.0,0,-2204,81,2285,45,True,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,216,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,14,0,0,0,0,22,0,13222,0,1,2,0.0,0,-1882,0,1882,45,False,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,223,0,0,0.0,0.0,2023-02-11T15:00:00Z,0,5,0,0,0,0,23,0,12463,0,1,1,0.0,0,-806,0,806,45,True,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,232,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,4,0,0,0,0,24,0,11869,0,1,1,0.0,0,-591,0,591,45,False,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,242,0,0,0.0,0.0,2023-02-25T19:45:00Z,0,12,0,0,0,0,25,0,11337,0,0,0,0.0,0,-473,0,473,45,True,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,252,0,0,0.0,0.0,2023-03-04T15:00:00Z,0,2,0,0,0,0,26,0,11054,0,0,1,0.0,0,-359,0,359,45,False,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,262,0,0,0.0,0.0,2023-03-11T17:30:00Z,0,13,0,0,0,0,27,0,10758,0,1,0,0.0,0,-300,0,300,45,True,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,73,0,0,0.0,0.0,2023-03-15T19:30:00Z,0,5,0,0,0,0,27,0,10758,0,0,1,0.0,0,-300,0,300,45,False,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,271,0,0,0.0,0.0,2023-03-19T14:00:00Z,0,1,0,0,0,0,28,0,10518,0,1,4,0.0,0,-224,0,224,45,False,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,285,0,0,0.0,0.0,2023-04-01T14:00:00Z,0,10,0,0,0,0,29,0,10326,0,1,2,0.0,0,-208,0,208,45,True,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2023-04-09T13:00:00Z,0,11,0,0,0,0,30,0,10209,0,5,1,0.0,0,-128,0,128,45,False,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,307,0,0,0.0,0.0,2023-04-15T14:00:00Z,0,17,0,0,0,0,31,0,10064,0,2,0,0.0,0,-144,0,144,45,False,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,315,0,0,0.0,0.0,2023-04-22T14:00:00Z,0,8,0,0,0,0,32,0,9958,0,0,0,0.0,0,-103,0,103,45,True,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,327,0,0,0.0,0.0,2023-04-25T18:30:00Z,0,20,0,0,0,0,33,0,9899,0,0,2,0.0,0,-65,0,65,45,False,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,335,0,0,0.0,0.0,2023-04-29T11:30:00Z,0,19,0,0,0,0,34,0,9829,0,3,4,0.0,0,-71,0,71,45,True,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,348,0,0,0.0,0.0,2023-05-06T14:00:00Z,0,18,0,0,0,0,35,0,9739,0,0,1,0.0,0,-89,0,89,45,False,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,355,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,3,0,0,0,0,36,0,9684,0,0,2,0.0,0,-54,0,54,45,True,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,363,0,0,0.0,0.0,2023-05-20T14:00:00Z,0,9,0,0,0,0,37,0,9625,0,2,2,0.0,0,-58,0,58,45,False,0
0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,375,0,0,0.0,0.0,2023-05-28T15:30:00Z,0,16,0,0,0,0,38,0,9580,0,1,1,0.0,0,-46,0,46,45,True,0
