assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,17,0,4.3,321,0.03,0.07,0.04,1.57,8,4,0,2.4,12.0,2022-08-06T14:00:00Z,90,18,0,0,0,0,1,0,18407,1,1,4,8.0,2,0,0,0,45,False,0
0,0,10,0,11.2,321,0.01,0.01,0.00,1.93,19,2,0,2.1,9.6,2022-08-13T14:00:00Z,90,11,0,0,0,0,2,0,35569,1,2,2,0.0,2,9072,13006,3934,45,True,0
0,0,13,0,2.1,321,0.01,0.05,0.04,0.29,26,1,0,2.7,18.0,2022-08-20T14:00:00Z,90,10,0,0,0,0,3,0,63296,1,2,1,7.0,1,22168,35983,13815,45,False,1
0,0,19,0,13.2,321,0.02,0.05,0.03,1.40,39,1,0,2.8,13.8,2022-08-27T11:30:00Z,90,14,0,0,0,0,4,0,60031,1,1,0,1.0,2,-3269,8282,11551,45,True,0
0,0,23,0,0.8,321,0.00,0.10,0.10,0.67,50,1,1,4.8,40.4,2022-08-30T18:45:00Z,59,6,0,0,0,0,5,0,61873,1,1,2,7.0,6,216,8744,8528,45,True,0
0,0,0,0,0.0,321,0.00,0.00,0.00,0.00,60,0,0,0.0,0.0,2022-09-03T14:00:00Z,0,20,0,0,0,0,6,0,58894,0,0,1,0.0,0,-3635,11915,15550,45,False,0
0,0,0,0,0.0,321,0.00,0.00,0.00,0.00,71,0,0,0.0,0.0,2022-09-16T19:00:00Z,0,2,0,0,0,0,8,0,41034,0,0,1,0.0,0,-6982,493,7475,45,False,0
0,0,0,0,0.0,321,0.00,0.00,0.00,0.00,89,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,8,0,0,0,0,9,0,37432,0,2,1,0.0,0,-5654,482,6136,45,True,0
0,0,0,0,0.0,321,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,13,0,0,0,0,10,0,33519,0,0,4,0.0,0,-3947,574,4521,45,False,0
0,0,0,0,0.0,321,0.00,0.00,0.00,0.00,108,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,19,0,0,0,0,11,0,30751,0,1,1,0.0,0,-2826,155,2981,45,True,0
0,0,0,0,0.0,321,0.00,0.00,0.00,0.00,112,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,3,0,0,0,0,12,0,26835,0,1,0,0.0,0,-2451,93,2544,45,False,0
0,0,0,0,0.0,321,0.00,0.00,0.00,0.00,127,0,0,0.0,0.0,2022-10-23T13:00:00Z,0,1,0,0,0,0,13,0,27262,0,1,1,0.0,0,-1243,99,1342,45,True,0
0,0,0,0,0.0,321,0.00,0.00,0.00,0.00,135,0,0,0.0,0.0,2022-10-29T14:00:00Z,0,7,0,0,0,0,14,0,25650,0,0,1,0.0,0,-1590,84,1674,45,False,0
0,0,7,0,4.2,321,0.02,0.02,0.00,0.66,147,4,0,0.9,4.4,2022-11-06T14:00:00Z,56,15,0,0,0,0,15,0,24104,0,4,1,0.0,0,-1554,86,1640,45,True,1
0,0,8,0,13.3,321,0.12,0.12,0.00,1.66,154,3,0,2.4,10.6,2022-11-12T15:00:00Z,81,12,0,0,0,0,16,0,23492,1,1,3,0.0,2,-674,287,961,45,False,0
0,0,0,0,0.0,321,0.00,0.00,0.00,0.00,170,0,0,0.0,0.0,2022-12-26T15:00:00Z,0,5,0,0,0,0,17,0,20965,0,3,1,0.0,0,-2599,793,3392,45,True,0
0,0,3,0,0.0,321,0.00,0.00,0.00,0.79,173,0,0,0.0,0.0,2022-12-31T15:00:00Z,1,9,0,0,0,0,18,0,20397,0,1,2,0.0,1,-573,27,600,45,False,0
0,0,5,0,1.5,321,0.01,0.01,0.00,1.28,190,1,0,1.0,8.6,2023-01-04T19:30:00Z,63,16,0,0,0,0,19,0,20182,1,1,0,0.0,2,-231,81,312,45,True,0
0,0,1,0,1.6,321,0.00,0.00,0.00,0.73,195,1,0,0.4,2.4,2023-01-14T15:00:00Z,60,8,0,0,0,0,20,0,20096,1,2,1,0.0,1,-132,360,492,45,False,1
0,0,5,1,18.7,321,0.05,0.07,0.01,1.02,209,0,0,3.0,9.0,2023-01-21T15:00:00Z,60,2,0,0,0,0,21,0,19785,1,1,0,2.0,3,-351,121,472,45,True,0
0,0,8,0,2.4,321,0.02,0.02,0.00,1.56,212,2,0,0.5,2.2,2023-02-04T15:00:00Z,64,4,0,0,0,0,22,0,19555,1,0,3,0.0,1,-297,315,612,45,False,1
0,0,12,0,13.0,321,0.02,0.02,0.00,0.78,229,2,0,3.1,17.8,2023-02-11T15:00:00Z,88,20,0,0,0,0,23,0,19467,1,2,1,0.0,2,-123,195,318,45,True,0
0,0,3,1,1.0,321,0.00,0.00,0.00,1.38,234,0,0,1.3,11.6,2023-02-18T15:00:00Z,86,6,0,0,0,0,24,0,19468,1,1,0,0.0,2,-31,245,276,45,False,1
