assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,278,0.00000,0.00000,0.00000,0.00000,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,9,0,0,0,0,1,0,1145,0,2,2,0.0,0,0,0,0,50,False,0
0,0,0,0,0.0,278,0.00000,0.00000,0.00000,0.00000,16,0,0,0.0,0.0,2022-08-15T19:00:00Z,0,7,0,0,0,0,2,0,966,0,1,1,0.0,0,-261,45,306,50,True,0
0,0,0,0,0.0,278,0.00000,0.00000,0.00000,0.00000,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,14,0,0,0,0,3,0,849,0,1,2,0.0,0,-162,30,192,50,False,0
0,0,0,0,0.0,278,0.00000,0.00000,0.00000,0.00000,36,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,3,0,0,0,0,4,0,780,0,0,9,0.0,0,-96,17,113,49,True,0
0,0,0,0,0.0,278,0.00000,0.00000,0.00000,0.00000,48,0,0,0.0,0.0,2022-08-31T19:00:00Z,0,15,0,0,0,0,5,0,758,0,1,2,0.0,0,-45,14,59,49,True,0
0,0,0,0,0.0,278,0.00000,0.00000,0.00000,0.00000,55,0,0,0.0,0.0,2022-09-03T11:30:00Z,0,8,0,0,0,0,6,0,722,0,0,0,0.0,0,-54,21,75,49,False,0
0,0,0,0,0.0,278,0.00000,0.00000,0.00000,0.00000,87,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,5,0,0,0,0,9,0,712,0,3,3,0.0,0,-17,17,34,49,True,0
0,0,0,0,0.0,278,0.00000,0.00000,0.00000,0.00000,91,0,0,0.0,0.0,2022-10-09T15:30:00Z,0,1,0,0,0,0,10,0,722,0,2,3,0.0,0,-7,17,24,49,False,0
0,0,0,0,0.0,278,0.00000,0.00000,0.00000,0.00000,106,0,0,0.0,0.0,2022-10-16T15:30:00Z,0,13,0,0,0,0,11,0,707,0,0,1,0.0,0,-22,15,37,49,True,0
0,0,0,0,0.0,278,0.00000,0.00000,0.00000,0.00000,118,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,19,0,0,0,0,12,0,704,0,0,1,0.0,0,-8,9,17,49,True,0
0,0,3,0,0.0,278,0.00000,0.00000,0.00000,0.28940,126,0,0,0.0,0.0,2022-10-22T11:30:00Z,14,16,0,0,0,0,13,0,752,0,0,1,0.0,1,22,48,26,49,False,0
0,0,0,0,0.0,278,0.00000,0.00000,0.00000,0.00000,138,0,0,0.0,0.0,2022-10-29T18:45:00Z,0,11,0,0,0,0,14,0,857,0,2,1,0.0,0,50,82,32,49,True,0
0,0,3,0,0.0,278,0.00000,0.00000,0.00000,0.03940,148,0,0,0.0,0.0,2022-11-06T16:30:00Z,1,18,0,0,0,0,15,0,890,0,2,1,0.0,1,-1,51,52,49,False,0
0,0,2,0,10.3,278,0.00847,0.00847,0.00000,0.09890,154,0,0,1.2,1.4,2022-11-12T15:00:00Z,15,17,0,0,0,0,16,0,956,0,1,3,0.0,1,26,67,41,49,True,0
0,0,3,0,14.3,278,0.00724,0.00724,0.00000,1.16170,162,1,0,2.3,2.8,2022-12-26T17:30:00Z,66,2,0,0,0,0,17,0,1471,1,3,1,6.0,2,403,701,298,49,False,0
0,0,10,0,11.6,278,0.02076,0.16896,0.14820,0.95850,174,1,0,2.9,11.2,2022-12-30T20:00:00Z,61,10,0,0,0,0,18,0,1978,1,1,2,6.0,2,437,609,172,49,True,0
0,2,29,0,24.2,278,0.12107,0.44557,0.32450,1.44070,183,2,1,10.6,44.2,2023-01-02T17:30:00Z,82,4,0,0,0,0,19,0,1972,1,1,3,38.0,9,-37,301,338,49,False,0
0,0,3,0,4.0,278,0.02432,0.80722,0.78290,1.42300,193,2,0,3.9,7.4,2023-01-14T15:00:00Z,68,5,0,0,0,0,20,0,3520,1,0,3,28.0,2,1276,1862,586,49,False,0
