assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,119,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,14,0,0,0,0,1,0,7761,0,2,1,0.0,0,0,0,0,45,False,0
0,0,0,0,0.0,119,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2022-08-13T14:00:00Z,0,15,0,0,0,0,2,0,9177,0,0,0,0.0,0,99,1104,1005,45,True,0
0,0,0,0,0.0,119,0.00,0.00,0.00,0.00,30,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,19,0,0,0,0,3,0,9370,0,2,0,0.0,0,-345,1126,1471,45,False,0
0,0,0,0,0.0,119,0.00,0.00,0.00,0.00,34,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,11,0,0,0,0,4,0,7760,0,0,1,0.0,0,-1664,252,1916,45,True,0
0,0,0,0,0.0,119,0.00,0.00,0.00,0.00,44,0,0,0.0,0.0,2022-08-30T18:30:00Z,0,9,0,0,0,0,5,0,6726,0,1,2,0.0,0,-1087,31,1118,45,False,0
0,0,0,0,0.0,119,0.00,0.00,0.00,0.00,53,0,0,0.0,0.0,2022-09-04T13:00:00Z,0,10,0,0,0,0,6,0,5961,0,2,5,0.0,0,-767,48,815,45,True,0
0,0,0,0,0.0,119,0.00,0.00,0.00,0.00,87,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,12,0,0,0,0,9,0,5060,0,3,3,0.0,0,-246,64,310,45,False,0
0,0,0,0,0.0,119,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2022-10-08T16:30:00Z,0,18,0,0,0,0,10,0,5202,0,1,0,0.0,0,30,343,313,45,True,0
0,0,0,0,0.0,119,0.00,0.00,0.00,0.00,102,0,0,0.0,0.0,2022-10-14T19:00:00Z,0,4,0,0,0,0,11,0,5192,0,0,2,0.0,0,-56,223,279,45,False,0
0,0,0,0,0.0,119,0.00,0.00,0.00,0.00,114,0,0,0.0,0.0,2022-10-18T18:30:00Z,0,16,0,0,0,0,12,0,5124,0,0,0,0.0,0,-79,160,239,45,True,0
0,0,2,0,0.3,119,0.01,0.01,0.00,0.00,125,0,0,0.0,0.0,2022-10-22T14:00:00Z,3,13,0,0,0,0,13,0,5240,0,1,3,0.0,1,32,248,216,45,False,0
0,0,1,0,0.0,119,0.00,0.04,0.04,0.00,134,0,0,0.1,0.0,2022-10-29T14:00:00Z,3,6,0,0,0,0,14,0,5196,0,1,4,4.0,1,-103,253,356,45,True,0
0,0,0,0,0.0,119,0.00,0.00,0.00,0.00,150,0,0,0.0,0.0,2022-11-05T15:00:00Z,0,20,0,0,0,0,15,0,5001,0,3,2,0.0,0,-234,182,416,45,False,0
0,0,0,0,0.0,119,0.00,0.00,0.00,0.00,152,0,0,0.0,0.0,2022-11-13T14:00:00Z,0,2,0,0,0,0,16,0,4930,0,2,1,0.0,0,-110,145,255,45,True,0
0,0,8,0,1.4,119,0.08,0.08,0.00,0.98,170,1,0,1.2,7.0,2022-12-26T15:00:00Z,23,17,0,0,0,0,17,0,4872,0,3,1,4.0,1,-131,332,463,45,False,0
0,0,-4,0,4.5,119,0.01,0.12,0.11,0.37,172,1,0,1.2,0.0,2022-12-31T17:30:00Z,29,1,0,0,0,0,18,0,4866,0,4,2,9.0,0,-17,91,108,45,True,1
1,0,9,1,1.7,119,0.00,0.00,0.00,0.33,186,0,0,1.7,5.4,2023-01-03T19:45:00Z,61,8,0,0,0,0,19,0,4819,1,4,1,10.0,6,-61,62,123,45,False,0
0,0,4,0,2.9,119,0.01,0.03,0.02,0.02,193,0,0,1.6,4.4,2023-01-14T15:00:00Z,7,12,0,0,0,0,20,0,5396,0,0,3,9.0,1,470,726,256,45,True,0
0,0,0,0,0.0,119,0.00,0.00,0.00,0.00,206,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,10,0,0,0,0,21,0,5233,0,2,2,0.0,0,-133,132,265,45,False,0
