h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.588341,0.488895,0.588341,0.488895,"{'att': 292, 'def': 25}","{'att': 152, 'def': 23}",3,11,2,0,1.4036,w,2022-08-06 14:00:00,1,0,0,3,0.09944599999999998
a,0.123946,1.69064,0.123946,1.69064,"{'att': 307, 'def': 6}","{'att': 231, 'def': 19}",0,11,0,4,0.2243,l,2022-08-13 14:00:00,0,0,1,0,-1.566694
h,0.211335,1.71081,0.211335,1.71081,"{'att': 360, 'def': 23}","{'att': 218, 'def': 25}",1,8,0,3,0.242,l,2022-08-20 16:30:00,0,0,1,0,-1.499475
a,0.180991,4.86035,0.180991,4.86035,"{'att': 355, 'def': 12}","{'att': 160, 'def': 18}",4,18,0,9,0.0017000000000000001,l,2022-08-27 14:00:00,0,0,1,0,-4.679359000000001
h,0.362035,1.53246,0.362035,1.53246,"{'att': 317, 'def': 18}","{'att': 164, 'def': 24}",7,14,0,0,0.4185,d,2022-08-31 18:30:00,0,1,0,1,-1.1704249999999998
a,0.905041,1.32895,0.905041,0.567779,"{'att': 251, 'def': 16}","{'att': 232, 'def': 17}",10,6,3,2,0.9244000000000001,w,2022-09-03 14:00:00,1,0,0,3,0.33726199999999995
a,0.976948,1.54758,0.976948,0.786407,"{'att': 285, 'def': 14}","{'att': 123, 'def': 29}",5,18,1,1,0.8562000000000001,d,2022-09-17 14:00:00,0,1,0,1,0.19054100000000007
h,0.758128,1.046,0.758128,1.046,"{'att': 305, 'def': 16}","{'att': 191, 'def': 25}",6,9,0,0,1.0694,d,2022-10-01 14:00:00,0,1,0,1,-0.287872
h,1.14891,1.18125,1.14891,1.18125,"{'att': 338, 'def': 9}","{'att': 243, 'def': 28}",7,8,2,1,1.2888,w,2022-10-08 14:00:00,1,0,0,3,-0.03233999999999981
a,1.62829,1.61738,1.62829,0.856206,"{'att': 299, 'def': 20}","{'att': 132, 'def': 16}",4,8,2,2,1.3628,d,2022-10-15 14:00:00,0,1,0,1,0.772084
h,0.810452,1.23878,0.810452,1.23878,"{'att': 247, 'def': 21}","{'att': 273, 'def': 20}",8,6,0,1,0.9384,l,2022-10-19 18:30:00,0,0,1,0,-0.42832800000000004
a,0.730443,1.97715,0.730443,1.21598,"{'att': 298, 'def': 19}","{'att': 249, 'def': 22}",4,7,0,2,0.4172,l,2022-10-24 19:00:00,0,0,1,0,-0.4855370000000001
h,0.887533,2.1946,0.887533,2.1946,"{'att': 329, 'def': 16}","{'att': 184, 'def': 10}",3,10,2,3,0.5073,l,2022-10-29 14:00:00,0,0,1,0,-1.307067
a,1.55594,2.22532,1.55594,1.46415,"{'att': 200, 'def': 13}","{'att': 157, 'def': 33}",5,8,3,4,0.8761000000000001,l,2022-11-05 15:00:00,0,0,1,0,0.09179000000000004
h,2.45642,0.768756,2.45642,0.768756,"{'att': 314, 'def': 14}","{'att': 143, 'def': 26}",8,7,3,0,2.5623,w,2022-11-12 15:00:00,1,0,0,3,1.687664
a,0.44307,1.91378,0.44307,1.91378,"{'att': 367, 'def': 24}","{'att': 178, 'def': 17}",4,7,0,2,0.33640000000000003,l,2022-12-27 17:30:00,0,0,1,0,-1.47071
h,0.895819,1.75264,0.895819,1.75264,"{'att': 141, 'def': 20}","{'att': 253, 'def': 26}",8,8,0,2,0.639,l,2022-12-31 15:00:00,0,0,1,0,-0.8568209999999999
a,0.679022,2.97383,0.679022,2.97383,"{'att': 337, 'def': 14}","{'att': 226, 'def': 21}",2,13,0,3,0.1705,l,2023-01-03 20:00:00,0,0,1,0,-2.2948079999999997
a,0.269283,1.29815,0.269283,0.536983,"{'att': 213, 'def': 21}","{'att': 221, 'def': 17}",2,3,0,2,0.3588,l,2023-01-14 17:30:00,0,0,1,0,-0.2677
h,1.80549,1.57544,1.80549,1.57544,"{'att': 273, 'def': 14}","{'att': 170, 'def': 17}",10,5,1,1,1.5412,d,2023-01-21 15:00:00,0,1,0,1,0.2300500000000001
a,0.908298,2.55696,0.908298,2.55696,"{'att': 349, 'def': 15}","{'att': 132, 'def': 19}",2,15,0,1,0.3349,l,2023-02-04 15:00:00,0,0,1,0,-1.648662
h,1.54458,1.54853,1.54458,1.54853,"{'att': 310, 'def': 20}","{'att': 124, 'def': 27}",4,6,1,1,1.3287,d,2023-02-11 17:30:00,0,1,0,1,-0.003949999999999898
a,1.15274,0.911415,1.15274,0.911415,"{'att': 361, 'def': 17}","{'att': 132, 'def': 20}",4,11,1,0,1.6663000000000001,w,2023-02-18 15:00:00,1,0,0,3,0.24132500000000012
h,1.08527,2.98206,1.08527,2.98206,"{'att': 453, 'def': 14}","{'att': 212, 'def': 28}",4,15,1,4,0.2773,l,2023-02-25 17:30:00,0,0,1,0,-1.8967900000000002
a,1.74267,2.46279,1.74267,2.46279,"{'att': 213, 'def': 15}","{'att': 80, 'def': 20}",3,31,2,3,0.9178,l,2023-03-04 15:00:00,0,0,1,0,-0.7201200000000001
h,1.10128,2.13465,1.10128,1.37349,"{'att': 358, 'def': 13}","{'att': 135, 'def': 27}",1,12,1,0,0.5911,w,2023-03-11 12:30:00,1,0,0,3,-0.27221000000000006
a,0.50014,3.45474,0.50014,3.45474,"{'att': 272, 'def': 35}","{'att': 206, 'def': 25}",5,16,0,3,0.0734,l,2023-03-18 15:00:00,0,0,1,0,-2.9546
h,3.14054,0.601049,3.14054,0.601049,"{'att': 289, 'def': 24}","{'att': 183, 'def': 26}",10,6,2,1,2.8838999999999997,w,2023-04-01 14:00:00,1,0,0,3,2.539491
h,1.15322,2.63392,1.15322,2.63392,"{'att': 391, 'def': 34}","{'att': 187, 'def': 17}",7,13,0,2,0.4467,l,2023-04-04 18:45:00,0,0,1,0,-1.4807
a,1.92396,0.731965,1.92396,0.731965,"{'att': 235, 'def': 22}","{'att': 207, 'def': 17}",7,5,1,0,2.2461,w,2023-04-08 14:00:00,1,0,0,3,1.191995
a,1.20598,2.30604,1.20598,2.30604,"{'att': 250, 'def': 19}","{'att': 196, 'def': 22}",5,8,3,2,0.6973,w,2023-04-15 14:00:00,1,0,0,3,-1.1000599999999998
h,0.974687,2.52322,0.974687,2.52322,"{'att': 159, 'def': 17}","{'att': 308, 'def': 22}",8,8,0,4,0.43679999999999997,l,2023-04-23 13:00:00,0,0,1,0,-1.548533
