assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,3,0,0.1,669,0.00,0.00,0.00,0.00,161,0,0,0.0,0.0,2022-12-26T20:00:00Z,3,1,0,0,0,0,17,0,0,0,1,3,0.0,1,0,0,0,45,False,0
0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,179,0,0,0.0,0.0,2022-12-30T19:45:00Z,0,4,0,0,0,0,18,0,1369,0,2,0,0.0,0,1115,1299,184,45,True,0
0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,187,0,0,0.0,0.0,2023-01-04T19:45:00Z,0,11,0,0,0,0,19,0,1567,0,2,2,0.0,0,116,487,371,45,False,0
0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,200,0,0,0.0,0.0,2023-01-14T15:00:00Z,0,20,0,0,0,0,20,0,2075,0,0,1,0.0,0,243,654,411,45,False,0
0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,210,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,8,0,0,0,0,21,0,2269,0,0,2,0.0,0,62,439,377,45,True,0
0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,217,0,0,0.0,0.0,2023-02-04T17:30:00Z,0,15,0,0,0,0,22,0,2760,0,1,1,0.0,0,246,707,461,45,False,0
0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,230,0,0,0.0,0.0,2023-02-11T12:30:00Z,0,6,0,0,0,0,23,0,3300,0,1,1,0.0,0,335,661,326,45,True,0
0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,239,0,0,0.0,0.0,2023-02-19T16:30:00Z,0,18,0,0,0,0,24,0,3569,0,0,2,0.0,0,130,592,462,45,False,0
0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,250,0,0,0.0,0.0,2023-02-25T15:00:00Z,0,16,0,0,0,0,25,0,4924,0,0,4,0.0,0,470,1143,673,45,True,0
0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,254,0,0,0.0,0.0,2023-03-04T15:00:00Z,0,5,0,0,0,0,26,0,4776,0,0,4,0.0,0,388,906,518,45,False,0
0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,270,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,2,0,0,0,0,27,0,4952,0,1,1,0.0,0,10,778,768,45,True,0
0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,290,0,0,0.0,0.0,2023-04-02T13:00:00Z,0,17,0,0,0,0,29,0,4958,0,0,1,0.0,0,62,460,398,45,True,0
0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2023-04-05T19:00:00Z,0,15,0,0,0,0,29,0,4958,0,5,1,0.0,0,62,460,398,45,True,0
0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2023-04-08T14:00:00Z,0,9,0,0,0,0,30,0,4975,0,1,0,0.0,0,-57,341,398,45,False,0
0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,309,0,0,0.0,0.0,2023-04-16T13:00:00Z,0,1,0,0,0,0,31,0,5018,0,2,2,0.0,0,-59,308,367,45,True,0
0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,312,0,0,0.0,0.0,2023-04-23T13:00:00Z,0,3,0,0,0,0,32,0,5171,0,4,0,0.0,0,28,352,324,45,False,0
0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,326,0,0,0.0,0.0,2023-04-26T18:45:00Z,0,12,0,0,0,0,33,0,5193,0,2,1,0.0,0,40,299,259,45,True,0
0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,335,0,0,0.0,0.0,2023-04-29T11:30:00Z,0,7,0,0,0,0,34,0,7211,0,3,4,0.0,0,1135,1626,491,45,False,0
0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,277,0,0,0.0,0.0,2023-05-03T19:00:00Z,0,13,0,0,0,0,34,0,7211,0,0,3,0.0,0,1135,1626,491,45,False,0
0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,349,0,0,0.0,0.0,2023-05-07T18:00:00Z,0,14,0,0,0,0,35,0,6277,0,0,1,0.0,0,-229,438,667,45,True,0
0,0,2,0,11.3,669,0.01,0.01,0.00,1.04,353,0,0,1.4,2.2,2023-05-14T13:00:00Z,32,4,0,0,0,0,36,0,6283,0,0,2,0.0,1,-89,403,492,45,False,0
0,0,2,0,0.0,669,0.00,0.00,0.00,0.03,369,0,0,0.0,0.2,2023-05-21T12:30:00Z,1,11,0,0,0,0,37,0,7104,0,1,3,0.0,1,584,1062,478,45,True,0
