assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,7,0,12.0,506,0.01,0.03,0.02,1.84,5,1,0,2.4,11.0,2022-08-06T14:00:00Z,90,20,0,0,0,0,1,0,12574,1,1,2,1.0,1,0,0,0,50,True,1
0,0,19,0,1.9,506,0.01,0.01,0.00,1.22,19,2,0,2.3,21.4,2022-08-13T14:00:00Z,90,17,0,0,0,0,2,0,15605,1,2,2,0.0,2,30,2065,2035,50,False,0
0,0,12,1,22.3,506,0.02,0.04,0.02,0.88,25,0,0,5.3,22.8,2022-08-21T13:00:00Z,90,6,0,0,0,0,3,0,16968,1,0,3,8.0,3,-139,2935,3074,50,True,0
0,0,6,0,14.5,506,0.02,0.02,0.00,2.02,34,1,0,2.9,12.0,2022-08-27T14:00:00Z,90,5,0,0,0,0,4,0,18459,1,0,1,2.0,2,108,3116,3008,50,False,0
0,0,13,0,7.8,506,0.07,0.07,0.00,1.00,45,1,0,3.0,22.2,2022-08-30T19:00:00Z,90,8,0,0,0,0,5,0,19371,1,1,1,0.0,1,-134,2299,2433,50,True,1
0,0,14,0,48.3,506,0.13,0.13,0.00,2.43,52,5,0,7.8,29.8,2022-09-03T14:00:00Z,90,4,0,0,0,0,6,0,20572,1,2,5,0.0,2,74,2744,2670,50,False,0
0,0,11,1,1.3,506,0.01,0.01,0.00,2.25,85,0,0,1.0,8.6,2022-10-02T15:30:00Z,90,2,0,0,0,0,9,0,20061,1,0,0,0.0,3,-282,988,1270,50,True,0
0,0,16,0,26.2,506,0.30,0.30,0.00,1.08,95,2,0,4.6,18.2,2022-10-09T13:00:00Z,90,7,0,0,0,0,10,0,20395,1,1,2,2.0,2,-17,1430,1447,50,False,0
0,0,8,0,3.5,506,0.03,0.03,0.00,0.55,104,1,0,1.2,8.4,2022-10-16T13:00:00Z,90,1,0,0,0,0,11,0,20149,1,1,0,0.0,2,-485,732,1217,50,True,0
0,0,14,0,33.6,506,0.02,0.02,0.00,0.79,117,2,0,5.5,21.8,2022-10-20T19:15:00Z,90,10,0,0,0,0,12,0,20355,1,0,2,0.0,2,-29,703,732,50,False,0
0,0,0,0,0.0,506,0.00,0.00,0.00,0.00,124,0,0,0.0,0.0,2022-10-23T13:00:00Z,0,9,0,0,0,0,13,0,20206,0,3,2,0.0,0,-196,634,830,50,True,0
0,0,13,0,11.3,506,0.01,0.01,0.00,1.74,138,1,0,2.7,15.8,2022-10-29T18:45:00Z,90,12,0,0,0,0,14,0,18057,1,2,1,0.0,2,-2181,172,2353,50,False,0
0,0,17,0,14.3,506,0.04,0.04,0.00,1.47,144,3,0,2.8,13.2,2022-11-05T15:00:00Z,90,3,0,0,0,0,15,0,17790,1,3,4,0.0,2,-420,467,887,49,True,0
0,0,2,0,5.1,506,0.04,0.04,0.00,1.80,158,4,0,1.1,5.4,2022-11-12T15:00:00Z,86,18,0,0,0,1,16,0,17607,1,3,4,0.0,-1,-291,323,614,49,False,0
0,0,0,0,0.0,506,0.00,0.00,0.00,0.00,167,0,0,0.0,0.0,2022-12-28T20:00:00Z,0,13,0,0,0,0,17,0,16101,0,3,1,0.0,0,-1596,428,2024,49,True,0
0,0,14,1,23.3,506,0.03,0.03,0.00,2.01,176,0,0,5.0,26.2,2022-12-31T15:00:00Z,90,15,0,0,0,0,18,0,16275,1,0,0,0.0,3,24,328,304,49,False,0
0,1,22,0,34.0,506,0.05,0.05,0.00,1.42,187,2,0,5.4,19.6,2023-01-04T19:45:00Z,90,19,0,0,0,0,19,0,16385,1,2,2,0.0,3,39,269,230,49,True,0
0,0,8,0,13.7,506,0.02,0.02,0.00,1.28,191,2,0,3.5,19.4,2023-01-13T20:00:00Z,90,2,0,0,0,0,20,0,16605,1,1,2,2.0,2,67,456,389,49,False,0
0,0,11,1,5.5,506,0.05,0.05,0.00,0.29,205,0,0,2.1,15.0,2023-01-22T14:00:00Z,90,4,0,0,0,0,21,0,16677,1,0,0,0.0,3,-15,345,360,49,True,0
0,0,10,0,13.0,506,0.03,0.03,0.00,0.27,218,1,0,3.0,16.6,2023-02-05T14:00:00Z,90,16,0,0,0,0,22,0,16887,1,0,1,0.0,2,70,852,782,49,False,0
0,0,9,0,12.5,506,0.01,0.01,0.00,2.19,76,2,0,3.1,18.6,2023-02-08T20:00:00Z,90,14,0,0,0,0,22,0,16887,1,2,2,0.0,1,70,852,782,49,False,1
0,0,7,0,0.8,506,0.00,0.00,0.00,1.12,225,2,0,1.4,13.4,2023-02-12T14:00:00Z,90,14,0,0,0,0,23,0,16997,1,2,0,0.0,2,63,446,383,49,True,0
0,0,10,0,4.6,506,0.02,0.02,0.00,1.52,235,1,0,2.1,16.2,2023-02-18T15:00:00Z,90,8,0,0,0,0,24,0,17118,1,0,1,0.0,1,19,333,314,49,False,1
0,0,16,1,3.8,506,0.03,0.03,0.00,0.37,245,0,0,1.9,10.8,2023-02-25T15:00:00Z,90,17,0,0,0,0,25,0,17657,1,0,1,4.0,3,242,614,372,49,True,0
0,0,14,0,2.3,506,0.01,0.05,0.04,1.52,255,1,0,1.9,16.0,2023-03-04T15:00:00Z,90,6,0,0,0,0,26,0,17375,1,0,1,1.0,2,-160,201,361,49,False,0
0,0,17,0,13.3,506,0.09,0.12,0.03,1.63,265,2,0,2.9,11.2,2023-03-11T15:00:00Z,90,5,0,0,0,0,27,0,17307,1,2,2,4.0,2,-136,286,422,49,True,0
0,0,0,0,0.0,506,0.00,0.00,0.00,0.00,280,0,0,0.0,0.0,2023-03-18T15:00:00Z,0,20,0,0,0,0,28,0,16906,0,4,2,0.0,0,-422,179,601,49,False,0
0,0,0,0,0.0,506,0.00,0.00,0.00,0.00,281,0,0,0.0,0.0,2023-04-01T14:00:00Z,0,1,0,0,0,0,29,0,16291,0,1,4,0.0,0,-637,37,674,49,False,0
0,0,0,0,0.0,506,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2023-04-04T18:45:00Z,0,16,0,0,0,0,29,0,16291,0,1,2,0.0,0,-637,37,674,49,True,0
0,0,0,0,0.0,506,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2023-04-09T13:00:00Z,0,7,0,0,0,0,30,0,15994,0,5,1,0.0,0,-318,6,324,49,True,0
0,0,0,0,0.0,506,0.00,0.00,0.00,0.00,304,0,0,0.0,0.0,2023-04-17T19:00:00Z,0,12,0,0,0,0,31,0,15803,0,6,1,0.0,0,-196,43,239,49,True,0
0,0,0,0,0.0,506,0.00,0.00,0.00,0.00,316,0,0,0.0,0.0,2023-04-22T11:30:00Z,0,9,0,0,0,0,32,0,15657,0,1,2,0.0,0,-151,42,193,49,False,0
0,0,0,0,0.0,506,0.00,0.00,0.00,0.00,323,0,0,0.0,0.0,2023-04-25T19:00:00Z,0,10,0,0,0,0,33,0,15620,0,1,1,0.0,0,-43,56,99,49,True,0
0,0,0,0,0.0,506,0.00,0.00,0.00,0.00,332,0,0,0.0,0.0,2023-04-30T13:00:00Z,0,3,0,0,0,0,34,0,15505,0,1,4,0.0,0,-111,27,138,49,False,0
0,0,0,0,0.0,506,0.00,0.00,0.00,0.00,345,0,0,0.0,0.0,2023-05-06T14:00:00Z,0,13,0,0,0,0,35,0,15412,0,1,2,0.0,0,-98,55,153,49,False,0
0,0,0,0,0.0,506,0.00,0.00,0.00,0.00,357,0,0,0.0,0.0,2023-05-13T11:30:00Z,0,15,0,0,0,0,36,0,15362,0,2,2,0.0,0,-57,51,108,49,True,0
0,0,0,0,0.0,506,0.00,0.00,0.00,0.00,369,0,0,0.0,0.0,2023-05-21T12:30:00Z,0,19,0,0,0,0,37,0,15274,0,1,3,0.0,0,-91,12,103,49,False,0
