assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,6,0,2.3,406,0.03,0.12,0.09,1.58,6,1,0,3.0,11.4,2023-08-12T16:30:00Z,84,2,0,0,0,0,1,0,275501,1,1,5,16.0,1,0,0,0,60,True,1
0,0,7,0,4.3,406,0.05,0.12,0.07,1.09,16,1,0,0.5,0.0,2023-08-19T19:00:00Z,90,13,0,0,0,0,2,0,279586,1,0,1,1.0,1,-32283,13505,45788,60,False,1
0,0,7,0,24.8,406,0.03,0.05,0.02,0.95,29,2,0,4.1,15.4,2023-08-27T15:30:00Z,90,11,0,0,0,0,3,0,262036,1,2,1,1.0,2,-28449,11923,40372,59,True,0
0,0,14,0,16.1,406,0.23,0.23,0.00,1.42,33,3,0,2.8,11.6,2023-09-02T16:30:00Z,90,5,0,0,0,0,4,0,241199,1,1,3,0.0,2,-27020,4817,31837,59,False,0
0,0,1,1,16.0,406,0.06,0.34,0.28,0.54,46,0,0,6.7,12.4,2023-09-16T16:30:00Z,90,4,0,0,0,0,5,0,227261,1,0,1,39.0,2,-20571,7057,27628,58,True,1
1,2,52,1,54.3,406,0.27,0.56,0.29,0.84,60,0,1,13.9,65.4,2023-09-24T15:30:00Z,80,17,0,0,0,0,6,0,223734,1,8,0,19.0,13,-6548,7168,13716,58,False,0
0,0,24,1,61.2,406,0.25,0.25,0.00,0.65,66,0,0,10.1,34.0,2023-09-30T14:00:00Z,90,6,0,0,0,0,7,0,237036,1,0,2,6.0,3,10853,32976,22123,58,True,0
0,0,6,0,8.7,406,0.09,0.11,0.02,1.22,79,2,0,1.9,5.6,2023-10-08T13:00:00Z,90,19,0,0,0,0,8,0,269823,1,2,2,5.0,1,27211,41813,14602,58,False,1
0,0,14,1,5.1,406,0.01,0.14,0.13,0.39,87,0,0,4.8,9.8,2023-10-21T14:00:00Z,68,8,0,0,0,0,9,0,281540,1,0,4,33.0,3,9175,24074,14899,58,True,0
0,0,13,0,15.5,406,0.06,0.10,0.04,0.98,100,2,0,4.1,16.2,2023-10-28T16:30:00Z,90,20,0,0,0,0,10,0,270251,1,2,2,9.0,2,-11950,10169,22119,58,False,0
0,0,8,1,34.1,406,0.03,0.05,0.02,0.56,107,0,0,4.3,5.4,2023-11-04T17:30:00Z,90,1,0,0,0,0,11,0,260939,1,0,1,3.0,2,-10928,9127,20055,58,True,1
0,0,0,0,0.0,406,0.00,0.00,0.00,0.00,113,0,0,0.0,0.0,2023-11-11T17:30:00Z,0,3,0,0,0,0,12,0,210702,0,0,2,0.0,0,-49059,1038,50097,58,False,0
0,0,17,0,11.1,406,0.09,0.29,0.20,0.58,127,1,0,4.5,15.4,2023-11-25T15:00:00Z,90,7,0,0,0,0,13,0,211174,1,1,4,18.0,2,-3198,5298,8496,58,True,0
0,0,14,1,41.8,406,0.09,0.24,0.15,0.36,138,0,0,7.8,21.8,2023-12-02T20:00:00Z,90,14,0,0,0,0,14,0,210548,1,0,1,14.0,3,-1695,3764,5459,58,True,0
0,0,12,0,3.2,406,0.06,0.14,0.08,3.23,144,3,0,2.1,12.8,2023-12-07T19:30:00Z,90,9,0,0,0,0,15,0,213881,1,0,3,5.0,2,2469,6175,3706,58,False,0
0,0,13,0,6.3,406,0.19,0.24,0.05,3.88,159,4,0,3.2,22.8,2023-12-10T16:30:00Z,90,18,0,0,0,0,16,0,212234,1,1,4,3.0,2,-2312,3222,5534,58,False,0
1,1,32,1,78.2,406,0.88,1.01,0.13,0.29,168,0,0,13.3,40.4,2023-12-16T15:00:00Z,90,10,0,0,0,0,17,0,213276,1,0,3,14.0,7,-179,5110,5289,58,True,0
0,0,14,0,9.9,406,0.07,0.47,0.40,1.88,175,1,0,4.9,10.8,2023-12-23T15:00:00Z,90,12,0,0,0,0,18,0,222174,1,0,1,28.0,2,6874,9699,2825,58,False,0
