assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,16,0,0.5,228,5,1,0,2.6,23.0,2022-08-06T14:00:00Z,90,20,0,0,0,0,1,0,22468,1,2,2.0,2,0,0,0,45,True,0
0,0,16,0,0.3,228,19,2,0,1.4,12.4,2022-08-13T14:00:00Z,90,17,0,0,0,0,2,0,25427,2,2,1.0,1,-1921,1635,3556,45,False,0
0,2,27,1,0.2,228,25,0,0,1.6,11.6,2022-08-21T13:00:00Z,90,6,0,0,0,0,3,0,25037,0,3,4.0,8,-2022,813,2835,45,True,0
0,0,17,0,0.6,228,34,1,0,2.1,13.6,2022-08-27T14:00:00Z,90,5,0,0,0,0,4,0,39082,0,1,7.0,2,8164,10862,2698,45,False,0
0,0,14,0,1.8,228,45,1,0,1.9,9.4,2022-08-30T19:00:00Z,90,8,0,0,0,0,5,0,44683,1,1,8.0,1,3495,7725,4230,45,True,1
0,0,5,0,1.3,228,52,5,0,0.7,5.4,2022-09-03T14:00:00Z,90,4,0,0,0,0,6,0,43500,2,5,0.0,0,-2675,3555,6230,45,False,0
0,0,0,0,0.0,228,85,0,0,0.0,0.0,2022-10-02T15:30:00Z,0,2,0,0,0,0,9,0,38447,0,0,0.0,0,-866,1121,1987,45,True,0
0,0,0,0,0.0,228,95,0,0,0.0,0.0,2022-10-09T13:00:00Z,0,7,0,0,0,0,10,0,36453,1,2,0.0,0,-2231,466,2697,45,False,0
0,0,0,0,0.0,228,104,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,1,0,0,0,0,11,0,34861,1,0,0.0,0,-1878,232,2110,45,True,0
0,0,16,0,1.1,228,117,2,0,3.5,16.0,2022-10-20T19:15:00Z,90,10,0,0,0,0,12,0,33429,0,2,18.0,1,-1223,181,1404,45,False,0
0,0,0,0,0.0,228,124,0,0,0.0,0.0,2022-10-23T13:00:00Z,0,9,0,0,0,0,13,0,33286,3,2,0.0,0,-807,344,1151,44,True,0
0,0,0,0,0.0,228,138,0,0,0.0,0.0,2022-10-29T18:45:00Z,0,12,0,0,0,0,14,0,31922,2,1,0.0,0,-1466,183,1649,44,False,0
