assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,535,39,0,0,0.0,0.0,2019-08-31T11:30:00Z,0,12,0,0,0,0,4,0,0,1,1,0.0,0,0,0,0,45,True,0
0,0,0,0,0.0,535,47,0,0,0.0,0.0,2019-09-14T14:00:00Z,0,15,0,0,0,0,5,0,3718,1,0,0.0,0,2183,2881,698,45,False,0
0,0,0,0,0.0,535,59,0,0,0.0,0.0,2019-09-20T19:00:00Z,0,3,0,0,0,0,6,0,5081,3,1,0.0,0,793,1685,892,45,True,0
0,0,0,0,0.0,535,69,0,0,0.0,0.0,2019-09-28T14:00:00Z,0,17,0,0,0,0,7,0,6252,1,2,0.0,0,483,1438,955,45,False,0
0,0,0,0,0.0,535,78,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,6,0,0,0,0,8,0,6451,4,1,0.0,0,-144,521,665,45,True,0
0,0,0,0,0.0,535,90,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,20,0,0,0,0,9,0,6891,1,1,0.0,0,31,621,590,45,False,0
0,0,0,0,0.0,535,98,0,0,0.0,0.0,2019-10-25T19:00:00Z,0,9,0,0,0,0,10,0,7000,9,0,0.0,0,-93,318,411,45,True,0
0,0,0,0,0.0,535,107,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,11,0,0,0,0,11,0,7046,1,2,0.0,0,-163,320,483,45,False,0
0,0,0,0,0.0,535,118,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,8,0,0,0,0,12,0,6916,2,1,0.0,0,-262,152,414,45,True,0
0,0,0,0,0.0,535,121,0,0,0.0,0.0,2019-11-23T15:00:00Z,0,1,0,0,0,0,13,0,7114,2,2,0.0,0,-45,445,490,45,False,0
