assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,684,0.00,0.00,0.00,0.00,283,0,0,0.0,0.0,2024-03-16T15:00:00Z,0,6,0,0,0,0,29,0,1274,0,1,2,0.0,0,15,38,23,45,False,0
0,0,0,0,0.0,684,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2024-03-30T20:00:00Z,0,14,0,0,0,0,30,0,1260,0,1,1,0.0,0,-11,21,32,45,True,0
0,0,0,0,0.0,684,0.00,0.00,0.00,0.00,303,0,0,0.0,0.0,2024-04-03T18:30:00Z,0,5,0,0,0,0,31,0,1258,0,0,0,0.0,0,-6,19,25,45,True,0
0,0,0,0,0.0,684,0.00,0.00,0.00,0.00,311,0,0,0.0,0.0,2024-04-06T14:00:00Z,0,2,0,0,0,0,32,0,1251,0,3,3,0.0,0,-14,19,33,45,False,0
0,0,0,0,0.0,684,0.00,0.00,0.00,0.00,323,0,0,0.0,0.0,2024-04-13T14:00:00Z,0,17,0,0,0,0,33,0,1287,0,0,2,0.0,0,20,46,26,45,True,0
0,0,0,0,0.0,684,0.00,0.00,0.00,0.00,336,0,0,0.0,0.0,2024-04-20T14:00:00Z,0,12,0,0,0,0,34,0,1284,0,5,1,0.0,0,-18,31,49,45,False,0
0,0,0,0,0.0,684,0.00,0.00,0.00,0.00,343,0,0,0.0,0.0,2024-04-27T16:30:00Z,0,9,0,0,0,0,35,0,1260,0,0,1,0.0,0,-30,15,45,45,False,0
0,0,0,0,0.0,684,0.00,0.00,0.00,0.00,352,0,0,0.0,0.0,2024-05-04T14:00:00Z,0,10,0,0,0,0,36,0,1269,0,0,0,0.0,0,1,25,24,45,True,0
0,0,0,0,0.0,684,0.00,0.00,0.00,0.00,362,0,0,0.0,0.0,2024-05-11T14:00:00Z,0,3,0,0,0,0,37,0,1291,0,2,1,0.0,0,6,35,29,45,False,0
0,0,0,0,0.0,684,0.00,0.00,0.00,0.00,372,0,0,0.0,0.0,2024-05-19T15:00:00Z,0,15,0,0,0,0,38,0,1365,0,4,2,0.0,0,52,92,40,45,True,0
