assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
0,0,0,0,0,0,0,0,0,0.0,0,0,540,0,0,79,0,0,0,0.0,4274,0.0,0,2018-10-06T14:00:00Z,06 Oct 15:00,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0.0,0,0,0,0,45,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,540,0,0,89,0,0,0,0.0,4816,0.0,0,2018-10-20T14:00:00Z,20 Oct 15:00,0,0,0,0,0,19,0,0,0,0,0,0,9,0,118,0,0,0,1,0,0.0,0,57,82,25,45,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,540,0,0,99,0,0,0,0.0,5362,0.0,0,2018-10-29T20:00:00Z,29 Oct 20:00,0,0,0,0,0,13,0,0,0,0,0,0,10,0,154,0,0,0,1,0,0.0,0,21,63,42,45,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,540,0,0,110,0,0,0,0.0,5910,0.0,0,2018-11-03T19:45:00Z,03 Nov 19:45,0,0,0,0,0,20,0,0,0,0,0,0,11,0,194,0,0,0,3,2,0.0,0,11,48,37,45,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,540,0,0,114,0,0,0,0.0,6460,0.0,0,2018-11-10T17:30:00Z,10 Nov 17:30,0,0,0,0,0,7,0,0,0,0,0,0,12,0,240,0,0,0,1,0,0.0,0,10,54,44,45,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,540,0,0,127,0,0,0,0.0,7012,0.0,0,2018-11-24T17:30:00Z,24 Nov 17:30,0,0,0,0,0,6,0,0,0,0,0,0,13,0,282,0,0,0,1,3,0.0,0,10,53,43,45,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,540,0,0,131,0,0,0,0.0,7565,0.0,0,2018-12-02T14:05:00Z,02 Dec 14:05,0,0,0,0,0,1,0,0,0,0,0,0,14,0,299,0,0,0,2,4,0.0,0,2,35,33,45,False,0,0
0,5,0,0,0,3,0,0,3,0.3,0,0,540,0,0,150,0,1,0,0.1,8121,0.2,0,2018-12-05T20:00:00Z,05 Dec 20:00,0,0,3,0,0,16,0,0,0,0,0,0,15,0,320,0,0,0,1,3,0.0,1,5,33,28,45,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,540,0,0,157,0,0,0,0.0,8679,0.0,0,2018-12-08T19:45:00Z,08 Dec 19:45,0,0,0,0,0,11,0,0,0,0,0,0,16,0,328,0,0,0,2,0,0.0,0,-1,19,20,45,False,0,0
0,54,0,0,0,13,1,1,46,13.2,1,0,540,0,0,168,0,0,0,2.6,9238,9.0,1,2018-12-15T15:00:00Z,15 Dec 15:00,0,0,74,0,0,4,0,0,0,0,6,0,17,0,356,0,0,1,0,1,4.0,3,-3,28,31,45,True,0,0
0,14,0,0,0,5,0,3,13,0.7,1,0,540,0,0,175,0,0,0,1.0,9800,8.8,0,2018-12-23T16:00:00Z,23 Dec 16:00,0,0,11,0,0,8,0,0,0,0,1,0,18,0,481,0,0,0,6,2,0.0,1,87,123,36,45,False,0,0
0,11,0,0,0,1,0,1,10,0.1,0,0,540,0,0,189,1,0,0,0.2,10365,1.8,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,13,0,0,2,0,0,0,0,1,0,19,0,560,1,0,0,0,5,0.0,1,42,99,57,45,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,540,0,0,199,0,0,0,0.0,10933,0.0,0,2018-12-29T15:00:00Z,29 Dec 15:00,0,0,0,0,0,20,0,0,0,0,0,0,20,0,601,0,0,0,3,1,0.0,0,22,81,59,45,True,0,0
0,7,0,0,0,2,0,1,7,0.3,0,0,540,0,0,203,1,0,0,0.4,11501,3.2,0,2019-01-01T17:30:00Z,01 Jan 17:30,0,0,14,0,0,5,0,0,0,0,0,0,21,0,594,0,0,0,3,0,0.0,1,-31,53,84,45,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,540,0,0,219,0,0,0,0.0,12071,0.0,0,2019-01-13T16:30:00Z,13 Jan 16:30,0,0,0,0,0,14,0,0,0,0,0,0,22,0,682,0,0,0,1,0,0.0,0,51,139,88,45,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,540,0,0,223,0,0,0,0.0,12645,0.0,0,2019-01-20T16:00:00Z,20 Jan 16:00,0,0,0,0,0,9,0,0,0,0,0,0,23,0,772,0,0,0,2,1,0.0,0,62,197,135,45,False,0,0
