assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,30,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2024-08-17T16:30:00Z,0,19,0,0,0,0,1,0,4608,0,2,1,0.0,0,0,0,0,50,False,0
0,0,0,0,0.0,30,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2024-08-24T16:30:00Z,0,1,0,0,0,0,2,0,5246,0,2,0,0.0,0,-591,363,954,50,True,0
0,0,0,0,0.0,30,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2024-08-31T14:00:00Z,0,11,0,0,0,0,3,0,5012,0,2,1,0.0,0,-742,509,1251,49,False,0
0,0,0,0,0.0,30,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2024-09-14T16:30:00Z,0,8,0,0,0,0,4,0,3303,0,2,3,0.0,0,-1714,0,1714,49,True,0
0,0,0,0,0.0,30,0.00,0.00,0.00,0.00,41,0,0,0.0,0.0,2024-09-21T14:00:00Z,0,20,0,0,0,0,5,0,2950,0,1,3,0.0,0,-410,0,410,49,True,0
0,0,0,0,0.0,30,0.00,0.00,0.00,0.00,56,0,0,0.0,0.0,2024-09-29T13:00:00Z,0,10,0,0,0,0,6,0,2681,0,2,2,0.0,0,-269,0,269,49,False,0
0,0,0,0,0.0,30,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2024-10-06T13:00:00Z,0,14,0,0,0,0,7,0,2491,0,0,0,0.0,0,-190,0,190,49,True,0
0,0,0,0,0.0,30,0.00,0.00,0.00,0.00,72,0,0,0.0,0.0,2024-10-19T14:00:00Z,0,9,0,0,0,0,8,0,2388,0,3,1,0.0,0,-105,0,105,49,False,0
0,0,0,0,0.0,30,0.00,0.00,0.00,0.00,82,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,3,0,0,0,0,9,0,2345,0,1,1,0.0,0,-47,0,47,49,True,0
0,0,0,0,0.0,30,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,2288,0,1,4,0.0,0,-57,0,57,49,False,0
0,0,0,0,0.0,30,0.00,0.00,0.00,0.00,105,0,0,0.0,0.0,2024-11-09T20:00:00Z,0,12,0,0,0,0,11,0,2249,0,0,2,0.0,0,-43,0,43,49,False,0
0,0,0,0,0.0,30,0.00,0.00,0.00,0.00,112,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,7,0,0,0,0,12,0,2207,0,2,2,0.0,0,-41,0,41,49,True,0
0,0,0,0,0.0,30,0.00,0.00,0.00,0.00,123,0,0,0.0,0.0,2024-12-01T13:30:00Z,0,6,0,0,0,0,13,0,2185,0,0,3,0.0,0,-23,0,23,49,False,0
0,0,0,0,0.0,30,0.00,0.00,0.00,0.00,132,0,0,0.0,0.0,2024-12-04T20:15:00Z,0,4,0,0,0,0,14,0,2166,0,1,3,0.0,0,-19,0,19,49,True,0
