assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,501,3,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,7,0,0,0,0,1,0,3636,0,3,0.0,0,0,0,0,50,True,0
0,0,0,0,0.0,501,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,1,0,0,0,0,2,0,4590,2,0,0.0,0,-540,224,764,50,False,0
0,0,0,0,0.0,501,23,0,0,0.0,0.0,2021-08-28T16:30:00Z,0,11,0,0,0,0,3,0,4388,1,1,0.0,0,-673,141,814,50,False,0
0,0,0,0,0.0,501,33,0,0,0.0,0.0,2021-09-11T16:30:00Z,0,2,0,0,0,0,4,0,4769,0,3,0.0,0,-364,442,806,50,True,0
0,0,0,0,0.0,501,48,0,0,0.0,0.0,2021-09-19T15:30:00Z,0,17,0,0,0,0,5,0,4823,3,0,0.0,0,-309,212,521,49,False,0
0,0,0,0,0.0,501,53,0,0,0.0,0.0,2021-09-25T11:30:00Z,0,12,0,0,0,0,6,0,5057,1,0,0.0,0,-100,350,450,49,True,0
0,0,0,0,0.0,501,63,0,0,0.0,0.0,2021-10-02T14:00:00Z,0,16,0,0,0,0,7,0,5254,1,3,0.0,0,-78,322,400,49,True,0
0,2,35,1,2.7,501,73,0,0,3.9,36.2,2021-10-16T16:30:00Z,90,3,0,0,0,0,8,0,5507,1,0,0.0,8,-51,302,353,49,False,0
0,0,0,0,0.0,501,84,0,0,0.0,0.0,2021-10-23T11:30:00Z,0,15,0,0,0,0,9,0,7714,0,7,0.0,0,1650,2152,502,49,True,0
0,0,0,0,0.0,501,96,0,0,0.0,0.0,2021-10-30T14:00:00Z,0,14,0,0,0,0,10,0,7230,3,0,0.0,0,-718,548,1266,49,False,0
