assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,19,0,0,0.0,0.0,2023-08-20T15:30:00Z,0,19,0,0,0,0,2,0,0,0,1,3,0.0,0,0,0,0,40,False,0
0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2023-08-25T19:00:00Z,0,12,0,0,0,0,3,0,592,0,0,3,0.0,0,165,191,26,40,True,0
0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,35,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,16,0,0,0,0,4,0,1331,0,1,0,0.0,0,141,294,153,40,True,0
0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,42,0,0,0.0,0.0,2023-09-17T13:00:00Z,0,3,0,0,0,0,5,0,1336,0,0,0,0.0,0,-222,144,366,40,False,0
0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,55,0,0,0.0,0.0,2023-09-24T13:00:00Z,0,2,0,0,0,0,6,0,1202,0,1,0,0.0,0,-147,0,147,40,True,0
0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2023-10-02T19:00:00Z,0,10,0,0,0,0,7,0,1117,0,2,0,0.0,0,-86,0,86,40,False,0
0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,6,0,0,0,0,8,0,1071,0,4,1,0.0,0,-48,0,48,40,False,0
0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,84,0,0,0.0,0.0,2023-10-21T16:30:00Z,0,1,0,0,0,0,9,0,1039,0,2,2,0.0,0,-33,0,33,40,True,0
0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2023-10-28T11:30:00Z,0,4,0,0,0,0,10,0,1020,0,2,0,0.0,0,-19,0,19,40,True,0
0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,110,0,0,0.0,0.0,2023-11-06T20:00:00Z,0,18,0,0,0,0,11,0,1000,0,4,1,0.0,0,-22,0,22,40,False,0
0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,115,0,0,0.0,0.0,2023-11-12T16:30:00Z,0,13,0,0,0,0,12,0,989,0,4,4,0.0,0,-10,0,10,40,True,0
0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,127,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,15,0,0,0,0,13,0,973,0,1,4,0.0,0,-15,0,15,40,False,0
0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,135,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,5,0,0,0,0,14,0,966,0,2,3,0.0,0,-9,0,9,40,True,0
0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,14,0,0,0,0,15,0,961,0,1,2,0.0,0,-6,0,6,40,False,0
0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,154,0,0,0.0,0.0,2023-12-10T14:00:00Z,0,9,0,0,0,0,16,0,953,0,0,2,0.0,0,-8,0,8,40,False,0
0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,17,0,0,0,0,17,0,944,0,0,2,0.0,0,-9,0,9,40,True,0
0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,180,0,0,0.0,0.0,2023-12-24T13:00:00Z,0,20,0,0,0,0,18,0,941,0,1,2,0.0,0,-3,0,3,40,False,0
0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,186,0,0,0.0,0.0,2023-12-27T19:30:00Z,0,8,0,0,0,0,19,0,939,0,1,2,0.0,0,-2,0,2,40,True,0
0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,195,0,0,0.0,0.0,2023-12-30T12:30:00Z,0,12,0,0,0,0,20,0,933,0,3,2,0.0,0,-6,0,6,40,False,0
0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,206,0,0,0.0,0.0,2024-01-13T12:30:00Z,0,10,0,0,0,0,21,0,923,0,0,1,0.0,0,-9,0,9,40,True,0
0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,219,0,0,0.0,0.0,2024-01-31T20:15:00Z,0,11,0,0,0,0,22,0,912,0,1,4,0.0,0,-12,0,12,40,False,0
0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,226,0,0,0.0,0.0,2024-02-04T14:00:00Z,0,20,0,0,0,0,23,0,911,0,4,2,0.0,0,-1,0,1,40,True,0
0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,232,0,0,0.0,0.0,2024-02-12T20:00:00Z,0,8,0,0,0,0,24,0,909,0,3,1,0.0,0,-1,0,1,40,False,0
0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,246,0,0,0.0,0.0,2024-02-17T17:30:00Z,0,13,0,0,0,0,25,0,907,0,1,1,0.0,0,-3,0,3,40,False,0
