date,deep,deep_allowed,draws,h_a,loses,missed,npxG,npxGA,npxGD,ppda,ppda_allowed,pts,result,scored,wins,xG,xGA,xpts
2019-08-10 15:00:00,9,0,0,a,1,3,1.08752,0.909241,0.17827900000000008,"{'att': 143, 'def': 26}","{'att': 167, 'def': 18}",0,l,0,0,1.08752,0.909241,1.5136
2019-08-17 15:00:00,1,6,0,h,1,2,2.14047,1.52022,0.6202500000000002,"{'att': 288, 'def': 24}","{'att': 132, 'def': 14}",0,l,1,0,2.14047,1.52022,1.8258999999999999
2019-08-24 15:00:00,6,6,0,a,0,0,2.07795,0.997711,1.080239,"{'att': 215, 'def': 20}","{'att': 211, 'def': 23}",3,w,2,1,2.07795,0.997711,2.2194000000000003
2019-08-31 12:30:00,6,13,1,h,0,1,0.769616,1.90356,-1.133944,"{'att': 260, 'def': 39}","{'att': 190, 'def': 14}",1,d,1,0,0.769616,1.90356,0.5769
2019-09-14 14:00:00,7,8,0,a,0,0,1.57659,1.88034,-0.30374999999999996,"{'att': 218, 'def': 17}","{'att': 263, 'def': 21}",3,w,1,1,1.57659,1.88034,1.1662
2019-09-20 19:00:00,6,2,0,h,1,3,1.41904,1.29773,0.12131000000000003,"{'att': 143, 'def': 35}","{'att': 287, 'def': 16}",0,l,1,0,2.18021,1.29773,2.0278
2019-09-28 14:00:00,8,7,0,a,1,2,1.16256,1.19008,-0.02751999999999999,"{'att': 209, 'def': 37}","{'att': 254, 'def': 8}",0,l,1,0,1.16256,1.19008,1.3081999999999998
2019-10-06 14:00:00,5,10,0,h,1,4,1.27044,2.15201,-0.8815700000000002,"{'att': 283, 'def': 26}","{'att': 211, 'def': 19}",0,l,1,0,1.27044,2.15201,0.7488
2019-10-19 15:00:00,5,3,1,a,0,1,1.37695,0.126326,1.250624,"{'att': 289, 'def': 24}","{'att': 220, 'def': 15}",1,d,1,0,1.37695,0.887495,1.7256
2019-10-25 20:00:00,1,9,0,h,1,9,0.457334,3.6193,-3.161966,"{'att': 358, 'def': 21}","{'att': 118, 'def': 37}",0,l,0,0,0.457334,4.38046,0.0228
2019-11-02 15:00:00,2,31,0,a,1,2,0.893889,3.36132,-2.467431,"{'att': 213, 'def': 12}","{'att': 83, 'def': 26}",0,l,1,0,0.893889,3.36132,0.11629999999999999
2019-11-09 15:00:00,1,6,0,h,1,2,0.742281,2.08883,-1.3465490000000002,"{'att': 169, 'def': 17}","{'att': 202, 'def': 31}",0,l,1,0,0.742281,2.08883,0.4354
2019-11-23 15:00:00,10,3,1,a,0,2,1.68664,1.60823,0.07840999999999987,"{'att': 257, 'def': 35}","{'att': 144, 'def': 24}",1,d,2,0,2.60312,1.60823,2.078
2019-11-30 17:30:00,8,5,0,h,0,1,1.9671,0.504005,1.463095,"{'att': 136, 'def': 18}","{'att': 284, 'def': 20}",3,w,2,1,1.9671,0.504005,2.6235
2019-12-04 19:30:00,9,3,0,h,0,1,2.00232,0.896647,1.1056730000000001,"{'att': 335, 'def': 36}","{'att': 166, 'def': 12}",3,w,2,1,2.00232,0.896647,2.2681
