assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
2,2,242,100,100,4,69140,0,0,-4,4,45.5,341,117,0,2,1.9,2.4,1,Shkodran,2.4,17,0,47.9,298,100,1,False,277.2,244,97,1205,,2020-07-01T22:00:25.971699Z,51,0,0,0,69140.jpg,2.9,0,0,Mustafi,0.4,False,None,a,1,3,155.0,225,54,43,23633,286,44713,308,0.5,8.4,Mustafi,2
0,4,204,100,100,4,98745,0,0,-2,2,76.9,293,89,0,2,2.2,2.7,1,Héctor,2.7,18,1,37.0,330,118,2,False,187.8,305,120,1156,,2019-12-09T20:00:21.228098Z,53,0,0,0,98745.jpg,2.9,0,0,Bellerín,1.0,False,None,a,1,3,103.0,266,75,44,198157,791,149413,1991,0.5,8.3,Bellerín,2
2,1,310,100,100,4,111457,0,0,-3,3,167.3,210,51,0,2,1.9,2.4,1,Sead,2.4,24,0,48.7,293,98,3,False,249.6,262,105,1566,,2020-02-23T18:30:13.672943Z,52,0,0,0,111457.jpg,2.3,0,0,Kolasinac,0.5,False,None,a,1,3,73.0,307,100,52,62719,140,133127,210,0.5,10.0,Kolasinac,3
2,3,226,100,100,3,154043,0,0,-5,5,159.5,220,54,1,2,-0.1,0.4,0,Ainsley,0.4,20,0,47.0,305,102,4,False,279.2,242,96,1278,,2019-09-22T18:00:10.824841Z,45,0,0,0,154043.jpg,2.2,1,0,Maitland-Niles,2.2,False,None,a,1,3,37.0,357,130,39,608641,151,650911,619,0.1,8.7,Maitland-Niles,4
0,5,305,100,100,4,39476,0,0,-2,2,36.8,358,126,1,2,-0.5,0.0,0,Sokratis,0.0,25,2,58.5,253,79,5,False,436.2,150,54,1696,,2020-06-18T18:00:15.974146Z,48,0,0,0,39476.jpg,3.0,0,0,Papastathopoulos,1.3,False,None,a,1,3,110.0,260,73,57,181091,118,229108,535,0.0,11.9,Sokratis,6
0,1,54,0,0,1,38411,0,0,0,0,40.8,348,120,0,2,0.0,0.0,0,Nacho,0.0,4,0,10.0,415,150,6,False,47.2,415,154,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.2,False,None,u,1,3,12.0,405,148,10,28241,7,89250,18,0.0,2.0,Monreal,0
0,0,0,0,0,0,51507,0,0,0,0,0.0,631,217,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,637,217,7,False,0.0,635,217,0,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,None,u,1,3,0.0,627,216,0,740,7,12867,10,0.0,0.0,Koscielny,0
0,0,0,0,0,0,233963,0,0,-2,2,0.0,567,213,0,2,0.0,0.0,0,Konstantinos,0.0,0,0,0.0,581,213,8,False,0.0,578,213,0,Joined Nuremberg on loan until the end of the season on 13/1. - Expected back 01 Aug,2020-01-13T14:30:21.309535Z,43,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.0,False,None,n,1,3,0.0,546,207,0,1164,1,5036,3,0.0,0.0,Mavropanos,0
0,0,0,0,0,0,80254,0,0,0,0,0.0,582,214,0,2,0.0,0.0,0,Carl,0.0,0,0,0.0,594,214,9,False,0.0,591,214,0,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,0,0,0,80254.jpg,0.0,0,0,Jenkinson,0.0,False,None,u,1,3,0.0,565,210,0,492,4,2682,5,0.0,0.0,Jenkinson,0
0,2,60,100,100,1,156074,0,0,-1,1,2.4,442,164,0,2,0.9,1.4,0,Rob,1.4,5,0,7.7,428,157,10,False,68.2,396,151,310,,2019-12-09T10:00:19.335279Z,44,0,0,0,156074.jpg,2.4,0,0,Holding,0.2,False,None,a,1,3,6.0,424,156,12,22408,88,21078,361,0.3,2.7,Holding,0
