assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2023-08-18T18:45:00Z,0,16,0,0,0,0,2,0,93,0,1,2,0.0,0,27,32,5,50,False,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,30,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,13,0,0,0,0,3,0,270,0,2,1,0.0,0,4,29,25,50,True,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,40,0,0,0.0,0.0,2023-09-02T11:30:00Z,0,9,0,0,0,0,4,0,414,0,2,2,0.0,0,-13,37,50,50,True,0
0,0,1,0,0.1,666,0.00,0.00,0.00,0.55,48,2,0,0.2,1.4,2023-09-16T14:00:00Z,9,18,0,0,0,0,5,0,349,0,1,2,0.0,0,-68,19,87,50,False,1
0,0,-6,0,1.8,666,0.02,0.11,0.09,1.49,60,3,0,0.9,0.8,2023-09-24T15:30:00Z,28,15,0,0,0,0,6,0,381,0,8,0,6.0,1,-4,26,30,50,True,0
0,0,3,0,11.1,666,0.02,0.02,0.00,0.47,69,0,0,1.7,4.2,2023-09-30T14:00:00Z,20,19,0,0,0,0,7,0,423,0,0,2,2.0,1,10,37,27,50,False,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,76,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,10,0,0,0,0,8,0,505,0,1,3,0.0,0,2,30,28,50,False,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,89,0,0,0.0,0.0,2023-10-21T19:00:00Z,0,14,0,0,0,0,9,0,459,0,2,1,0.0,0,-48,13,61,50,True,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2023-10-28T14:00:00Z,0,1,0,0,0,0,10,0,465,0,0,5,0.0,0,1,24,23,50,False,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,109,0,0,0.0,0.0,2023-11-04T15:00:00Z,0,20,0,0,0,0,11,0,442,0,1,2,0.0,0,-23,12,35,50,True,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,114,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,5,0,0,0,0,12,0,436,0,1,1,0.0,0,-8,8,16,50,False,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,129,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,3,0,0,0,0,13,0,432,0,3,1,0.0,0,-5,11,16,50,True,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,134,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,6,0,0,0,0,14,0,513,0,0,5,0.0,0,67,81,14,50,False,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,147,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,11,0,0,0,0,15,0,457,0,2,0,0.0,0,-54,3,57,50,True,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,158,0,0,0.0,0.0,2023-12-09T15:00:00Z,0,4,0,0,0,0,16,0,463,0,0,1,0.0,0,5,26,21,50,True,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,7,0,0,0,0,17,0,456,0,0,2,0.0,0,-7,21,28,50,False,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,171,0,0,0.0,0.0,2023-12-22T20:00:00Z,0,2,0,0,0,0,18,0,521,0,1,1,0.0,0,63,84,21,50,False,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,190,0,0,0.0,0.0,2023-12-26T15:00:00Z,0,12,0,0,0,0,19,0,483,0,3,2,0.0,0,-41,27,68,50,True,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,196,0,0,0.0,0.0,2023-12-30T15:00:00Z,0,13,0,0,0,0,20,0,508,0,0,2,0.0,0,23,51,28,50,False,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,210,0,0,0.0,0.0,2024-01-21T14:00:00Z,0,19,0,0,0,0,21,0,463,0,2,2,0.0,0,-42,9,51,50,True,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,212,0,0,0.0,0.0,2024-01-30T20:00:00Z,0,8,0,0,0,0,22,0,481,0,2,3,0.0,0,12,33,21,50,False,0
0,0,5,0,3.6,666,0.02,0.05,0.03,0.37,230,0,0,1.1,2.4,2024-02-03T17:30:00Z,18,2,0,0,0,0,23,0,478,0,5,0,5.0,1,-4,23,27,50,True,0
0,0,2,0,0.5,666,0.00,0.00,0.00,0.64,235,0,0,1.2,11.2,2024-02-10T15:00:00Z,30,12,0,0,0,0,24,0,493,0,3,1,0.0,1,-6,25,31,50,False,0
0,0,0,0,0.1,666,0.00,0.00,0.00,0.22,249,1,0,0.4,4.0,2024-02-18T14:00:00Z,11,5,0,0,0,0,25,0,511,0,5,0,0.0,0,-15,31,46,50,True,1
0,0,3,0,0.3,666,0.00,0.00,0.00,0.04,260,0,0,0.3,0.4,2024-02-25T13:30:00Z,8,20,0,0,0,0,26,0,558,0,0,1,2.0,1,4,25,21,50,False,0
0,0,3,0,0.0,666,0.00,0.00,0.00,1.80,269,5,0,0.0,0.0,2024-03-04T20:00:00Z,45,1,0,0,0,0,27,0,576,1,6,0,0.0,1,-15,9,24,50,True,0
0,0,0,0,0.6,666,0.00,0.22,0.22,1.85,273,0,0,3.6,2.0,2024-03-09T15:00:00Z,45,3,0,0,0,0,28,0,621,1,2,2,33.0,1,17,38,21,50,False,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2024-03-30T15:00:00Z,0,10,0,0,0,0,30,0,652,0,3,3,0.0,0,1,8,7,50,True,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,308,0,0,0.0,0.0,2024-04-04T18:30:00Z,0,11,0,0,0,0,31,0,646,0,1,3,0.0,0,-10,11,21,50,False,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,318,0,0,0.0,0.0,2024-04-07T16:30:00Z,0,7,0,0,0,0,32,0,644,0,2,2,0.0,0,-3,3,6,50,True,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,323,0,0,0.0,0.0,2024-04-13T14:00:00Z,0,4,0,0,0,0,33,0,654,0,0,2,0.0,0,8,21,13,50,False,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,338,0,0,0.0,0.0,2024-04-20T14:00:00Z,0,6,0,0,0,0,34,0,684,0,4,1,0.0,0,31,50,19,50,True,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,288,0,0,0.0,0.0,2024-04-24T19:00:00Z,0,14,0,0,0,0,34,0,684,0,2,4,0.0,0,31,50,19,50,False,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,346,0,0,0.0,0.0,2024-04-27T14:00:00Z,0,15,0,0,0,0,35,0,666,0,1,5,0.0,0,-18,25,43,50,False,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,360,0,0,0.0,0.0,2024-05-04T14:00:00Z,0,16,0,0,0,0,36,0,672,0,3,1,0.0,0,2,24,22,50,True,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,363,0,0,0.0,0.0,2024-05-11T14:00:00Z,0,9,0,0,0,0,37,0,719,0,0,1,0.0,0,40,67,27,50,False,0
0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,380,0,0,0.0,0.0,2024-05-19T15:00:00Z,0,18,0,0,0,0,38,0,693,0,3,0,0.0,0,-24,51,75,50,True,0
